dataset,conf,Fold,Rep,RMSE_train,RMSE_test
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",2,2,2.338882187509999,2.1814181348353263
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",2,3,1.06777746356868,1.042799776059693
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",2,4,1.819988906611512,1.755306414278668
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",2,5,2.6592161933514507,2.5376803456038326
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,0,2.3145847426538806,2.5989061863138447
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,1,1.78972746151075,1.7503671886939942
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,2,0.7824055205644117,0.8668652573882999
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,3,2.1735794633977403,2.233376742931417
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,4,1.6925252483355893,1.6793623529508592
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,5,1.8757800443381552,1.7747129552766567
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,0,0.7352942263170656,0.8403742870196645
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,1,2.2441194757153733,2.1777357955815257
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,2,1.750703368321081,1.80893075103719
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,3,2.6032379386177644,2.378669386571638
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,4,1.44986571730185,1.2828991507191292
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,5,0.6658845317970705,0.7646290462808997
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,0,48.043337269341784,1999.3927913223504
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,1,47.11860321318896,52.94457381149653
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,2,47.39896725571661,52.844582246992616
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,3,47.792212210240315,52.949142457257956
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,4,48.80524015851543,1.4047118259216682e+16
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,5,48.00799107123347,52.08090975166471
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",1,0,49.09655616904022,669076.2051473188
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",1,1,47.66497603339838,58.016088219754245
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",1,2,47.71940260960973,54.053325961694156
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",1,3,48.98074037506518,627.2574807029579
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",1,4,47.54521549481452,53.26829312779733
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",1,5,47.971834858130855,53.846885065305564
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",2,0,48.5586696878803,505.8880716031974
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",2,1,48.58928447543269,49.253712982559634
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",2,2,48.17781536846025,48.917078433540475
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",2,3,48.2768075331441,112.23322709759121
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",2,4,49.40978565501332,48.738530855387886
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",2,5,48.65927488110473,50.069912060460226
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,0,47.8181980898343,51.40830281033143
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,1,48.42416803269261,50.25102469525796
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,2,48.22654328588313,49.62705217628172
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,3,48.15508219377532,50.35415214779088
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,4,49.27318322217869,49.47145419309522
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,5,48.62601982794412,3380.502838981843
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,0,47.91362614746478,51.83801963555475
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,1,47.96298101041789,53.499326750352495
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,2,47.92368697066736,52.39895226718802
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,3,47.698043567875175,52.90157350748872
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,4,47.64704293869021,52.52334015814903
GeographicalOriginalofMusic,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,5,48.015510451870696,59.017516916219904
towerData,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,0,32.60735423140874,32.99850080220973
towerData,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,1,33.507254083054164,35.11771053587213
towerData,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,2,33.78522489087997,35.015496608124266
towerData,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,3,33.17197492876413,35.23115862579577
towerData,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,4,38.50437076718246,40.82546671968189
towerData,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x125077f70>, 'sqrt.abs': <function <lambda> at 0x125080040>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,5,34.459959816782124,35.50560420479335
