dataset,conf,Fold,Rep,RMSE_train,RMSE_test
concrete,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,4,7.661456161001835,7.538066859462659
concrete,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,5,9.00437696289333,9.18338951683268
concrete,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,0,7.4365323220741955,7.650414260905218
concrete,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,1,7.335622069072994,7.597161674304128
concrete,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,2,8.537301650325178,8.738441250755026
concrete,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,3,6.79807966056323,6.7074478289704205
concrete,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,4,6.872937490757429,7.210348655995902
concrete,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,5,6.660615994430716,6.75389562629526
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,0,2.6464592094909256,2.7847586788118126
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,1,1.9601193336354241,2.204989288477305
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,2,2.7491404951173046,3.0970522156405385
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,3,2.7635938913385902,3.1480519086810466
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,4,1.8302771909000883,2.12117199037444
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,5,2.111239209685113,2.357349088457138
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",1,0,1.675046284808002,1.5509083115926692
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",1,1,2.1777371583537306,2.0366653445925613
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",1,2,2.108291385118419,2.119942422027925
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",1,3,1.8310937809952428,1.7592971678008509
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",1,4,1.7676572932004055,1.6432927239888788
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",1,5,2.9707419388276946,3.110729554309137
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",2,0,1.92234430497396,1.8565091456055016
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",2,1,1.7779694504265715,1.6356252127809954
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",2,2,1.821889273294294,1.7426463414023523
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",2,3,2.006386834609541,2.1168851119506544
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",2,4,2.8941127469374246,2.6615597499287267
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",2,5,2.184318406997607,2.1825909396507712
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,0,1.8804802929358693,1.8140157174161544
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,1,2.163223567029836,2.144032813749813
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,2,1.7592466005851073,1.746395044723396
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,3,1.7724218882335088,1.7925094399478645
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,4,2.3725034182555644,2.4159147131475907
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",3,5,1.6936755886192822,1.6144239716285145
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,0,1.8489730136743512,1.9197067316064256
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,1,1.8199711908210667,1.7189403036712487
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,2,1.9670509696838816,2.0607201254396608
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,3,1.6530862158381563,1.6828501530776039
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,4,1.8115570734517064,1.7779010513922962
energyCooling,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",4,5,2.5333982741259717,2.4434451274243094
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,0,1.6239901620538064,2.090266583494166
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,1,0.7636261362824792,0.7717067291391401
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,2,0.8978000005109423,1.0784680274284464
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,3,0.8058826026836028,0.9376711588194284
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,4,1.273990326193563,1.5553932830835788
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",0,5,1.4941347002841965,1.6637842009733486
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",1,0,2.441023793363964,2.4805942026288843
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",1,1,2.5299651920431057,2.743056506497332
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",1,2,1.8651941190915169,2.0889592647494326
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",1,3,1.5662336829052188,1.5899007640617764
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",1,4,1.117737098791982,1.1679835725464156
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",1,5,0.8170797814060071,0.8135874145387899
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",2,0,1.2382207289498721,1.2218365836466474
energyHeating,"{'popsize': 100, 'gens': 100, 'minterms': 1, 'model': LinearRegression(n_jobs=-1), 'expolim': (-3, 3), 'maxterms': 10, 'check_fit': True, 'funs': {'sin': <ufunc 'sin'>, 'cos': <ufunc 'cos'>, 'tan': <ufunc 'tan'>, 'abs': <ufunc 'absolute'>, 'id': <function <lambda> at 0x117a9c310>, 'sqrt.abs': <function <lambda> at 0x117a9c3a0>, 'log': <ufunc 'log'>, 'exp': <ufunc 'exp'>}}",2,1,0.9004051811491967,0.8345285654695789
