dataset,conf,Fold,Rep,RMSE_cv,RMSE_train,RMSE_test
concrete,6,0,0,11.739736600597995,10.492771213471627,9.579842486607387
concrete,6,0,1,11.739736600597995,13.56592667713855,12.926111027852599
concrete,6,0,2,11.739736600597995,12.30128216209466,11.803455194444856
concrete,6,0,3,11.739736600597995,11.796919768217812,11.455674018730747
concrete,6,0,4,11.739736600597995,15.94956929833375,15.380010845866547
concrete,6,0,5,11.739736600597995,15.94956929833375,15.380010845866547
concrete,8,1,0,11.725584599351953,12.94255759766497,13.873977930646738
concrete,8,1,1,11.725584599351953,11.91221549817504,12.645994538661384
concrete,8,1,2,11.725584599351953,15.712822692194337,15.950665557096958
concrete,8,1,3,11.725584599351953,15.780822931352136,16.06120441516194
concrete,8,1,4,11.725584599351953,10.388754385938798,10.878647144796167
concrete,8,1,5,11.725584599351953,15.712822692194337,15.950665557096958
concrete,0,2,0,11.840735284648288,12.191391397875627,12.230115375854696
concrete,0,2,1,11.840735284648288,14.44709315942402,15.435068895285891
concrete,0,2,2,11.840735284648288,15.083658528512707,15.000704696923684
concrete,0,2,3,11.840735284648288,13.220509232791086,13.780623307942944
concrete,0,2,4,11.840735284648288,11.655036347352326,11.371525552296822
concrete,0,2,5,11.840735284648288,11.467445147550153,11.099983771618678
concrete,7,3,0,12.731150743087682,11.111602082430867,11.675278691194928
concrete,7,3,1,12.731150743087682,12.06495062055902,12.397042612380877
concrete,7,3,2,12.731150743087682,14.70360291395061,15.354216639482939
concrete,7,3,3,12.731150743087682,15.607954546893112,16.723241201299746
concrete,7,3,4,12.731150743087682,14.698395806892329,14.703253229104304
concrete,7,3,5,12.731150743087682,15.607954546893112,16.723241201299746
concrete,7,4,0,13.279733403467299,16.112742411227245,15.905006610044282
concrete,7,4,1,13.279733403467299,12.4002234643997,10.749845214617393
concrete,7,4,2,13.279733403467299,13.575069625224666,12.887658880633863
concrete,7,4,3,13.279733403467299,15.766225762118488,15.406431672176517
concrete,7,4,4,13.279733403467299,15.194901856777502,14.792503249254416
concrete,7,4,5,13.279733403467299,11.645397696389583,11.481935043556888
