dataset,conf,Fold,Rep,RMSE_cv,RMSE_train,RMSE_test
wineRed,8,0,0,0.7417487604314676,0.8110804558627642,0.8013049616310249
wineRed,8,0,1,0.7417487604314676,0.72498814340376,0.7556248605830721
wineRed,8,0,2,0.7417487604314676,0.7934527199401749,0.7951008616900301
wineRed,8,0,3,0.7417487604314676,0.7216744704974759,0.7332863059354452
wineRed,8,0,4,0.7417487604314676,0.7934527199401749,0.7951008616900301
wineRed,8,0,5,0.7417487604314676,0.8164856585646396,0.8213086104801112
wineRed,8,1,0,0.7378071336472372,0.788879384988613,0.7623046972217324
wineRed,8,1,1,0.7378071336472372,0.728854588487049,0.7043305148080657
wineRed,8,1,2,0.7378071336472372,0.728854588487049,0.7043305148080657
wineRed,8,1,3,0.7378071336472372,0.7411781977758954,0.7210244044907813
wineRed,8,1,4,0.7378071336472372,0.788879384988613,0.7623046972217324
wineRed,8,1,5,0.7378071336472372,0.8101386749918227,0.7893415481249986
wineRed,0,2,0,0.7586553706500423,0.7342569170596734,0.6815345467236437
wineRed,0,2,1,0.7586553706500423,0.7342569170596734,0.6815345467236437
wineRed,0,2,2,0.7586553706500423,0.7342569170596734,0.6815345467236437
wineRed,0,2,3,0.7586553706500423,0.8909122659318588,0.8597066148037866
wineRed,0,2,4,0.7586553706500423,0.8203412229486245,0.7720014938494076
wineRed,0,2,5,0.7586553706500423,0.805297082179231,0.7459891880271272
wineRed,1,3,0,0.7791131661349815,0.8656818102546442,0.9100625452854813
wineRed,1,3,1,0.7791131661349815,0.997194031492662,1.0237619314859814
wineRed,1,3,2,0.7791131661349815,0.7898704769218347,0.8092311472037557
wineRed,1,3,3,0.7791131661349815,0.809098679309356,0.8085495581333358
wineRed,1,3,4,0.7791131661349815,0.8153902603565164,0.825646694035964
wineRed,1,3,5,0.7791131661349815,0.7782927190075819,0.8046248284335739
wineRed,8,4,0,0.7595399239367993,0.7751622410876623,0.8167404620172592
wineRed,8,4,1,0.7595399239367993,0.8086944392650334,0.8516923778188991
wineRed,8,4,2,0.7595399239367993,0.7106660963284532,0.7752615341459335
wineRed,8,4,3,0.7595399239367993,0.7811157185187523,0.8426974423037742
wineRed,8,4,4,0.7595399239367993,0.7811157185187523,0.8426974423037742
wineRed,8,4,5,0.7595399239367993,0.7811157185187523,0.8426974423037742
