dataset,conf,Fold,Rep,RMSE_cv,RMSE_train,RMSE_test
airfoil,5,0,0,6.707193159797263,7.066756792738893,6.977486447892224
airfoil,5,0,1,6.707193159797263,7.640191953907556,7.6166060656760095
airfoil,5,0,2,6.707193159797263,6.5375572833558016,6.355494039259341
airfoil,5,0,3,6.707193159797263,6.868345668199304,6.861680875495477
airfoil,5,0,4,6.707193159797263,15.419335941521904,15.592636829746525
airfoil,5,0,5,6.707193159797263,22.871307217482855,24.175874188377595
airfoil,6,1,0,8.841474616580348,7.777482804587309,7.322748674655913
airfoil,6,1,1,8.841474616580348,6.7786923788040125,6.538412932726757
airfoil,6,1,2,8.841474616580348,6.970746659221876,6.702215332248597
airfoil,6,1,3,8.841474616580348,7.187821761492893,6.864501662877653
airfoil,6,1,4,8.841474616580348,7.501452823489162,7.152396742052889
airfoil,6,1,5,8.841474616580348,7.022819396916752,6.762337701430374
