dataset,conf,Fold,Rep,RMSE_cv,RMSE_train,RMSE_test
concrete,1,1,4,7.534553999999999,7.646839999999999,8.23103
concrete,1,1,5,7.534553999999999,6.76018,6.98203
concrete,1,2,0,7.562116,7.38972,8.75181
concrete,1,2,1,7.5621160000000005,7.33838,8.727789999999999
concrete,1,2,2,7.562116,6.57321,7.49303
concrete,1,2,3,7.5621160000000005,6.8826199999999975,7.94229
concrete,1,2,4,7.562116,7.01625,8.23223
concrete,1,2,5,7.5621160000000005,6.30605,7.50742
concrete,0,3,0,7.541004000000001,6.6436600000000015,7.44637
concrete,0,3,1,7.541004000000001,7.09571,7.13945
concrete,0,3,2,7.541004000000001,7.269660000000001,7.58276
concrete,0,3,3,7.541004000000001,6.0574900000000005,6.65048
concrete,0,3,4,7.541004000000001,7.2317300000000015,7.51191
concrete,0,3,5,7.541004000000001,7.26416,7.69505
concrete,0,4,0,7.483773999999999,7.20613,7.20063
concrete,0,4,1,7.483773999999999,7.90675,7.79748
concrete,0,4,2,7.483773999999999,7.70688,8.213339999999999
concrete,0,4,3,7.483773999999999,6.43962,6.87949
concrete,0,4,4,7.483773999999999,,
concrete,0,4,5,7.483773999999999,7.52394,7.809839999999999
energyCooling,1,0,0,1.94607,1.68713,2.00121
energyCooling,1,0,1,1.94607,1.8334700000000002,2.10541
energyCooling,1,0,2,1.94607,2.4231,2.52748
energyCooling,1,0,3,1.94607,1.7984099999999998,2.1646900000000002
energyCooling,1,0,4,1.94607,2.4201,2.73036
energyCooling,1,0,5,1.94607,2.0334,2.31996
energyCooling,0,1,0,2.004264,2.60815,2.55608
energyCooling,0,1,1,2.004264,1.7379099999999998,1.6826400000000001
energyCooling,0,1,2,2.004264,2.09399,2.05514
energyCooling,0,1,3,2.004264,2.36008,2.20625
energyCooling,0,1,4,2.004264,2.87534,2.71084
energyCooling,0,1,5,2.004264,1.76778,1.64578
energyCooling,1,2,0,2.152886,1.73363,1.77404
energyCooling,1,2,1,2.152886,2.13558,1.9759099999999998
energyCooling,1,2,2,2.152886,1.7506700000000002,1.66756
energyCooling,1,2,3,2.152886,2.4590099999999997,2.39893
energyCooling,1,2,4,2.152886,1.74829,1.77014
energyCooling,1,2,5,2.152886,2.42645,2.4030400000000003
energyCooling,0,3,0,2.155266,1.92339,1.99684
energyCooling,0,3,1,2.155266,2.02032,2.0764
energyCooling,0,3,2,2.155266,1.69212,1.68573
energyCooling,0,3,3,2.155266,1.8037299999999998,1.8724299999999998
energyCooling,0,3,4,2.155266,1.7602099999999998,1.6887299999999998
energyCooling,0,3,5,2.155266,2.0310099999999998,2.0154799999999997
energyCooling,1,4,0,2.24108,1.93263,1.96884
energyCooling,1,4,1,2.2410799999999997,1.8539700000000001,1.73387
energyCooling,1,4,2,2.24108,2.3288900000000003,2.22509
energyCooling,1,4,3,2.2410799999999997,1.7288599999999998,1.8298
energyCooling,1,4,4,2.24108,2.01746,2.05643
energyCooling,1,4,5,2.2410799999999997,1.74763,1.7844799999999998
energyHeating,1,0,0,1.5692747999999999,2.38313,2.61968
energyHeating,1,0,1,1.5692748,0.938031,1.00247
energyHeating,1,0,2,1.5692747999999999,1.95134,2.00366
energyHeating,1,0,3,1.5692748,1.16134,1.32944
energyHeating,1,0,4,1.5692747999999999,1.31296,1.64813
energyHeating,1,0,5,1.5692748,2.06014,2.19999
energyHeating,2,1,0,1.22555,1.34292,1.5048700000000002
energyHeating,2,1,1,1.22555,1.25799,1.30208
energyHeating,2,1,2,1.22555,1.95358,2.06093
energyHeating,2,1,3,1.22555,1.48919,1.63513
energyHeating,2,1,4,1.22555,2.6682200000000003,2.64656
energyHeating,2,1,5,1.22555,1.24756,1.25334
energyHeating,1,2,0,1.483834,1.36402,1.34164
energyHeating,1,2,1,1.483834,1.6128799999999999,1.5097399999999999
energyHeating,1,2,2,1.483834,1.09687,1.10522
energyHeating,1,2,3,1.483834,1.7447400000000002,1.6819099999999998
energyHeating,1,2,4,1.483834,2.17289,2.04503
energyHeating,1,2,5,1.483834,0.9071799999999999,0.9655030000000001
energyHeating,2,3,0,1.55571,1.17422,1.30153
energyHeating,2,3,1,1.55571,1.1379700000000001,1.1804700000000001
energyHeating,2,3,2,1.55571,1.16119,1.32136
energyHeating,2,3,3,1.55571,0.9694139999999999,1.0564799999999999
energyHeating,2,3,4,1.55571,1.81862,2.09572
energyHeating,2,3,5,1.55571,2.1653,2.5080400000000003
energyHeating,0,4,0,1.3190166,1.32287,1.39226
energyHeating,0,4,1,1.3190166,1.0145600000000001,1.1088
energyHeating,0,4,2,1.3190166,1.08589,1.10912
energyHeating,0,4,3,1.3190166,0.836002,0.816675
energyHeating,0,4,4,1.3190166,1.62618,1.52168
energyHeating,0,4,5,1.3190166,0.978563,1.02629
towerData,8,0,0,61.72158,62.9285,66.44
towerData,8,0,1,61.72158,60.268,62.9587
towerData,8,0,2,61.72158,58.2997,62.2409
towerData,8,0,3,61.72158,61.3067,65.1327
towerData,8,0,4,61.72158,59.6332,64.3654
towerData,8,0,5,61.72158,64.6488,68.0456
towerData,8,1,0,61.654180000000004,57.7057,55.7313
towerData,8,1,1,61.65418,64.0803,61.1593
towerData,8,1,2,61.654180000000004,66.041,64.5669
towerData,8,1,3,61.65418,61.7473,60.0031
towerData,8,1,4,61.654180000000004,54.2141,52.0514
towerData,8,1,5,61.65418,61.2374,58.9182
towerData,7,2,0,62.37444000000001,63.4923,65.2168
towerData,7,2,1,62.37444000000001,67.4316,67.9642
towerData,7,2,2,62.37444000000001,68.4888,67.9871
towerData,7,2,3,62.37444000000001,67.9613,67.922
towerData,7,2,4,62.37444000000001,81.1282,80.2321
towerData,7,2,5,62.37444000000001,76.2267,75.9171
towerData,1,3,0,64.43906,77.407,76.8434
towerData,1,3,1,64.43906,59.5562,58.4148
towerData,1,3,2,64.43906,66.9318,67.0194
towerData,1,3,3,64.43906,82.6422,79.7451
towerData,1,3,4,64.43906,89.8775,88.8095
towerData,1,3,5,64.43906,72.3989,71.995
towerData,1,4,0,63.1643,63.5464,63.3301
towerData,1,4,1,63.1643,68.2607,68.5657
towerData,1,4,2,63.1643,64.6598,64.132
towerData,1,4,3,63.1643,64.1897,62.7966
towerData,1,4,4,63.1643,61.306,59.4854
towerData,1,4,5,63.1643,73.0489,72.8393
wineRed,0,0,0,0.6456594,0.62207,0.6395569999999999
wineRed,0,0,1,0.6456594,0.620041,0.645989
wineRed,0,0,2,0.6456594,0.6230399999999999,0.6375430000000001
wineRed,0,0,3,0.6456594,0.619988,0.6277689999999999
wineRed,0,0,4,0.6456594,0.617557,0.637379
wineRed,0,0,5,0.6456594,0.627567,0.642097
wineRed,1,1,0,0.6495482,0.626301,0.613046
wineRed,1,1,1,0.6495482,0.6311329999999999,0.608627
wineRed,1,1,2,0.6495482,0.621966,0.598387
wineRed,1,1,3,0.6495482,0.6411140000000001,0.6179319999999999
wineRed,1,1,4,0.6495482,0.631555,0.60637
wineRed,1,1,5,0.6495482,0.636491,0.5995689999999999
wineRed,0,2,0,0.6494814,0.627185,0.6421060000000001
wineRed,0,2,1,0.6494814,0.6227050000000001,0.6308229999999999
wineRed,0,2,2,0.6494814,0.635757,0.6343310000000001
wineRed,0,2,3,0.6494814,0.631785,0.625859
wineRed,0,2,4,0.6494814,0.634425,0.638415
wineRed,0,2,5,0.6494814,0.618472,0.635555
wineRed,5,3,0,0.6480278,0.652289,0.6567970000000001
wineRed,5,3,1,0.6480278,0.6320319999999999,0.638837
wineRed,5,3,2,0.6480278,0.6352909999999999,0.641926
wineRed,5,3,3,0.6480278,0.6321979999999999,0.640005
wineRed,5,3,4,0.6480278,0.6277659999999999,0.6296649999999999
wineRed,5,3,5,0.6480278,0.6397189999999999,0.640519
wineRed,5,4,0,0.6285824000000001,0.6091880000000001,0.693348
wineRed,5,4,1,0.6285824000000001,0.628275,0.716532
wineRed,5,4,2,0.6285824000000001,0.6152529999999999,0.705479
wineRed,5,4,3,0.6285824000000001,0.615313,0.683031
wineRed,5,4,4,0.6285824000000001,0.617154,0.69191
wineRed,5,4,5,0.6285824000000001,0.621266,0.687919
wineWhite,5,0,0,0.7304778000000001,0.7479279999999999,0.749889
wineWhite,5,0,1,0.7304778000000001,0.738604,0.741526
wineWhite,5,0,2,0.7304778000000001,0.7290949999999999,0.7258439999999999
wineWhite,5,0,3,0.7304778000000001,0.717828,0.7216899999999999
wineWhite,5,0,4,0.7304778000000001,0.7332810000000001,0.736063
wineWhite,5,0,5,0.7304778000000001,0.73444,0.7329399999999999
wineWhite,0,1,0,0.7312900000000001,0.725295,0.7358779999999999
wineWhite,0,1,1,0.7312900000000001,0.7192189999999999,0.7384390000000001
wineWhite,0,1,2,0.7312900000000001,0.727364,0.744053
wineWhite,0,1,3,0.7312900000000001,0.72578,0.733754
wineWhite,0,1,4,0.7312900000000001,0.72195,0.7339060000000001
wineWhite,0,1,5,0.7312900000000001,0.72436,0.734395
wineWhite,8,2,0,0.7300380000000001,0.725042,0.7569779999999999
wineWhite,8,2,1,0.7300380000000001,0.726213,0.757671
wineWhite,8,2,2,0.7300380000000001,0.744113,0.778417
wineWhite,8,2,3,0.7300380000000001,0.729909,0.758437
wineWhite,8,2,4,0.7300380000000001,0.723619,0.750483
wineWhite,8,2,5,0.7300380000000001,0.731444,0.76286
wineWhite,8,3,0,0.7350855999999999,0.7367670000000001,0.722472
wineWhite,8,3,1,0.7350855999999999,0.729478,0.7229949999999999
wineWhite,8,3,2,0.7350855999999999,0.729103,0.728338
wineWhite,8,3,3,0.7350855999999999,0.734153,0.73338
wineWhite,8,3,4,0.7350855999999999,0.732229,0.7310939999999999
wineWhite,8,3,5,0.7350855999999999,0.730956,0.725812
wineWhite,1,4,0,0.7380914000000001,0.736197,0.724614
wineWhite,1,4,1,0.7380914000000001,0.731658,0.7226090000000001
wineWhite,1,4,2,0.7380914000000001,0.734542,0.719589
wineWhite,1,4,3,0.7380914000000001,0.7231310000000001,0.717325
wineWhite,1,4,4,0.7380914000000001,0.729355,0.71544
wineWhite,1,4,5,0.7380914000000001,0.721694,0.717858
yacht,1,0,0,8.669056,7.78788,7.0163
yacht,1,0,1,8.669056,9.39977,8.97395
yacht,1,0,2,8.669056,8.80154,8.0997
yacht,1,0,3,8.669056,9.582239999999999,9.51675
yacht,1,0,4,8.669056,9.44776,8.875589999999997
yacht,1,0,5,8.669056,9.640239999999999,9.081539999999999
yacht,0,1,0,7.840608,9.19093,9.57789
yacht,0,1,1,7.8406080000000005,8.14754,8.378810000000001
yacht,0,1,2,7.840608,9.21718,9.85698
yacht,0,1,3,7.8406080000000005,8.864339999999997,9.08027
yacht,0,1,4,7.840608,8.46146,8.262089999999999
yacht,0,1,5,7.8406080000000005,8.5493,8.56097
yacht,1,2,0,8.518107999999998,9.14838,8.97905
yacht,1,2,1,8.518107999999998,9.58542,9.4922
yacht,1,2,2,8.518107999999998,9.35109,9.36819
yacht,1,2,3,8.518107999999998,8.752360000000001,8.94431
yacht,1,2,4,8.518107999999998,9.3986,9.2228
yacht,1,2,5,8.518107999999998,8.58805,8.56108
yacht,1,3,0,7.873572,7.2037,9.92349
yacht,1,3,1,7.873572,7.008789999999999,8.69775
yacht,1,3,2,7.873572,8.45588,9.99349
yacht,1,3,3,7.873572,8.57643,10.3405
yacht,1,3,4,7.873572,8.834589999999997,10.7929
yacht,1,3,5,7.873572,8.353060000000001,10.1492
yacht,1,4,0,8.902092,9.61917,9.60253
yacht,1,4,1,8.902092,8.810360000000003,8.4992
yacht,1,4,2,8.902092,9.55621,9.05517
yacht,1,4,3,8.902092,9.699069999999999,9.03615
yacht,1,4,4,8.902092,8.02538,8.40668
yacht,1,4,5,8.902092,9.189039999999999,9.0864
tecator,8,0,0,1.3391574,1.04744,1.16994
tecator,8,0,1,1.3391574,0.8933450000000001,1.30501
tecator,8,0,2,1.3391574,1.05897,1.74795
tecator,8,0,3,1.3391574,1.13486,1.63826
tecator,8,0,4,1.3391574,1.29421,2.37306
tecator,8,0,5,1.3391574,0.9277620000000001,1.3318299999999998
tecator,0,1,0,1.32379,0.796952,1.53519
tecator,0,1,1,1.32379,1.0339,1.88877
tecator,0,1,2,1.32379,0.649149,1.43105
tecator,0,1,3,1.32379,0.8689459999999999,1.42977
tecator,0,1,4,1.32379,1.07741,1.58706
tecator,0,1,5,1.32379,0.738075,1.07059
tecator,7,2,0,1.2431448,0.98835,1.25115
tecator,7,2,1,1.2431448,1.33266,1.8782
tecator,7,2,2,1.2431448,1.07833,1.56467
tecator,7,2,3,1.2431448,1.90809,2.1112599999999997
tecator,7,2,4,1.2431448,1.27352,1.64651
tecator,7,2,5,1.2431448,1.0006700000000002,1.4501600000000001
tecator,1,3,0,1.2601323999999998,1.01537,1.3756
tecator,1,3,1,1.2601323999999998,0.776882,1.24888
tecator,1,3,2,1.2601323999999998,0.706971,1.00619
tecator,1,3,3,1.2601323999999998,1.14222,1.64546
tecator,1,3,4,1.2601323999999998,0.767983,0.998437
tecator,1,3,5,1.2601323999999998,0.750667,0.9323950000000001
tecator,2,4,0,1.188682,0.681772,1.1393
tecator,2,4,1,1.188682,1.25261,1.81213
tecator,2,4,2,1.188682,0.964785,1.56328
tecator,2,4,3,1.188682,0.9049520000000001,1.08755
tecator,2,4,4,1.188682,0.989943,1.22585
tecator,2,4,5,1.188682,0.891733,0.984561
Geographical,0,0,0,44.15904000000001,40.7604,44.8228
Geographical,0,0,1,44.15904000000001,41.1104,45.5967
Geographical,0,0,2,44.15904000000001,40.3965,46.4057
Geographical,0,0,3,44.15904000000001,40.78,46.4897
Geographical,0,0,4,44.15904000000001,40.5122,45.078
Geographical,0,0,5,44.15904000000001,40.3755,45.9796
Geographical,0,1,0,44.01292,40.6811,44.4783
Geographical,0,1,1,44.01292,41.0974,43.7595
Geographical,0,1,2,44.01292,42.0584,47.7185
Geographical,0,1,3,44.01292,41.2821,44.1103
Geographical,0,1,4,44.01292,41.5242,43.8017
Geographical,0,1,5,44.01292,40.6552,43.9877
Geographical,1,2,0,44.90165999999999,42.4076,43.7758
Geographical,1,2,1,44.90165999999999,43.2232,44.1384
Geographical,1,2,2,44.90165999999999,41.5106,42.2891
Geographical,1,2,3,44.90165999999999,42.0019,41.2018
Geographical,1,2,4,44.90165999999999,42.0075,44.095
Geographical,1,2,5,44.90165999999999,42.1919,43.1193
Geographical,0,3,0,43.98292,41.2801,41.6644
Geographical,0,3,1,43.98292,42.6309,42.7698
Geographical,0,3,2,43.98292,41.5365,42.8795
Geographical,0,3,3,43.98292,41.6323,42.663999999999994
Geographical,0,3,4,43.98292,42.5771,47.6881
Geographical,0,3,5,43.98292,40.8456,42.0675
Geographical,1,4,0,44.13804,43.49,44.5303
Geographical,1,4,1,44.138040000000004,41.5695,45.2913
Geographical,1,4,2,44.13804,41.5175,44.3871
Geographical,1,4,3,44.138040000000004,42.0598,45.9767
Geographical,1,4,4,44.13804,41.3801,45.5494
Geographical,1,4,5,44.138040000000004,41.33,44.8989
