dataset,conf,Fold,Rep,RMSE_cv,RMSE_train,RMSE_test
yacht,3,0,0,4.038440410290306,12.870105030546071,12.592230460988139
yacht,3,0,1,4.038440410290306,4.93243553644041,4.5350153429095235
yacht,3,0,2,4.038440410290306,6.3081251771802895,5.435286372657152
yacht,3,0,3,4.038440410290306,5.275720956536588,5.517015583081805
yacht,3,0,4,4.038440410290306,4.6702962617731725,4.114055341526842
yacht,3,0,5,4.038440410290306,6.453020148429199,5.802482545832527
yacht,7,1,0,4.868023152608778,13.491972124170346,15.757557607570686
yacht,7,1,1,4.868023152608778,7.897782286720166,6.892642419826445
yacht,7,1,2,4.868023152608778,6.627369873573156,7.823580416573164
yacht,7,1,3,4.868023152608778,4.67932852244428,4.183996598178688
yacht,7,1,4,4.868023152608778,7.897782286720166,6.892642419826445
yacht,7,1,5,4.868023152608778,3.8156405785450556,3.5919590947267914
yacht,7,2,0,4.551031529468505,2.1185123455762778,1.5124947325934586
yacht,7,2,1,4.551031529468505,7.562703971753246,8.250048618614352
yacht,7,2,2,4.551031529468505,7.562703971753246,8.250048618614352
yacht,7,2,3,4.551031529468505,7.562703971753246,8.250048618614352
yacht,7,2,4,4.551031529468505,7.562703971753246,8.250048618614352
yacht,7,2,5,4.551031529468505,3.79179696430826,3.4124013876558394
yacht,6,3,0,4.601698464381868,7.836354795308569,7.153906261352801
yacht,6,3,1,4.601698464381868,7.836354795308569,7.153906261352801
yacht,6,3,2,4.601698464381868,6.3038108897617535,8.648650570165167
yacht,6,3,3,4.601698464381868,4.112019465930553,6.0370995719626395
yacht,6,3,4,4.601698464381868,4.902405023130497,7.271836411324929
yacht,6,3,5,4.601698464381868,6.3412742751921645,8.772993623087423
yacht,8,4,0,3.30587356281161,7.310540431095195,9.133886885747353
yacht,8,4,1,3.30587356281161,7.310540431095195,9.133886885747353
yacht,8,4,2,3.30587356281161,4.800943910756519,3.6401532591713206
yacht,8,4,3,3.30587356281161,3.9783684685617393,4.5959709015198404
yacht,8,4,4,3.30587356281161,6.366997021814541,5.1468292291265065
yacht,8,4,5,3.30587356281161,3.3100612648469983,2.705772091590398
