Dataset,Fold,RMSE_train,RMSE_test,expr,disentanglement
energyHeating,0,0.4765912149132563,0.4588160044444386,tanh(x1^(-2)*x3^(-1)*x4*x6^(-1)) + tanh(x0^(2)*x1^(-2)*x2^(-2)*x3*x5^(-2)*x6^(-2)) + log(x0^(-1)*x1^(-2)*x2^(2)*x3^(-2)) + cos(x0^(-2)*x1^(2)*x2^(-2)*x3^(2)*x4^(-1)) + id(x0*x1^(-2)*x2^(2)*x3^(-2)*x4^(2)) + sqrt.abs(x0^(-2)*x2^(-2)*x3*x4^(-2)*x7) + sqrt.abs(x0^(-2)*x2^(2)*x3^(2)*x4^(-2)) + log(x0*x1^(-1)*x2^(-2)*x3^(-1)*x4^(2)*x5^(-1)) + sin(x0*x1*x2*x4) + exp(x1^(-1)*x2^(2)*x3^(-2)*x4^(-2)*x6^(2)*x7) + sqrt.abs(x0*x1^(2)*x2^(-2)*x3^(-2)*x4^(2)*x6^(2)) + tanh(x0*x1^(-2)*x2^(2)*x4^(2)*x5*x6^(2)) + log(x1^(-2)*x2*x3) + sin(x0^(-1)*x1^(-2)*x2^(-2)*x3^(2)) + id(x0^(-1)*x1^(-2)*x2*x3^(-2)*x4^(-1)*x6) + sqrt.abs(x1^(-1)*x4),0.2510745133165535
energyHeating,0,0.4770938407790359,0.4828675157210073,sqrt.abs(x0^(-2)*x1^(-1)*x2*x3^(2)*x4^(-1)) + tanh(x0^(-2)*x1^(2)*x2*x4^(-1)*x5^(2)*x6*x7^(2)) + sqrt.abs(x0*x1^(-2)*x2*x3^(-2)*x4^(2)*x6) + sqrt.abs(x0^(-2)*x1*x2*x3^(2)*x4^(-2)*x7) + sqrt.abs(x0^(2)*x1^(2)*x3^(-2)*x6^(2)) + cos(x1*x2^(-1)*x3^(-2)*x4^(2)*x5^(-2)*x6*x7) + sqrt.abs(x0^(2)*x2^(-2)*x3^(-2)*x4^(2)*x5^(-1)*x6*x7) + sqrt.abs(x0^(2)*x1^(-1)*x2^(-1)*x3^(-2)*x4^(2)*x5^(-1)*x7) + log(x0^(-1)*x1*x3^(-1)*x4^(-1)) + log(x0^(-1)*x1*x2^(2)*x3^(2)) + sin(x0^(-1)*x1^(2)*x2*x4^(-2)) + cos(x0^(2)*x1^(-1)*x3^(2)*x4^(2)) + sqrt.abs(x1^(-1)*x2*x3^(2)*x4^(2)) + cos(x0^(-2)*x1*x2^(2)*x3*x4^(-2)) + exp(x1*x3^(-2)) + exp(x0*x1*x3^(-1)*x4^(-1)),0.29376550281713615
energyHeating,0,0.4576645473668565,0.4576192827792783,sin(x0^(-1)*x1^(-1)*x2^(2)*x3^(-2)*x4^(2)*x5^(-2)*x7^(2)) + log(x0^(2)*x1^(2)*x3^(2)*x4^(-2)) + sqrt.abs(x0*x1^(-1)*x2^(-1)*x3^(2)*x4^(-1)) + sqrt.abs(x0^(-1)*x3*x6) + exp(x1^(-2)*x2^(2)*x3^(-2)*x4^(2)) + cos(x0^(-1)*x1^(-1)*x2^(2)*x6) + sin(x0^(-2)*x1^(2)*x2^(-1)*x3^(-2)*x6^(2)) + tanh(x3^(2)*x6^(2)) + sin(x0*x1^(-2)*x3^(2)*x4^(-1)*x6^(2)*x7^(2)) + tanh(x0^(-1)*x1^(-1)*x2*x3^(-2)*x4^(2)) + cos(x0^(-2)*x1*x2^(2)*x4^(-1)) + sqrt.abs(x0^(2)*x1*x3^(-2)*x6) + cos(x0^(-1)*x1*x2*x3^(-2)*x4) + exp(x0^(-2)*x1^(-1)*x2^(2)*x3^(-1)) + sin(x0^(-2)*x1^(-2)*x3^(-1)*x4^(-1)) + cos(x0^(-1)*x1^(-2)*x2^(2)*x4^(2)),0.15130186276849708
energyHeating,0,0.4615980287136996,0.4455778888703852,tanh(x0^(-2)*x4^(-2)*x5^(-2)*x7^(-2)) + tanh(x0*x1^(-2)*x3^(-2)*x4^(-1)) + id(x1^(-2)*x2^(2)*x4^(2)) + id(x1^(-1)*x4^(2)*x5) + tanh(x2^(2)*x3^(-2)*x4^(-1)*x5^(-2)*x7^(2)) + tanh(x3^(-2)*x7) + cos(x1*x2^(-2)*x3*x4^(-2)) + sqrt.abs(x0^(-1)*x1^(-2)*x2*x3^(-2)*x4^(2)*x6) + log(x2^(2)*x3^(-2)*x4^(-1)) + tanh(x0^(-2)*x2^(-1)*x3^(2)*x4^(-2)*x5^(-2)*x6) + sin(x0^(2)*x2^(-1)*x3^(-2)*x4^(2)) + tanh(x0^(-2)*x1^(2)*x2^(-2)*x4^(-2)) + exp(x0^(-2)*x1^(-1)*x2^(-1)*x3^(-2)*x4^(-1)*x6^(2)) + id(x0^(2)*x1^(-1)*x2^(-1)*x3^(-2)) + sin(x0^(-2)*x1^(-1)*x2^(-1)*x3^(2)*x4^(-2)) + cos(x0^(2)*x1^(-1)*x2^(2)*x4^(2)),0.29975633248475514
energyHeating,0,0.4748293023702065,0.4636679478424873,sqrt.abs(x2^(2)*x3^(-2)*x4^(2)*x5*x6*x7^(2)) + sin(x0^(-1)*x1*x2^(-2)*x3^(2)) + sqrt.abs(x0*x1^(2)*x3^(-2)*x4^(2)*x5^(2)*x7) + log(x0^(2)*x1^(-2)*x2^(-2)*x3^(2)*x4^(-1)) + tanh(x0*x1^(-2)*x2^(2)*x4^(2)*x5^(-2)*x7^(-1)) + sqrt.abs(x0*x1^(-2)*x2^(2)*x3^(-2)*x4^(2)*x7) + tanh(x0^(2)*x1^(-1)*x2^(-1)*x3^(-2)*x4^(-2)*x5^(-1)*x7^(-1)) + log(x0*x1*x4^(-2)) + sqrt.abs(x0^(-2)*x1^(2)*x2^(-2)*x3^(2)*x4^(-2)*x7) + sqrt.abs(x0^(2)*x1*x2*x3^(-2)*x6^(2)) + sqrt.abs(x1^(-2)*x2^(2)*x3^(-2)*x4^(2)) + sqrt.abs(x0*x1^(-2)*x2) + cos(x0^(-2)*x1^(2)*x2^(2)*x3^(-1)) + cos(x0^(-2)*x1^(-1)*x2^(2)*x3*x4^(2)) + sin(x2^(-1)*x3^(2)*x4^(-2)) + exp(x0^(2)*x2*x3^(-1)*x4),0.20148637740349445
energyHeating,0,0.4773147321135772,0.4498792998180995,id(x3^(-1)*x6) + sqrt.abs(x2^(-2)*x3^(2)*x4^(-1)*x6) + tanh(x0*x1^(-1)*x3*x4^(2)*x6) + cos(x0^(-1)*x1*x2^(2)*x3^(-2)*x4) + tanh(x2^(2)*x3^(-1)*x5*x6^(2)) + cos(x0^(2)*x1*x2^(-1)*x3^(2)*x4^(2)*x6^(2)) + tanh(x1^(-1)*x4^(-1)*x7^(-2)) + exp(x0*x1^(-2)*x4^(-2)*x6) + sqrt.abs(x1^(-2)*x2^(2)*x3^(-2)*x4^(-1)) + sin(x0^(2)*x1^(-1)*x2^(-2)*x3^(2)*x4^(2)) + sqrt.abs(x0^(-2)*x1*x2^(-2)*x3^(-1)) + exp(x1*x2^(-2)*x3*x4) + sin(x1*x2^(-1)*x3*x4^(2)) + id(x0^(-1)*x1*x3*x4^(-2)) + exp(x0^(-2)*x2^(2)*x3^(-2)*x4^(-2)) + sqrt.abs(x0^(-2)*x2^(-2)*x3*x4^(-1)),0.16435047202372458
energyHeating,1,0.4416890261081249,0.5299720321916205,tanh(x0^(-2)*x1^(-1)*x2^(-2)*x3^(2)*x5^(-2)*x6^(-2)*x7^(-1)) + id(x0*x1^(2)*x2^(-2)*x3^(2)*x4^(-2)*x5^(2)) + id(x0^(-2)*x1*x2*x3^(-2)*x6^(2)) + sqrt.abs(x0^(2)*x2^(2)*x3^(2)*x6^(2)) + log(x0*x1^(-2)*x3^(2)*x5^(-1)) + sin(x0^(2)*x1^(2)*x3^(2)*x4^(-2)) + sqrt.abs(x0*x1^(2)*x2^(-2)) + sqrt.abs(x1*x2^(2)*x3^(2)*x4*x6^(2)*x7) + exp(x0^(2)*x1*x2^(-2)*x5^(-1)*x6^(2)) + id(x0*x1^(-2)*x2^(2)*x3^(2)*x4) + sin(x0^(-2)*x1*x2^(-2)*x3^(2)) + sin(x1^(2)*x2^(-2)*x3^(-2)*x4) + sqrt.abs(x0*x1^(-1)*x2^(-1)*x3*x4*x5^(-2)*x6^(2)) + sqrt.abs(x0^(2)*x1^(-2)*x2^(2)*x3^(-2)*x4^(2)*x6) + cos(x0^(-2)*x1*x2^(-1)*x4^(-2)) + sin(x0*x2^(2)),0.16582779847383403
energyHeating,1,0.4314446011960938,0.4937526370211832,cos(x0^(2)*x3*x6) + tanh(x0^(-2)*x1*x2^(-2)*x3^(-2)*x6^(-2)) + tanh(x0^(-2)*x1^(-2)*x4^(2)*x5^(2)*x6^(-1)*x7^(-2)) + tanh(x1^(2)*x4^(2)*x5*x6^(2)*x7^(2)) + sin(x1^(2)*x3^(-1)*x4^(-1)) + sqrt.abs(x0^(2)*x1^(-2)*x4^(-2)*x6^(2)) + log(x0^(2)*x1^(2)*x2^(-2)) + sin(x2*x3^(-2)*x4^(2)*x5^(-2)*x7^(2)) + sqrt.abs(x1^(-2)*x2^(2)*x3^(-1)*x4*x6) + sqrt.abs(x1*x2^(-2)*x3^(2)*x4^(2)*x6^(2)*x7) + id(x0^(-1)*x2^(-2)*x3*x4^(2)) + sin(x0^(-2)*x3*x4^(-2)) + tanh(x0^(-2)*x1^(-2)*x2^(-2)*x3^(2)) + sqrt.abs(x0^(-2)*x1^(-2)*x2^(-2)*x3^(-2)) + cos(x1*x2*x3^(-2)*x4^(2)) + tanh(x0^(-2)*x1^(-2)*x2^(2)*x3^(-2)),0.11281841853866717
energyHeating,1,0.46765221108912797,0.5343485538180719,tanh(x0*x2^(-2)*x3*x4^(-2)*x5*x6^(-2)*x7^(-2)) + id(x0*x1^(-2)*x2^(2)*x3*x4*x5*x7) + log(x0*x1^(-2)*x2^(-2)*x3^(-2)*x4^(-1)) + cos(x0*x2*x3^(2)*x4) + id(x0^(2)*x1^(-1)*x2^(2)*x3^(2)*x4) + sqrt.abs(x0^(-2)*x1^(-1)*x2^(2)*x3^(-2)*x4^(2)*x6) + sin(x1^(2)*x2*x3^(2)*x4^(2)) + sqrt.abs(x0^(2)*x4^(2)*x5^(2)*x6^(2)*x7^(2)) + sqrt.abs(x0^(-2)*x1^(2)*x2^(2)*x3^(2)*x5^(-1)*x7) + sin(x0^(2)*x1^(-1)*x5*x6^(2)*x7) + sqrt.abs(x0*x1^(-2)*x2*x3^(-1)*x6^(2)) + log(x0^(2)*x1^(2)*x2^(-1)*x4^(-2)) + tanh(x0^(2)*x2^(-2)*x3^(2)*x4^(-2)*x5^(2)*x6^(-1)) + cos(x0^(-2)*x2^(2)*x3^(-1)) + exp(x0*x1^(-2)*x2^(2)*x4) + id(x0*x1^(2)*x2^(2)*x4^(-1)),0.18925383531130152
energyHeating,1,0.4364557585205263,0.5294381141643879,cos(x0^(2)*x1^(-1)*x2^(2)*x3^(2)*x4^(2)*x6^(2)) + tanh(x0^(-2)*x1^(2)*x2^(-2)*x3^(-2)*x4^(-2)*x5^(2)*x6^(-2)*x7^(-1)) + cos(x0^(-1)*x1^(2)*x2^(2)*x3) + sin(x0*x1*x2^(-1)*x3^(-2)*x4^(-2)*x6^(2)) + log(x0^(-2)*x2^(-1)*x3*x4^(2)*x5^(2)) + exp(x0^(-2)*x1^(-2)*x2*x6^(2)) + id(x0^(2)*x2^(-1)*x4^(-1)) + exp(x0^(-1)*x1^(-2)*x2^(-1)*x3^(2)*x4^(-2)) + sqrt.abs(x0^(2)*x2*x3^(-2)*x4*x6) + exp(x0^(-1)*x1*x2^(-1)*x4^(-1)) + cos(x0^(-2)*x1^(2)*x2^(-1)*x4^(-1)) + log(x1^(2)*x3*x5^(-1)) + sqrt.abs(x0^(-2)*x1^(-1)*x2*x3^(2)*x4*x6^(2)*x7^(2)) + log(x0^(-2)*x1^(-2)*x2*x3*x4^(2)*x5) + sin(x0^(-2)*x2^(2)*x3^(2)*x4^(-1)*x6^(2)*x7) + sqrt.abs(x0^(2)*x1^(2)*x2^(2)*x4^(-2)),0.12253969514719684
energyHeating,1,0.4451201602262151,0.5242112138734695,cos(x1*x2^(-2)*x3^(-1)) + sin(x0^(-2)*x7^(2)) + id(x0^(2)*x1^(-1)*x2^(-2)*x3^(2)*x4^(-2)*x7) + exp(x0^(2)*x1^(2)*x3^(-2)*x6^(2)) + id(x0^(-1)*x1^(-1)*x2^(2)*x3*x4^(-2)) + sin(x0^(2)*x1^(2)*x3^(2)*x4^(-2)) + log(x0^(-1)*x1^(-2)*x3^(2)*x4^(2)) + exp(x0^(-2)*x1^(-2)*x3^(-2)*x4^(2)) + id(x0*x1*x4^(-1)*x6^(2)) + sqrt.abs(x0*x2*x3^(-2)*x4*x6) + sqrt.abs(x0^(2)*x1^(2)*x2^(-1)*x4^(-2)*x6*x7) + log(x0^(-2)*x1*x2^(-2)*x4^(-1)) + id(x1^(-2)*x3^(-2)*x4^(2)) + tanh(x0^(-2)*x1^(-2)*x2^(2)*x3^(-2)*x5^(2)*x6^(-2)*x7^(-2)) + cos(x0^(2)*x1^(2)*x2*x3^(2)*x4^(-2)) + sin(x0^(2)*x1*x2^(2)*x3^(2)*x4^(-2)),0.1636093583064351
energyHeating,1,0.4491475574025177,0.533928027917701,tanh(x0^(-2)*x1^(-2)*x2*x3*x5^(-2)*x7^(-1)) + exp(x0^(2)*x1^(-1)*x3) + sqrt.abs(x0^(-1)*x1^(-2)*x3^(-2)*x6^(2)) + id(x0^(-2)*x2^(-2)*x3^(-1)*x4^(-2)*x5^(-1)*x6^(2)) + tanh(x0^(-2)*x1^(-2)*x4^(2)) + tanh(x0*x1^(-2)*x2^(-1)*x3^(-2)*x4) + sqrt.abs(x0^(-1)*x1^(-2)*x3^(2)*x4^(-2)*x7) + id(x0^(-2)*x2^(-2)*x3^(-2)*x4^(2)) + sqrt.abs(x0^(-2)*x1^(-2)*x3*x4^(-2)) + sin(x0^(-2)*x2^(2)*x6) + sqrt.abs(x0^(-1)*x1^(-1)*x4^(2)*x6*x7^(2)) + log(x0^(-2)*x2^(-1)*x3^(-1)*x4^(2)) + cos(x0*x1^(-2)*x2^(2)*x3^(2)) + sqrt.abs(x0^(2)*x1^(-2)*x2*x3*x4^(-2)*x7^(2)) + tanh(x1^(-1)*x2^(2)*x3^(-1)*x6) + cos(x1*x2^(-1)*x3*x4),0.18662288871083235
energyHeating,2,0.4671859857860369,0.4258910403881372,sqrt.abs(x0^(2)*x1*x2*x3*x4^(-2)*x5^(-1)*x6^(2)*x7) + tanh(x0^(-1)*x2^(2)*x4^(-2)*x5^(-2)*x6^(2)*x7^(2)) + tanh(x0^(2)*x2^(-1)*x3*x4^(-2)) + sin(x0^(-1)*x1^(2)*x2^(-1)*x3) + sqrt.abs(x0^(2)*x2*x3^(-2)*x4^(-2)) + cos(x0^(2)*x2^(2)*x3^(-1)*x4^(2)) + sqrt.abs(x0^(2)*x1*x3^(2)*x6) + sin(x1^(-1)*x2*x3^(2)*x5^(-2)*x6^(2)*x7^(2)) + sqrt.abs(x1^(-1)*x2^(-1)*x3*x4^(2)) + sin(x0^(-2)*x2^(2)*x3) + id(x0^(-1)*x1^(2)*x2^(-2)*x3^(2)*x4^(2)) + sqrt.abs(x0*x1^(2)*x2*x3^(-1)*x4^(-2)) + exp(x1^(-2)*x2^(-2)*x3^(2)*x5^(-1)*x6^(2)) + cos(x0^(-2)*x4*x6) + tanh(x0^(2)*x1^(-2)*x2^(2)*x4^(-2)*x6^(2)) + sqrt.abs(x0*x1*x3^(-1)*x6),0.13575354973230158
energyHeating,2,0.4697037898369441,0.4146899671968184,cos(x1^(-2)*x5^(-1)*x7) + sqrt.abs(x2^(-1)*x3^(2)*x6*x7) + sin(x0^(-2)*x1^(-2)*x2^(2)*x3^(-1)*x4^(2)) + sin(x1^(2)*x2^(2)*x3^(-2)*x4) + sin(x0*x2^(-2)*x6^(2)) + sin(x0*x1*x3*x4^(-2)) + log(x0^(-2)*x1^(-2)*x2^(-1)) + exp(x0*x1^(-2)*x2*x3^(-2)*x4^(2)) + tanh(x0^(-2)*x1^(-2)*x2^(-1)*x3*x4^(2)*x5^(2)*x6^(-2)*x7^(-2)) + sin(x0^(-2)*x2*x3^(-1)*x4) + sqrt.abs(x0^(-1)*x1^(-2)*x2^(-2)*x3*x4^(2)*x6^(2)) + tanh(x0^(-1)*x1*x3^(-2)*x4^(-2)) + cos(x1^(2)*x3^(-2)*x4^(-1)*x6) + sqrt.abs(x1*x2^(-1)*x3^(-2)*x4^(2)*x6) + cos(x0*x1^(-2)*x3*x4^(-1)) + id(x0*x1^(2)*x3^(-2)*x4^(-2)),0.13979936047144165
energyHeating,2,0.4795091440944525,0.4184286034258308,id(x3^(-2)*x6) + tanh(x0^(2)*x1^(-1)*x2*x3^(-1)) + sqrt.abs(x0^(2)*x1^(-2)*x2^(2)*x3^(-2)*x4^(2)*x7) + log(x0*x1^(2)*x2^(-2)*x3^(-2)*x4) + cos(x1^(-2)*x2^(2)*x3^(2)*x4^(-1)) + sin(x0*x1^(-1)*x2^(2)*x3*x4^(-1)) + tanh(x2^(-2)*x3*x5*x6^(-1)*x7^(-2)) + id(x0^(-1)*x1^(2)*x2^(-1)*x3*x4^(-2)*x6^(2)) + sin(x0^(-2)*x1^(-2)*x2^(2)*x3^(2)*x4^(-1)) + log(x0^(-1)*x1^(-2)*x2^(-2)*x3^(-1)*x4^(2)) + sqrt.abs(x0^(2)*x1^(-2)*x2^(2)*x7^(2)) + id(x0^(2)*x1^(-2)*x2^(2)*x3^(2)*x7^(2)) + exp(x0^(-1)*x1^(-2)*x4^(2)) + sin(x0^(-1)*x1^(-1)*x3^(-1)*x4*x6) + cos(x0^(-1)*x1*x3^(-1)*x4^(-1)) + sin(x0*x1^(-1)*x4^(-2)),0.24016167102278005
energyHeating,2,0.4718038141639354,0.421506493020188,exp(x0^(-1)*x1^(-1)*x2^(-2)*x3^(2)) + sqrt.abs(x1^(-2)*x2^(2)*x3^(-2)*x4^(-2)) + cos(x1^(-2)*x2*x3^(-1)*x4^(-1)) + id(x0^(-2)*x1^(-1)*x2*x3^(-1)*x4^(-2)*x6*x7^(2)) + cos(x0^(2)*x1^(-2)*x2^(-1)*x3^(2)*x4^(2)*x5^(2)) + tanh(x0*x1^(-2)*x2^(2)*x3^(-2)*x6^(-1)) + tanh(x0^(-2)*x1^(2)*x2^(-2)*x4*x6) + cos(x0^(-2)*x1*x2^(-2)*x3^(-1)*x4^(2)*x6) + tanh(x0^(2)*x1*x3^(-1)*x4^(2)*x5^(2)*x6) + sin(x2^(2)*x3^(-2)*x4*x6) + sqrt.abs(x1^(-2)*x2^(2)*x4^(-2)) + sqrt.abs(x0^(2)*x2^(-2)*x3^(2)*x4^(2)) + sin(x0^(2)*x1^(-1)*x3^(2)*x4^(2)) + sqrt.abs(x0^(-2)*x1^(-2)*x3^(-2)*x4*x6^(2)) + cos(x0^(2)*x2*x3^(2)*x4) + cos(x1*x2^(-1)*x3),0.10801198037325514
energyHeating,2,0.4952180215207852,0.4568097705080457,sqrt.abs(x2^(-2)*x3^(-1)*x4^(-1)) + exp(x1*x2^(-2)*x3^(-2)*x4^(-2)) + tanh(x0*x1^(-1)*x3^(-2)*x4^(2)) + log(x0^(-2)*x1^(-2)*x2^(2)*x3^(-1)*x4^(-2)) + sqrt.abs(x0^(-1)*x2^(-1)*x3^(2)*x4^(-2)*x5^(-2)*x7) + sin(x0^(-2)*x1*x2^(-1)*x3*x4^(-1)*x5^(-2)) + sqrt.abs(x0^(-2)*x1*x2^(2)*x3^(-2)*x4^(-2)) + tanh(x0^(-2)*x1*x2^(-2)*x3*x4^(-2)*x5^(-1)*x6^(2)) + sin(x1^(2)*x2^(-2)*x3^(-2)) + tanh(x0^(-2)*x1*x2^(-2)*x3^(-1)) + id(x1^(-1)*x3^(2)*x5^(-2)*x7) + tanh(x0^(-2)*x2^(-2)*x3*x4^(-2)*x5*x6^(-2)*x7^(-1)) + sqrt.abs(x0^(2)*x1*x2*x3^(-2)*x4*x6^(2)) + exp(x0^(-2)*x1^(-1)*x2*x3^(-2)*x4^(2)) + log(x2^(-2)*x3^(2)*x4^(2)) + sqrt.abs(x0*x2*x3*x4^(-2)),0.23172923881569987
energyHeating,2,0.4755559116148302,0.4141129856546824,tanh(x3^(-1)*x6^(2)*x7) + tanh(x2^(-1)*x3^(2)*x6) + sin(x0^(2)*x1*x2*x3^(2)) + sin(x0^(2)*x1^(2)*x3^(2)*x4^(-2)) + tanh(x0*x1*x2^(-2)*x4) + tanh(x0*x2^(-1)*x3*x4^(-1)*x7) + sqrt.abs(x2^(-1)*x3^(2)*x6) + sqrt.abs(x0^(2)*x3^(2)) + log(x0*x1*x2^(-1)*x3^(-2)*x4) + log(x2^(2)*x4^(2)) + log(x0^(2)*x1^(2)*x3*x4) + sqrt.abs(x1^(2)*x2^(-2)*x3^(2)*x4^(-1)*x7) + sqrt.abs(x0^(-1)*x1^(-1)*x2^(-1)*x3^(2)*x4^(-2)*x6^(2)) + sqrt.abs(x0^(-1)*x1^(-2)*x2^(-2)*x3^(-2)*x4) + exp(x0^(-1)*x1^(-2)*x3^(-2)*x4^(2)) + sqrt.abs(x0^(-2)*x1^(-2)*x3^(-2)*x4*x6^(2)),0.258313147163368
energyHeating,3,0.458546605527701,0.5359911226989557,cos(x0^(-2)*x2^(-2)*x4^(2)*x5*x6) + tanh(x2^(-2)*x5^(2)*x7^(2)) + id(x0^(2)*x1*x4^(2)*x6^(2)) + tanh(x0^(-1)*x3^(2)*x4^(-2)*x5^(2)*x7^(2)) + id(x0^(2)*x1^(-2)*x2^(-2)*x3^(2)) + sqrt.abs(x2^(-1)*x3^(2)*x5*x7^(2)) + exp(x0^(2)*x3^(-1)) + log(x1^(2)*x2^(2)*x3^(2)*x4^(2)) + tanh(x0^(-1)*x1^(-2)*x2^(2)*x3^(-1)*x4^(-1)*x6^(-2)) + tanh(x0^(-2)*x1^(-2)*x2*x3*x4^(-2)*x6^(-2)*x7^(-1)) + cos(x1*x2*x3*x4^(-1)) + sqrt.abs(x3^(-2)*x4*x6^(2)) + tanh(x0^(2)*x2^(-2)*x3^(-2)*x4) + sin(x0^(2)*x1^(2)*x3*x4) + cos(x0^(-1)*x2^(2)*x3*x4^(-2)) + exp(x0*x2^(-2)*x3^(-1)*x4^(2)),0.12931626494264856
energyHeating,3,0.4614019220112382,0.5271791012262851,sin(x0^(2)*x1^(-2)*x2^(-2)*x3^(2)*x4^(-1)*x6^(2)*x7) + sqrt.abs(x0^(-2)*x1^(-2)*x2^(2)*x3^(-2)*x4^(-2)*x6*x7) + log(x0^(-2)*x1^(-2)*x2^(2)*x3^(2)*x4^(-2)*x5^(-2)) + tanh(x0^(-2)*x1*x2^(-2)*x3^(-2)*x4*x6^(-1)) + tanh(x0^(-1)*x2^(-1)*x3^(2)*x4^(-1)*x7^(2)) + tanh(x0^(-1)*x1^(-2)*x2^(2)*x3^(-2)*x4^(2)) + cos(x0^(2)*x1*x3^(2)*x4) + log(x0*x1^(2)*x2*x3^(2)*x4^(-1)*x5) + sin(x0^(-2)*x1*x2^(-2)*x4^(-1)) + id(x0^(-1)*x2*x3*x4^(-1)) + cos(x0*x1^(2)*x2^(-2)*x4) + sqrt.abs(x0^(2)*x1^(2)*x2*x3^(-1)*x4^(2)*x5^(2)*x6^(2)) + sqrt.abs(x0^(-1)*x2*x3^(-2)*x4*x5*x6^(2)) + sin(x0^(-1)*x1^(-2)*x2^(2)*x3^(-1)) + sqrt.abs(x0^(-1)*x1^(-2)*x3^(-2)*x6) + cos(x0*x2^(2)*x3*x4^(-1)),0.21012956946902506
energyHeating,3,0.4470129619228397,0.5194289369898595,exp(x0^(2)*x1^(-2)*x2^(-2)*x3*x5^(2)*x7) + sqrt.abs(x1^(-2)*x3^(2)*x4*x6*x7) + cos(x0*x1^(-2)*x2^(2)*x6) + tanh(x0^(2)*x1^(2)*x2*x3^(2)*x4^(-2)*x5*x7^(2)) + cos(x0^(-1)*x2^(-2)*x3*x4^(2)*x5^(-2)*x7^(2)) + cos(x0^(-1)*x1*x2^(2)*x3*x4^(-1)) + log(x0^(-1)*x1^(-1)*x2^(2)*x4^(2)*x5^(-2)) + cos(x0^(-1)*x2^(-1)*x3^(-2)*x4^(2)) + log(x0*x1^(-1)*x2^(2)*x3*x4^(-2)*x5) + cos(x0^(-1)*x1^(-2)*x3^(2)*x6) + sqrt.abs(x1^(-2)*x2*x3^(-1)*x4*x6) + log(x2^(2)*x3^(2)*x4^(2)*x5^(-2)) + sqrt.abs(x0^(2)*x1^(-2)*x2^(-2)*x4) + sqrt.abs(x1^(-2)*x2^(2)*x3^(2)*x4^(-2)) + sin(x0*x1*x2^(2)*x3^(-1)) + log(x1^(-1)*x2^(2)*x3^(2)*x5^(-1)),0.163016665205297
energyHeating,3,0.4667120191386162,0.5128204058984577,tanh(x0^(2)*x1^(-2)*x2^(-2)*x6*x7^(2)) + cos(x0^(2)*x1*x2^(-1)*x3^(-2)) + sin(x0^(-2)*x1^(-2)*x2^(2)*x3^(2)) + exp(x0^(2)*x2^(-2)*x3^(-1)*x6) + tanh(x0*x1*x2^(-2)*x3^(-1)*x4*x5^(2)*x6^(-1)) + sin(x0*x3^(-1)*x4*x7) + log(x0^(-2)*x1*x2^(-2)*x3^(2)) + sqrt.abs(x0^(2)*x1^(-2)*x2^(2)*x3^(-2)*x6*x7) + sqrt.abs(x0^(2)*x1^(-2)*x2^(2)*x3^(-2)*x4^(2)*x7) + cos(x0*x2*x3^(-2)*x4^(-2)) + cos(x0^(-1)*x1^(2)*x2^(-1)*x3^(-1)) + sin(x0*x2^(-2)*x4) + id(x0^(-2)*x1^(-2)*x2^(-2)*x4) + cos(x0^(2)*x1^(-2)*x4) + cos(x2*x3^(2)*x4^(2)) + tanh(x1*x2^(-1)*x3^(-2)*x6),0.28328449444656817
energyHeating,3,0.4511562763620113,0.5180847847460883,sqrt.abs(x0*x1^(2)*x2^(-1)*x3^(-2)*x5*x6^(2)*x7) + sqrt.abs(x2*x3^(-2)*x4^(2)*x6) + tanh(x0^(-1)*x2^(2)*x4^(2)*x5^(-1)*x6*x7) + exp(x1^(2)*x2^(-1)*x3^(-2)*x4^(-2)*x6^(2)) + sqrt.abs(x0*x1^(2)*x3*x4^(-2)) + tanh(x0^(-2)*x1^(-2)*x2^(-1)*x3*x4^(2)) + exp(x0*x1^(2)*x2^(-2)*x3^(-1)) + cos(x0^(-2)*x1^(-2)*x2^(-1)*x5^(2)*x7^(2)) + cos(x0^(-1)*x1^(-2)*x2*x4) + cos(x0^(-2)*x1*x2*x4^(2)) + sin(x0^(-2)*x1^(2)*x3^(2)*x4^(2)) + exp(x0^(2)*x1*x2^(-2)*x3^(-2)*x4^(2)*x6^(2)) + sqrt.abs(x0^(-1)*x1^(-2)*x3*x4) + id(x0^(-2)*x1^(-2)*x2^(2)*x3*x7) + sqrt.abs(x1^(-1)*x2^(2)*x3^(-1)*x4) + cos(x0^(-2)*x2*x3^(2)*x4^(-2)),0.15717038553631876
