Dataset,Fold,RMSE_train,RMSE_test,expr,disentanglement
Geographical,1,34.22850483790723,35.356650332973416,tanh(x60^(-1)*x61^(-2)*x105^(2)*x106^(-3)*x108^(-2)*x110^(3)*x111*x112^(-3)*x113^(2)*x115^(3)) + sin(x110^(-1)*x111*x113*x114^(-1)*x115^(-1)) + sin(x5^(3)*x6^(-1)*x27^(-2)*x33*x102^(2)*x104^(2)*x105^(-1)*x106^(-1)*x107^(-3)*x108^(-3)*x109*x110^(-3)*x111^(3)*x112*x113^(-2)*x114^(3)*x115^(-1)) + id(x4^(2)*x22^(2)*x109^(3)*x110*x111*x112^(-1)*x113^(-3)*x114^(-3)*x115^(3)) + cos(x1^(2)*x5^(3)*x6^(-1)*x27^(-2)*x33*x81^(-3)*x88^(-1)*x104^(3)*x105^(-1)*x106^(-3)*x107^(3)*x108^(-3)*x109^(3)*x110^(3)*x111^(-3)*x112*x114^(3)*x115^(3)) + tanh(x102*x103^(2)*x106^(-3)*x107^(2)*x108^(-1)*x111^(3)*x112^(-3)*x113^(2)*x115^(2)) + tanh(x4^(2)*x22^(2)*x108^(-2)*x109^(-1)*x110*x112^(2)*x114) + cos(x110^(-2)*x111^(-3)*x113^(2)*x114^(3)*x115^(-3)) + id(x105^(-1)*x111^(3)*x112^(-3)*x114*x115^(3)) + tanh(x102^(2)*x106^(-1)*x107^(-3)*x110^(3)*x111^(3)) + tanh(x101^(3)*x103^(2)*x105*x106^(-3)*x109*x110^(-3)*x111^(-2)*x115) + id(x108*x110^(2)*x112^(3)*x113^(-2)*x114^(-3)*x115^(2)) + cos(x109^(-3)*x111^(2)*x113^(-1)*x114^(2)*x115^(-1)) + log(x108^(-2)*x111^(3)*x112^(-3)*x113^(2)*x115^(2)) + cos(x104^(2)*x106^(-2)*x108^(-3)*x109^(2)*x111^(-3)*x113*x114^(3)*x115^(3)) + cos(x110^(-3)*x112^(-3)*x113^(3)*x114^(3)*x115^(2)),0.07817419106923897
Geographical,1,33.56138069153017,34.719266177547205,sqrt.abs(x110^(3)*x111^(-3)*x112^(3)*x113^(-3)*x115^(2)) + id(x110*x111^(-1)*x113^(-3)*x114^(3)*x115^(-3)) + sin(x76^(-3)*x83*x84^(3)*x85^(-3)*x95*x103*x105^(3)*x106^(-1)*x107^(-3)*x109^(3)*x111^(-1)*x112^(-1)*x113^(-3)*x114^(-1)*x115) + tanh(x84^(3)*x85^(-3)*x95*x108^(-3)*x109^(-3)*x111^(-2)*x112^(3)*x113^(2)*x114^(3)) + cos(x105*x108^(-3)*x109*x110*x115^(2)) + tanh(x103^(-2)*x104^(2)*x107*x111^(2)*x113^(-3)*x114^(3)) + tanh(x58^(3)*x105^(-2)*x106^(3)*x107*x108^(-3)*x109^(2)*x110*x115) + tanh(x31^(-3)*x76^(-3)*x83^(-3)*x103^(2)*x105^(-3)*x106^(-1)*x107*x108^(-3)*x110^(-3)*x111^(-3)*x112^(-1)*x113^(3)*x114^(2)*x115^(-2)) + sin(x103^(3)*x105^(-2)*x108^(3)*x109^(3)*x111^(-3)*x112^(-3)*x113^(-1)*x115^(-3)) + id(x110^(-2)*x111^(-3)*x113^(2)*x114^(3)*x115^(-1)) + id(x107^(-3)*x108^(2)*x109^(-1)*x113^(2)*x115^(3)) + sin(x108^(-3)*x109^(-1)*x113^(2)*x114^(2)*x115^(-1)) + cos(x83^(-2)*x107^(3)*x108^(-3)*x109^(-2)*x112*x113^(2)*x114^(-3)) + log(x108^(2)*x109^(2)*x113^(-1)*x114^(-1)*x115^(2)) + log(x111^(-1)*x112^(-3)*x113^(3)*x114^(-3)*x115^(-2)) + cos(x104^(-3)*x105^(-3)*x108^(3)*x109^(2)*x110^(2)*x111^(-3)*x114^(2)*x115^(3)),0.07496206505388808
Geographical,1,26.607345978575516,28.869879151146808,cos(x110^(2)*x111^(-2)*x112^(-3)*x114^(3)*x115^(-3)) + id(x105*x106^(-2)*x108^(-1)*x110^(-1)*x111^(3)*x113*x114^(-1)*x115^(3)) + id(x105*x108^(-1)*x109^(-3)*x111^(3)*x115^(2)) + cos(x44^(-2)*x56^(3)*x107^(2)*x110^(3)*x111^(3)*x113^(-3)*x114^(3)*x115^(-3)) + sin(x108^(-2)*x109*x112^(-1)*x113^(-1)*x114) + exp(x107^(-1)*x109^(-2)*x110^(2)*x113*x115^(-1)) + cos(x105^(-1)*x106^(-3)*x107*x109*x110^(2)*x113^(3)*x114^(-3)*x115^(3)) + sin(x106^(-2)*x107*x108*x109^(-3)*x110^(-1)*x111^(-2)*x112*x114^(-3)) + tanh(x105*x106^(-2)*x107^(3)*x108^(-1)*x109^(-3)*x110^(2)*x111^(-1)*x112^(3)*x113*x114^(-3)*x115^(3)) + sin(x108^(-1)*x109^(-3)*x110^(3)*x112^(-3)*x113*x114^(3)*x115^(-3)) + sqrt.abs(x106^(-2)*x107*x108^(3)*x109^(-2)*x110^(-1)*x111^(-2)*x112^(3)*x113^(3)*x114^(-3)*x115^(3)) + id(x108^(-1)*x109^(-3)*x110^(3)*x111^(2)*x112^(-3)*x114^(2)*x115^(-3)) + sqrt.abs(x109^(3)*x110^(-3)*x111^(3)*x112^(-3)*x115^(2)) + sin(x109^(-2)*x110^(3)*x111^(2)*x112^(-3)*x115^(-2)) + sqrt.abs(x106^(-2)*x107^(-2)*x108^(3)*x109^(-2)*x110^(-1)*x111*x112^(3)*x113^(3)*x114^(-3)*x115) + cos(x110^(2)*x111^(-3)*x112^(3)*x113^(-2)*x115^(2)),0.11273047811688394
Geographical,1,32.197699576876666,35.36243118177014,tanh(x87^(2)*x101^(2)*x105^(3)*x110^(3)*x112^(3)*x113^(3)*x114*x115^(2)) + tanh(x66*x109*x110^(-3)*x111^(-3)*x112^(3)*x113^(-3)*x114^(3)) + cos(x51^(-2)*x102^(-3)*x103*x104^(-2)*x106^(-1)*x110^(3)*x111^(3)*x112^(-3)*x113*x114^(3)*x115^(3)) + tanh(x102^(-3)*x103*x104^(-2)*x106^(-1)*x115) + sin(x56*x74*x104^(-2)*x105^(-1)*x106^(-2)*x110^(3)*x111*x112^(-2)*x113^(-2)*x114^(2)) + id(x111*x112^(-2)*x113^(-2)*x114^(3)*x115^(2)) + tanh(x21^(-2)*x72^(-2)*x107*x108^(-1)*x109^(3)*x110^(-2)*x111^(-1)*x112^(-2)*x113^(3)*x114^(3)*x115^(3)) + sqrt.abs(x110*x111^(-2)*x113^(-2)*x114^(3)*x115^(2)) + sqrt.abs(x107^(3)*x108*x111^(-3)*x114^(-1)*x115^(-1)) + cos(x110^(3)*x111^(-1)*x112^(-3)*x114*x115^(3)) + sqrt.abs(x107^(-2)*x108^(-3)*x109^(3)*x110^(-3)*x111^(-1)*x112*x113^(3)*x114^(2)*x115^(3)) + id(x107^(-3)*x108^(-3)*x109^(3)*x111^(-1)*x112*x113^(3)*x115^(3)) + log(x104^(2)*x105^(-2)*x106^(-3)*x107^(-2)*x110^(2)*x111^(2)*x112^(-3)*x113^(3)*x114^(3)*x115^(2)) + exp(x110^(-3)*x111^(-1)*x112^(3)*x113^(-2)*x114^(3)*x115^(-3)) + log(x110^(2)*x111^(2)*x112^(-3)*x114^(3)*x115^(2)) + cos(x107^(-3)*x108^(-3)*x112^(3)*x113^(3)*x115^(2)),0.1665523704965202
Geographical,1,27.378953944709377,30.303505867813467,tanh(x107^(-3)*x108^(-3)*x109*x111^(-1)*x113) + log(x104^(3)*x107^(-3)*x108^(-2)*x111^(3)*x112) + tanh(x66^(-3)*x104*x106^(2)*x107^(-3)*x108^(-3)*x109^(3)*x110^(3)*x111^(-3)*x112^(-2)*x113^(3)*x115^(3)) + id(x105^(-3)*x106^(3)*x107^(3)*x111^(-3)*x115^(2)) + sin(x109^(-2)*x110^(2)*x111^(3)*x114^(-3)*x115^(-3)) + sqrt.abs(x106^(3)*x108^(-2)*x109^(3)*x110^(-1)*x111^(-2)*x114^(-1)*x115^(-2)) + id(x106^(2)*x107^(-3)*x108^(-3)*x109^(3)*x110^(2)*x111^(-2)*x112^(-2)*x113^(3)*x115^(3)) + tanh(x103^(2)*x104^(2)*x107^(-1)*x109^(-3)*x110^(3)*x111^(-2)*x114^(-3)*x115^(3)) + id(x109*x110^(3)*x113^(-3)*x114^(-1)*x115^(-2)) + sqrt.abs(x103^(2)*x104^(2)*x105^(-3)*x106^(-3)*x107^(3)*x109^(2)*x110*x111^(2)*x112^(-3)*x113^(-2)*x114^(-1)*x115^(-3)) + sqrt.abs(x104^(-3)*x106^(3)*x107^(3)*x114^(-3)*x115) + tanh(x109^(-3)*x110^(3)*x111*x113^(-1)*x114^(-2)) + cos(x103^(2)*x104^(2)*x110^(-2)*x113^(-2)*x115^(3)) + cos(x110^(-1)*x111^(2)*x112^(-3)*x114^(2)*x115^(-1)) + log(x106^(2)*x108^(-2)*x109^(3)*x110^(-3)*x115^(-2)) + cos(x108^(-3)*x109^(3)*x110^(2)*x112^(-2)*x115^(2)),0.14461032873478896
Geographical,1,32.35022330940382,34.56861018612248,id(x103^(-1)*x104^(-3)*x105*x106^(-3)*x107^(-2)*x108^(-1)*x109*x110^(-1)*x111^(3)*x112^(2)*x113^(2)*x114^(2)*x115^(-3)) + sqrt.abs(x106^(2)*x107^(-2)*x108^(2)*x112^(-2)*x115^(2)) + sqrt.abs(x104^(-3)*x105^(-1)*x109^(-2)*x110^(-1)*x111^(3)*x112*x114^(2)*x115^(-3)) + id(x103^(-3)*x104^(2)*x105^(-3)*x108^(-1)*x111^(3)*x112*x113*x115^(3)) + sin(x4*x9^(-2)*x101^(-2)*x102^(-2)*x103^(-2)*x105^(-1)*x106^(-3)*x108^(3)*x109^(-3)*x113^(-1)*x114^(-1)*x115^(-3)) + tanh(x104^(-3)*x105^(-1)*x109^(-2)*x110^(3)*x111^(-2)*x113^(3)*x114^(2)*x115) + id(x4*x105^(-1)*x108^(3)*x109^(-3)*x111^(3)*x112^(-3)*x113^(3)*x114^(-2)*x115) + cos(x26^(2)*x106^(-3)*x107^(-2)*x108^(2)*x109^(3)*x110*x111^(2)*x112^(-3)*x114^(2)) + tanh(x101^(-2)*x102^(-2)*x103^(-2)*x106^(-3)*x112^(3)) + id(x106^(-3)*x107^(-2)*x108^(2)*x109^(3)*x115^(-2)) + id(x105*x110^(-2)*x111^(2)*x113^(-1)*x115) + cos(x110^(3)*x112^(2)*x113^(-3)*x114^(-2)*x115^(-2)) + log(x103^(-3)*x108^(-1)*x111^(3)*x112*x115^(2)) + sqrt.abs(x107^(3)*x108^(-3)*x111^(2)*x114^(-2)*x115^(3)) + cos(x106^(3)*x109^(-3)*x111^(3)*x112^(-3)*x115^(3)) + cos(x105^(-2)*x108^(3)*x112^(-2)*x114*x115^(2)),0.14781187103597287
Geographical,2,26.67558175432541,28.67438313371697,tanh(x97^(-2)*x101^(-2)*x112^(-3)*x113^(-1)*x115^(3)) + cos(x63^(3)*x69^(2)*x105^(2)*x106^(-3)*x107^(-3)*x108^(-1)*x109^(3)*x110^(-3)*x111^(3)*x112*x113*x114^(-3)*x115^(-1)) + sqrt.abs(x108^(-1)*x109^(-1)*x110^(-1)*x111^(-3)*x112*x113^(2)*x114^(3)*x115^(3)) + id(x99^(2)*x104^(-2)*x106^(-3)*x107*x109^(3)*x110*x111^(2)*x112^(-3)*x113^(3)*x114^(-2)) + id(x108*x110^(-3)*x111*x112*x115^(2)) + tanh(x108^(-1)*x110^(2)*x111^(-3)*x113^(-1)*x114^(3)*x115^(2)) + tanh(x111^(-2)*x112^(-2)*x113^(-1)*x114^(2)*x115^(2)) + sqrt.abs(x105^(2)*x107^(-3)*x109^(3)*x110^(-3)*x111^(3)*x112*x114^(-3)*x115^(-1)) + log(x111^(-1)*x112^(-1)*x113^(3)*x114^(-1)*x115^(-2)) + sin(x110*x111^(3)*x112^(-3)*x114^(-1)*x115^(-2)) + sqrt.abs(x106^(-3)*x107^(3)*x108^(-1)*x109^(3)*x110^(-3)*x111^(3)*x112*x113^(-3)*x115) + cos(x109^(3)*x110^(-3)*x111^(3)*x114^(-3)*x115^(-1)) + id(x106^(-3)*x107*x109^(3)*x110*x112^(-3)*x114*x115^(3)) + sqrt.abs(x106^(-3)*x107^(-2)*x111^(3)*x114^(2)*x115^(2)) + cos(x109^(2)*x110*x111^(-1)*x113^(-2)*x115^(3)) + cos(x111^(3)*x112*x113^(-3)*x114^(-1)*x115^(2)),0.16593951627187487
Geographical,2,34.28250234257666,35.996204175341504,tanh(x66^(-1)*x104*x105*x107^(-3)*x111^(-3)*x113^(-1)*x114^(-3)) + tanh(x31^(3)*x60^(2)*x99^(2)*x104*x105^(-3)*x107^(-3)*x109^(3)*x110*x112^(-1)*x113^(3)*x114^(-3)) + log(x106^(-3)*x108^(3)*x110^(-2)*x112^(3)*x114^(-3)) + cos(x26^(3)*x45^(-1)*x101^(-3)*x102*x103^(-3)*x104^(2)*x105^(-1)*x109^(3)*x110^(3)*x111*x112^(3)*x113^(-1)*x114^(-2)*x115^(2)) + tanh(x103^(-2)*x105^(-1)*x106^(-3)*x107^(-1)*x108^(-3)*x109^(3)*x110^(3)*x111^(-3)*x112^(3)*x113^(-3)*x114^(-3)*x115^(3)) + tanh(x9^(2)*x61*x101^(2)*x103*x106^(-3)*x111^(-2)*x112^(-1)*x113^(-1)) + tanh(x61*x101^(2)*x103*x105*x106^(-3)*x108^(2)*x110^(3)*x111^(3)*x112^(-1)*x113^(3)) + tanh(x101^(-3)*x103^(-1)*x105^(-1)*x109^(-3)*x111) + sqrt.abs(x103^(-2)*x104*x107^(-3)*x108^(3)*x109^(3)*x111^(2)*x112^(3)*x113^(-1)*x115^(3)) + cos(x104*x107^(-3)*x109^(2)*x112*x113^(2)*x114^(-3)*x115^(3)) + sin(x111^(3)*x112^(-2)*x113^(2)*x114^(-3)*x115^(-3)) + id(x110^(-2)*x111^(3)*x112^(-3)*x114^(2)*x115^(-3)) + tanh(x105*x106*x108^(-3)*x109^(-2)*x110^(3)*x111^(2)*x112^(2)*x113^(3)) + sqrt.abs(x104*x107^(-3)*x109^(3)*x111^(2)*x112*x113^(-1)*x114^(-3)*x115^(3)) + cos(x103^(3)*x109*x112^(-3)*x113^(-1)*x115^(2)) + id(x108^(-1)*x109^(2)*x112^(-2)*x114*x115^(3)),0.06993903684829572
Geographical,2,34.24472739783068,34.68696883060832,tanh(x4^(2)*x105^(3)*x107^(2)*x108^(-2)*x109*x110^(-2)*x111^(2)*x113^(-1)) + sin(x97*x98^(2)*x101^(2)*x103^(3)*x104^(-1)*x105^(-3)*x106*x108*x110*x113^(-3)*x114^(-1)*x115^(-1)) + tanh(x32^(2)*x111*x112^(3)*x113*x114^(-3)*x115) + tanh(x99*x100*x103^(3)*x106^(2)*x107^(3)) + cos(x102^(2)*x103^(-3)*x105*x107^(-2)*x113) + log(x77^(-2)*x92^(-2)*x106*x107^(3)*x109*x110^(-2)*x113^(-1)) + sqrt.abs(x50^(-1)*x107^(-3)*x108^(3)*x109^(-2)*x111^(2)*x113^(2)*x114^(2)) + tanh(x101^(-1)*x104^(2)*x113^(-3)*x114*x115) + tanh(x56^(-2)*x69*x104^(-1)*x105^(3)*x106^(-1)*x107^(-3)*x109^(-2)*x110^(-3)*x111^(3)*x112^(-2)*x113^(3)*x114^(3)) + tanh(x97*x98^(2)*x101^(2)*x103^(3)*x104^(-1)*x105^(-3)*x106*x108*x110*x111^(-1)*x112^(-1)*x113^(3)*x114^(-1)) + cos(x107*x108^(2)*x111^(-1)*x112*x113^(-3)*x115^(-1)) + id(x104^(-1)*x105^(3)*x106^(-1)*x107^(-1)*x108^(-2)*x111^(3)*x112^(-3)*x113^(2)*x115^(3)) + tanh(x107^(-3)*x108^(3)*x109^(3)*x111^(-3)*x115^(-3)) + cos(x108*x110^(-2)*x111^(-2)*x114^(3)*x115^(3)) + log(x105^(3)*x106^(-1)*x107^(-1)*x108^(-2)*x111^(3)*x112^(-2)*x113^(-1)*x114*x115^(2)) + cos(x107*x110^(-2)*x113^(2)*x114^(-1)*x115^(2)),0.06391612845408413
Geographical,2,35.03038851212134,34.4561136690649,id(x108^(2)*x109^(2)*x112^(-1)*x113^(-3)*x115^(3)) + log(x32^(2)*x59^(2)*x100^(-2)*x103^(-2)*x106^(-2)*x107^(3)*x111^(-2)*x113^(2)*x114^(3)) + log(x32^(2)*x59^(2)*x106^(-2)*x107^(-3)*x111^(-2)*x113^(3)*x114^(2)) + cos(x76^(-2)*x106^(-3)*x107^(3)*x109^(2)*x110^(2)*x111^(3)*x112*x113^(3)*x114^(-3)*x115^(3)) + exp(x101^(3)*x106^(-3)*x107*x108^(-2)*x110^(-3)*x111^(3)*x112*x113^(2)*x114*x115^(-1)) + tanh(x101^(3)*x107*x109^(-3)*x110^(-3)*x111^(3)*x112*x113^(2)*x114*x115^(2)) + sqrt.abs(x106^(-2)*x107^(2)*x108^(-1)*x110*x115) + tanh(x102^(3)*x105^(-1)*x106*x109^(-1)*x110^(2)*x112^(3)*x113*x114^(-3)*x115) + tanh(x76^(-1)*x107^(3)*x108^(2)*x109^(3)*x110*x111^(3)*x112^(-1)*x114*x115^(3)) + tanh(x105^(3)*x108^(3)*x110^(3)*x111^(-3)*x114^(-3)) + id(x104*x106*x109^(3)*x110^(-1)*x111^(2)*x112^(-2)*x113^(-3)*x114^(-1)*x115^(-2)) + tanh(x109*x110^(-2)*x111^(-2)*x114^(3)*x115^(-3)) + cos(x109^(2)*x110^(-1)*x112^(2)*x113^(-3)*x115^(3)) + log(x109^(-3)*x110^(3)*x111^(-3)*x112^(3)*x115^(2)) + log(x109^(-3)*x110^(-3)*x111^(3)*x114*x115^(2)) + cos(x109^(-1)*x112^(3)*x113*x114^(-3)*x115^(2)),0.1022237468340482
Geographical,2,34.59272235254323,34.54944158723268,sqrt.abs(x109^(-3)*x110^(2)*x111^(-3)*x112^(3)*x113^(3)*x114^(-2)*x115) + sin(x94^(2)*x97^(-2)*x105^(3)*x106^(2)*x108^(-1)*x109^(-3)*x111^(3)*x112^(3)*x113^(3)*x114^(-3)*x115) + log(x97^(-2)*x106*x111^(3)*x112^(-1)*x114^(-1)) + tanh(x71*x88^(-2)*x107*x109^(-3)*x110^(3)*x111^(-2)*x113*x114^(-2)) + log(x106^(-2)*x111*x112^(2)*x114^(3)*x115^(2)) + tanh(x49^(3)*x100^(-3)*x101^(-1)*x102^(3)*x103^(2)*x105^(3)*x106*x109^(-3)*x110^(3)*x111^(-2)*x112^(3)*x115^(3)) + log(x88^(-2)*x105^(3)*x106^(2)*x109^(-1)*x110^(3)*x111^(3)*x112^(2)*x113*x114^(-3)*x115^(2)) + id(x105^(-3)*x107*x109^(2)*x110^(-3)*x111^(-2)*x112^(3)*x113^(2)*x115) + sqrt.abs(x110^(2)*x111^(3)*x112^(-3)*x113^(-3)*x114*x115^(-1)) + cos(x106*x109^(-3)*x110^(-1)*x111^(-3)*x112^(3)*x114^(3)*x115^(-3)) + exp(x109^(-1)*x111^(3)*x113^(-1)*x114^(-1)*x115^(-1)) + sqrt.abs(x109^(-3)*x110^(3)*x113^(3)*x114^(-3)*x115^(3)) + cos(x105^(2)*x107*x108*x109^(-3)*x110*x111^(-3)*x112*x113*x114^(-1)*x115^(3)) + log(x110^(2)*x111^(-3)*x112^(3)*x114^(2)*x115^(-2)) + cos(x112*x113^(-2)*x114*x115^(2)) + tanh(x105^(3)*x106*x111^(-2)*x112^(3)*x114^(-2)),0.15628938918950155
Geographical,2,33.2510996614646,33.78269806480914,sqrt.abs(x109^(3)*x111^(-3)*x113^(3)*x114^(-3)*x115^(-3)) + tanh(x102^(3)*x103^(-2)*x106*x111^(-3)*x113^(2)) + id(x103^(3)*x104^(3)*x106^(-3)*x107^(-3)*x108^(3)*x110^(3)*x111^(-3)*x112^(-2)*x113^(-1)*x115^(3)) + sin(x77^(-2)*x110^(-2)*x111^(-3)*x112*x113^(2)*x114^(3)) + tanh(x1^(2)*x95^(3)*x97*x102^(3)*x103^(-2)*x105^(-1)*x106^(2)*x107^(-3)*x108^(-2)*x109^(3)*x110*x111^(3)*x112^(-2)*x114^(-3)*x115^(-2)) + sqrt.abs(x5^(3)*x105*x112*x113^(-2)*x114^(-3)*x115^(-1)) + tanh(x103*x104^(3)*x106^(3)*x107^(-3)*x109^(3)*x111^(-1)*x112^(-2)*x113^(-2)*x114^(-2)*x115^(3)) + sqrt.abs(x105^(-1)*x107^(-3)*x109^(-1)*x110^(3)*x111^(2)*x112^(-2)*x113*x114*x115^(-2)) + tanh(x95^(3)*x107^(-3)*x108^(-3)*x109^(-2)*x110*x111^(3)*x112^(3)*x113^(-2)*x114*x115^(3)) + sqrt.abs(x107^(-3)*x109^(2)*x111^(2)*x113^(-1)*x115) + log(x103*x104^(3)*x107^(-3)*x110^(3)*x111^(-3)*x113^(-2)*x114*x115^(2)) + tanh(x106^(3)*x107^(-2)*x109^(2)*x110*x112^(-1)) + id(x105^(3)*x108^(-3)*x110^(3)*x114^(-3)*x115^(-2)) + cos(x107^(-3)*x110^(2)*x112^(3)*x113^(-2)*x115^(3)) + cos(x106^(3)*x109^(2)*x110^(-3)*x113^(-2)*x115^(2)) + sqrt.abs(x108*x110^(3)*x112^(-2)*x114^(-2)*x115^(3)),0.12293017079626274
Geographical,3,32.7088416758982,38.28155933208542,log(x10^(-2)*x32^(-2)*x34^(-2)*x93^(-2)*x105*x106*x108*x109^(-1)*x110^(-1)*x111^(-1)*x112^(-3)*x113^(2)*x114^(-3)*x115^(2)) + sqrt.abs(x106*x108^(-1)*x109^(-3)*x110*x111^(-1)*x112^(3)*x115) + cos(x109^(2)*x111^(-3)*x112^(-1)*x114^(2)*x115^(-3)) + tanh(x82^(-2)*x107*x111^(-1)*x112^(3)*x113^(3)*x114) + tanh(x95^(-1)*x106*x108^(-2)*x109^(-3)*x110*x111^(-3)*x112*x114^(-3)*x115) + sqrt.abs(x105*x107^(3)*x108^(2)*x109^(-1)*x110^(-2)*x111^(-2)*x113^(-1)*x115^(-3)) + cos(x105^(2)*x106*x107^(-1)*x108^(2)*x109^(3)*x110^(-2)*x111^(-3)*x114^(-2)*x115^(-1)) + tanh(x87^(-2)*x102^(3)*x103^(2)*x104^(-3)*x105^(3)*x106*x110^(-3)) + tanh(x19^(2)*x87^(-2)*x102^(3)*x104^(-3)*x106*x107^(2)*x108*x109^(-3)*x111^(2)*x113^(-2)*x115^(-1)) + tanh(x6^(-2)*x90^(-2)*x104^(-1)*x105^(-3)*x106^(-1)*x108^(3)*x109^(-3)*x110^(-2)*x111^(2)*x113^(2)*x114^(-3)*x115^(3)) + id(x105^(2)*x106*x109^(-2)*x110^(-2)*x111^(-1)*x113^(2)*x115) + id(x6*x105^(2)*x106^(2)*x107^(2)*x108^(-2)*x109^(-3)*x110*x111^(-1)*x113*x114^(-2)) + sin(x6*x16*x24^(2)*x38^(-1)*x99^(-2)*x104^(-1)*x105^(3)*x107^(2)*x108^(-3)*x109^(2)*x110^(-3)*x112^(-3)*x113) + cos(x107^(2)*x108*x111^(-1)*x114^(-2)*x115^(3)) + cos(x105^(-2)*x108^(2)*x110^(-2)*x112^(2)*x115^(-2)) + cos(x105*x106*x109^(-1)*x111^(-1)*x115^(2)),0.08567902163055746
Geographical,3,33.121094155374905,37.8910770118425,cos(x32^(2)*x101^(2)*x102^(2)*x107*x113^(-1)*x114) + sqrt.abs(x37^(2)*x68^(-3)*x101^(3)*x102^(3)*x104^(3)*x107^(2)*x108*x109^(-3)*x111^(-3)*x112^(-3)*x113^(-3)*x114^(-1)*x115^(-3)) + tanh(x103^(-3)*x104*x105^(3)*x108^(3)*x109^(-1)*x110^(-2)*x112^(2)*x113^(-2)*x114^(-1)*x115^(-3)) + sin(x34*x68^(-3)*x103^(-3)*x105^(2)*x106^(3)*x107^(2)*x108^(3)*x109^(-1)*x110^(-3)*x112^(3)*x114) + tanh(x32^(-2)*x102^(3)*x103^(-3)*x104^(2)*x105*x106^(-2)*x107^(2)*x109^(-1)*x110*x112^(-3)*x113*x114^(-2)*x115^(-1)) + tanh(x37^(2)*x53^(-2)*x68^(-3)*x101^(2)*x102^(2)*x103^(-3)*x104^(-2)*x105^(2)*x106^(2)*x107*x109*x110*x112^(3)*x113^(-3)*x114^(-2)*x115^(2)) + tanh(x106^(-3)*x107^(2)*x108^(-1)*x109^(-1)*x110*x111^(-3)*x112^(3)*x113^(2)*x115) + cos(x107^(3)*x108^(-3)*x110^(2)*x111^(-2)*x115^(3)) + cos(x49^(-2)*x68^(-3)*x104*x106^(3)*x107^(-2)*x108^(-3)*x109^(-1)*x110*x111^(2)*x112^(-3)*x114^(-3)*x115) + tanh(x0^(3)*x103^(-3)*x104^(-3)*x105^(-3)*x106^(-2)*x107^(2)*x108*x109^(-3)*x110^(-3)*x111^(-3)*x113*x115^(-1)) + id(x104^(-3)*x110*x112^(3)*x113^(-2)*x114*x115) + sqrt.abs(x104^(-3)*x108^(3)*x113^(-2)*x114^(2)*x115^(-2)) + exp(x103^(-3)*x104^(3)*x105^(2)*x106*x107^(2)*x108*x109^(-3)*x111^(-3)*x115^(-1)) + exp(x106^(-1)*x111^(-3)*x112^(2)*x113^(2)*x115^(-2)) + tanh(x108^(-2)*x109*x112^(-1)*x113^(3)*x114^(2)) + cos(x104^(2)*x109^(-2)*x111^(-3)*x114^(3)*x115^(2)),0.07094391998461876
Geographical,3,31.73076361593533,35.11955610837937,sqrt.abs(x107^(3)*x108*x111^(-3)*x112^(-2)*x113^(3)*x115^(3)) + tanh(x101^(3)*x105^(2)*x107*x108^(-2)*x111^(-2)*x113^(-1)*x115^(2)) + tanh(x3^(2)*x10^(3)*x103^(-3)*x104^(-3)*x106^(3)*x107^(3)*x108^(-1)*x110^(-1)*x112^(-3)*x113^(3)) + log(x105^(2)*x106^(-2)*x107*x108^(-3)*x110*x111^(-3)*x113^(-1)*x114^(-1)*x115^(2)) + tanh(x107^(-2)*x110^(3)*x112*x113^(-2)*x115^(-2)) + sqrt.abs(x105^(2)*x108^(-3)*x113^(-1)*x114^(2)*x115^(2)) + tanh(x4^(3)*x103^(3)*x104^(-3)*x106^(-2)*x107^(-2)*x110*x111^(-1)*x113^(3)*x114) + cos(x103^(3)*x104^(-3)*x106^(3)*x107^(-3)*x108^(-1)*x109^(-3)*x110^(-1)*x111^(3)*x112^(3)*x113*x114^(-2)*x115^(3)) + cos(x103^(-1)*x107^(2)*x110^(2)*x111^(-3)*x115^(2)) + cos(x3^(2)*x10^(3)*x108^(-1)*x110^(2)*x111^(-1)*x113^(-3)*x115^(2)) + id(x103^(3)*x104^(-3)*x106^(3)*x107^(-1)*x108^(-1)*x109^(-3)*x110^(-1)*x111^(3)*x112*x113^(-1)*x115) + sqrt.abs(x111^(3)*x112^(-2)*x113^(-3)*x114^(2)*x115^(3)) + tanh(x103*x104^(-2)*x108^(3)*x109^(-2)*x111^(3)*x112^(-3)*x114^(2)*x115^(3)) + sqrt.abs(x103^(-1)*x107^(2)*x108^(3)*x109^(-2)*x110^(2)*x111^(-3)*x112^(2)*x113^(-3)*x115) + sqrt.abs(x103*x104^(-1)*x109^(-2)*x110^(3)*x111^(3)*x112^(-3)*x114^(-1)*x115^(-1)) + log(x103^(-1)*x104^(3)*x106^(3)*x110^(3)*x111^(-3)*x114*x115^(2)),0.2346819079431386
