dataset,conf_id,Fold,Rep,RMSE_cv,RMSE_train,RMSE_test
concrete,0,4,1,18.612306726554728,19.63191963710469,19.329779173137176
concrete,0,4,2,18.612306726554728,20.179169590670202,19.843792028042017
concrete,0,4,3,18.612306726554728,19.98492783389733,19.684382361425033
concrete,0,4,4,18.612306726554728,26.803645799669617,25.597946398163113
concrete,0,4,5,18.612306726554728,22.393473844491684,21.950650430194408
energyCooling,0,0,0,12.170307758061657,12.762479305329162,12.778461014859836
energyCooling,0,0,1,12.170307758061657,12.799334348273469,12.709429067157501
energyCooling,0,0,2,12.170307758061657,11.927426015282943,11.902860681698144
energyCooling,0,0,3,12.170307758061657,12.643921166232717,12.625040045237474
energyCooling,0,0,4,12.170307758061657,12.566273298442011,12.58735041776944
energyCooling,0,0,5,12.170307758061657,11.677928563978709,11.684293710295064
energyCooling,1,1,0,13.035969300749148,11.199612198469508,11.095372164176466
energyCooling,1,1,1,13.035969300749148,24.649987809790115,23.928309701999538
energyCooling,1,1,2,13.035969300749148,12.444316620588866,12.293346745648657
energyCooling,1,1,3,13.035969300749148,11.416211804521405,11.676210288811548
energyCooling,1,1,4,13.035969300749148,12.241187321860052,12.196951027745975
energyCooling,1,1,5,13.035969300749148,11.198718526381702,11.215653241056964
energyCooling,0,2,0,12.872049123618918,13.191118449944293,12.348661328957473
energyCooling,0,2,1,12.872049123618918,12.396135895953506,11.249367990801892
energyCooling,0,2,2,12.872049123618918,12.818939260102441,12.118444911249112
energyCooling,0,2,3,12.872049123618918,12.824673372530539,11.889136776747051
energyCooling,0,2,4,12.872049123618918,13.527340410211073,12.982752082276535
energyCooling,0,2,5,12.872049123618918,12.738718261341127,12.00891293605446
energyCooling,0,3,0,11.819223715545231,12.45294791275746,12.848617051629125
energyCooling,0,3,1,11.819223715545231,12.313832399623076,12.728671405137439
energyCooling,0,3,2,11.819223715545231,12.80682832129963,13.242220698461248
energyCooling,0,3,3,11.819223715545231,12.823991059160463,13.438603502980405
energyCooling,0,3,4,11.819223715545231,12.40134598581982,12.992590725955623
energyCooling,0,3,5,11.819223715545231,11.15866800041584,11.493120551508405
energyCooling,0,4,0,13.058090822530147,14.371118488854654,14.574324947556672
energyCooling,0,4,1,13.058090822530147,13.384596523652894,13.527396848568717
energyCooling,0,4,2,13.058090822530147,12.731153973688684,12.962233364065147
energyCooling,0,4,3,13.058090822530147,13.367069551512111,13.497393195847316
energyCooling,0,4,4,13.058090822530147,12.86786683576695,13.215112888331026
energyCooling,0,4,5,13.058090822530147,11.134417029448507,11.41491998328508
energyHeating,0,0,0,12.867515131563561,13.219405599962645,13.331431219825598
energyHeating,0,0,1,12.867515131563561,12.396663311721065,12.227911401288114
energyHeating,0,0,2,12.867515131563561,14.063898171210266,14.050890414475836
energyHeating,0,0,3,12.867515131563561,13.498174696628356,13.47057480510962
energyHeating,0,0,4,12.867515131563561,13.525205458313557,13.51011847479015
energyHeating,0,0,5,12.867515131563561,13.01093273972739,13.241276168330552
energyHeating,0,1,0,12.850451221717254,13.802432252681536,13.419308252049953
energyHeating,0,1,1,12.850451221717254,12.77405960746103,12.565558338468454
energyHeating,0,1,2,12.850451221717254,13.625355619897878,13.375186302532397
energyHeating,0,1,3,12.850451221717254,16.412164206698343,16.425784226295416
energyHeating,0,1,4,12.850451221717254,13.58720580411646,13.421371325210307
energyHeating,0,1,5,12.850451221717254,12.29553165797773,12.62846137117005
energyHeating,0,2,0,13.585109917674979,13.288744148408007,13.290259383087554
energyHeating,0,2,1,13.585109917674979,13.594461784152148,13.491309946331842
energyHeating,0,2,2,13.585109917674979,12.99534952496074,12.99668637180168
energyHeating,0,2,3,13.585109917674979,13.3201256234213,13.309487330135472
energyHeating,0,2,4,13.585109917674979,13.705266744363652,13.697886282062091
energyHeating,0,2,5,13.585109917674979,10.788235978953882,10.912998235131107
energyHeating,0,3,0,13.41941316746082,13.469331119782975,13.502180107605051
energyHeating,0,3,1,13.41941316746082,13.750406109691966,13.736524555486184
energyHeating,0,3,2,13.41941316746082,13.497164205162344,13.316597309966683
energyHeating,0,3,3,13.41941316746082,13.194638376290067,13.19936191331152
energyHeating,0,3,4,13.41941316746082,13.283087548148155,13.174078394284223
energyHeating,0,3,5,13.41941316746082,12.788850991781612,12.741064724986456
energyHeating,0,4,0,13.330070442649165,12.571604940530092,12.583083985576653
energyHeating,0,4,1,13.330070442649165,23.23412457198616,22.44960611038994
energyHeating,0,4,2,13.330070442649165,15.214356924896997,14.909666943787592
energyHeating,0,4,3,13.330070442649165,13.569394611598307,13.550755673320646
energyHeating,0,4,4,13.330070442649165,13.602788447743258,13.540329232314008
energyHeating,0,4,5,13.330070442649165,13.972624505492691,14.02777896984853
GeographicalOriginalofMusic,0,0,0,52.440069007297346,61.634916865763586,311.3841868880545
GeographicalOriginalofMusic,0,0,1,52.440069007297346,52.6496520886321,54.107464049755386
GeographicalOriginalofMusic,0,0,2,52.440069007297346,53.306399366165664,54.70105219982317
GeographicalOriginalofMusic,0,0,3,52.440069007297346,60.26378607535488,59.991456931920965
GeographicalOriginalofMusic,0,0,4,52.440069007297346,52.76477218735242,54.267428981332436
GeographicalOriginalofMusic,0,0,5,52.440069007297346,54.80038632012646,57.59723954787068
GeographicalOriginalofMusic,0,1,0,57.35007922391587,54.770326564682556,55.482410853819
GeographicalOriginalofMusic,0,1,1,57.35007922391587,61.75264549009364,62.192143122896844
GeographicalOriginalofMusic,0,1,2,57.35007922391587,52.21576300534676,53.076212012382946
GeographicalOriginalofMusic,0,1,3,57.35007922391587,55.512635096686196,55.931053008669046
GeographicalOriginalofMusic,0,1,4,57.35007922391587,53.624466189353534,53.709001428118896
GeographicalOriginalofMusic,0,1,5,57.35007922391587,54.12471502848105,54.964760610764266
GeographicalOriginalofMusic,1,2,0,53.92933838364903,61.55513756041055,62.533690480255046
GeographicalOriginalofMusic,1,2,1,53.92933838364903,50.95075153794394,49.08096560328715
GeographicalOriginalofMusic,1,2,2,53.92933838364903,62.148219029446366,63.252210894820394
GeographicalOriginalofMusic,1,2,3,53.92933838364903,53.2823115901028,51.38771245844901
GeographicalOriginalofMusic,1,2,4,53.92933838364903,51.65967630065794,49.8622429297635
GeographicalOriginalofMusic,1,2,5,53.92933838364903,54.39709357851823,52.77151907726597
GeographicalOriginalofMusic,0,3,0,56.48792168553358,55.7373657482318,54.906473257762244
GeographicalOriginalofMusic,0,3,1,56.48792168553358,52.24763312655469,51.743980631543636
GeographicalOriginalofMusic,0,3,2,56.48792168553358,58.11197250195939,57.17968367521257
GeographicalOriginalofMusic,0,3,3,56.48792168553358,55.0221807990032,53.13366934717523
GeographicalOriginalofMusic,0,3,4,56.48792168553358,55.77740613341153,54.09724118604492
GeographicalOriginalofMusic,0,3,5,56.48792168553358,55.53085072886391,55.06127111050181
GeographicalOriginalofMusic,0,4,0,55.65725598028651,55.804158878572444,54.266511221403455
GeographicalOriginalofMusic,0,4,1,55.65725598028651,62.230458004100505,59.89920925460232
GeographicalOriginalofMusic,0,4,2,55.65725598028651,52.90805773697787,53.46070213536619
GeographicalOriginalofMusic,0,4,3,55.65725598028651,54.012013778975266,53.86521907459535
GeographicalOriginalofMusic,0,4,4,55.65725598028651,53.058620561519135,53.452296167158124
GeographicalOriginalofMusic,0,4,5,55.65725598028651,56.06477826868733,55.00842793362421
towerData,0,0,0,107.0151510477461,107.48091505579772,109.16494883370609
towerData,0,0,1,107.0151510477461,96.97900379057272,98.26255609627702
towerData,0,0,2,107.0151510477461,100.91957643319425,102.23456553589851
towerData,0,0,3,107.0151510477461,125.69725951726296,127.08188691996193
towerData,0,0,4,107.0151510477461,104.60538989823644,106.19092861218489
towerData,0,0,5,107.0151510477461,93.9604608086029,96.27662876300721
towerData,0,1,0,101.18275303422158,201.82406405042195,202.17920912177897
towerData,0,1,1,101.18275303422158,88.95646335876799,88.16964282855227
towerData,0,1,2,101.18275303422158,98.28492126407536,97.08944333699355
towerData,0,1,3,101.18275303422158,104.97386340647685,107.81558135572223
towerData,0,1,4,101.18275303422158,104.85651992133653,104.37424727855438
towerData,0,1,5,101.18275303422158,101.19261881625717,100.2095126194037
towerData,0,2,0,105.27853340191427,105.75089304756112,104.79471675948963
towerData,0,2,1,105.27853340191427,120.00065531719775,119.84254903762786
towerData,0,2,2,105.27853340191427,102.00874704191331,101.34523005032345
towerData,0,2,3,105.27853340191427,93.53774174139733,92.68215361985814
towerData,0,2,4,105.27853340191427,110.20111845168213,109.1403711798104
towerData,0,2,5,105.27853340191427,93.0198629616012,92.08061452011906
towerData,0,3,0,98.3263798653544,109.21747991799279,123.4029686845127
towerData,0,3,1,98.3263798653544,100.10323164929882,99.30560092563438
towerData,0,3,2,98.3263798653544,96.96395977170731,96.26608558739925
towerData,0,3,3,98.3263798653544,96.88515967137637,96.4888505880158
towerData,0,3,4,98.3263798653544,91.26640088474667,90.64681925084344
towerData,0,3,5,98.3263798653544,90.2690574066391,89.90140812801079
towerData,0,4,0,98.72512219100261,100.11919296410011,101.30542658234131
towerData,0,4,1,98.72512219100261,91.18270140775685,91.82631460804255
towerData,0,4,2,98.72512219100261,174.40327371614757,174.73574261837933
towerData,0,4,3,98.72512219100261,98.0436984097998,98.2764769004707
towerData,0,4,4,98.72512219100261,97.28445270784285,96.32204242389703
towerData,0,4,5,98.72512219100261,90.12496505901522,90.5970034369121
tecator,0,0,0,4.556566051668076,4.277212693067752,4.563004648299877
tecator,0,0,1,4.556566051668076,3.6793844611604745,3.8238178953617297
tecator,0,0,2,4.556566051668076,4.056607885446533,4.1978894386577705
tecator,0,0,3,4.556566051668076,3.9782300261432764,3.903697075510396
tecator,0,0,4,4.556566051668076,4.073717824197766,4.324898045038431
tecator,0,0,5,4.556566051668076,3.6901554588524257,3.7492094073633853
tecator,0,1,0,4.093776605352322,3.6636217349095124,3.4444124756194388
tecator,0,1,1,4.093776605352322,4.167765756676198,3.686862619660231
tecator,0,1,2,4.093776605352322,3.7229015969021844,4.37942227409015
tecator,0,1,3,4.093776605352322,4.803015101420279,3.8304218065768274
tecator,0,1,4,4.093776605352322,3.775876753038333,3.84990058272591
tecator,0,1,5,4.093776605352322,4.2258513004874585,3.745410189626394
tecator,0,2,0,4.14443003463034,4.00143142997805,4.392739902583099
tecator,0,2,1,4.14443003463034,3.6784345432409467,3.8291601595564537
tecator,0,2,2,4.14443003463034,3.939297542241208,4.056768130292332
tecator,0,2,3,4.14443003463034,4.433470793768968,4.359329562646199
tecator,0,2,4,4.14443003463034,4.412358087362649,4.642654362955273
tecator,0,2,5,4.14443003463034,4.399951307455244,4.250787751734553
tecator,0,3,0,4.047293500062511,3.946515101035474,3.871956713538781
tecator,0,3,1,4.047293500062511,4.337296544305968,4.149917112849676
tecator,0,3,2,4.047293500062511,3.942569674817436,4.110308788984275
tecator,0,3,3,4.047293500062511,3.7483915935655534,3.5403404106699226
tecator,0,3,4,4.047293500062511,4.712891032966385,4.652412612760165
tecator,0,3,5,4.047293500062511,4.7659223182410955,5.532385617011953
tecator,0,4,0,4.472724521576167,3.7533265717395037,3.825257013190297
tecator,0,4,1,4.472724521576167,4.427544593332939,4.317199182176705
tecator,0,4,2,4.472724521576167,3.9511418719266924,3.7855971804968584
tecator,0,4,3,4.472724521576167,3.6277822917599085,3.6106071182035806
tecator,0,4,4,4.472724521576167,4.519067480842695,4.328836423364483
tecator,0,4,5,4.472724521576167,4.364919766815982,4.286400532335979
wineRed,0,0,0,1.3146076474684445,0.8370286611987854,0.8243909377830607
wineRed,0,0,1,1.3146076474684445,0.9267608007223239,0.9229642129094892
wineRed,0,0,2,1.3146076474684445,0.9368993063918064,0.9221951733098478
wineRed,0,0,3,1.3146076474684445,0.8568740904595108,0.8502326174798492
wineRed,0,0,4,1.3146076474684445,0.8462756659134623,0.8309625017615994
wineRed,0,0,5,1.3146076474684445,0.9498093390258496,0.9338918945472132
wineRed,0,1,0,0.882411200250018,0.8681601522895287,0.8468497058558424
wineRed,0,1,1,0.882411200250018,0.9012995404436932,0.8867641570192132
wineRed,0,1,2,0.882411200250018,0.9342148721622912,0.9251904328836008
wineRed,0,1,3,0.882411200250018,0.8998614924002085,0.8741749279324617
wineRed,0,1,4,0.882411200250018,0.874957574411123,0.8564395106359283
wineRed,0,1,5,0.882411200250018,0.8675714276308284,0.8440242874472786
wineRed,1,2,0,0.8439621239112369,4.712367903591137,4.679409684992328
wineRed,1,2,1,0.8439621239112369,4.712367903591137,4.679409684992328
wineRed,1,2,2,0.8439621239112369,0.8454474517245801,0.807210326691154
wineRed,1,2,3,0.8439621239112369,0.8163930872641599,0.7708059299915738
wineRed,1,2,4,0.8439621239112369,0.8885787593947881,0.837431908491123
wineRed,1,2,5,0.8439621239112369,0.8350652866566436,0.7904864324217469
wineRed,0,3,0,0.8556299932171865,0.8863017768018127,0.8856104263872994
wineRed,0,3,1,0.8556299932171865,0.8321102775944906,0.8285908597275963
wineRed,0,3,2,0.8556299932171865,1.2144614144050936,1.1821157347650542
wineRed,0,3,3,0.8556299932171865,0.8479347415718832,0.852848258340562
wineRed,0,3,4,0.8556299932171865,0.8073492563505846,0.8071899742861286
wineRed,0,3,5,0.8556299932171865,0.9164517799699222,0.9086861431566065
wineRed,0,4,0,0.8737903275932881,0.8359736599863542,0.9109815151067251
wineRed,0,4,1,0.8737903275932881,0.879317462782353,0.9568139167784256
wineRed,0,4,2,0.8737903275932881,0.8742875643764061,0.9454705417288893
wineRed,0,4,3,0.8737903275932881,0.9001408710904509,0.9672837770601755
wineRed,0,4,4,0.8737903275932881,0.8726607370195435,0.9398826733456342
wineRed,0,4,5,0.8737903275932881,0.863779158887103,0.9336971882877557
wineWhite,0,0,0,0.942128214712103,0.9811865961922006,0.9841746488591756
wineWhite,0,0,1,0.942128214712103,0.9587653717122546,0.9651405443127199
wineWhite,0,0,2,0.942128214712103,0.9106558096423253,0.9156541084559383
wineWhite,0,0,3,0.942128214712103,0.9648967813647941,0.9695920098357641
wineWhite,0,0,4,0.942128214712103,0.9054064374167745,0.9133720515687567
wineWhite,0,0,5,0.942128214712103,0.9327305813267648,0.9394831643009852
wineWhite,0,1,0,0.9430780732784416,0.9292575833661049,0.9502153343993678
wineWhite,0,1,1,0.9430780732784416,0.9235273189425279,0.9496750393721621
wineWhite,0,1,2,0.9430780732784416,0.9517661962265792,0.9672578486632422
wineWhite,0,1,3,0.9430780732784416,0.8849799715130896,0.89953159635738
wineWhite,0,1,4,0.9430780732784416,1.0401691621772169,1.0681593508386649
wineWhite,0,1,5,0.9430780732784416,0.9284347761740579,0.9408027327161022
wineWhite,0,2,0,1.398576147878182,0.9709767725370674,0.9803280483159875
wineWhite,0,2,1,1.398576147878182,0.9581001692105158,0.9850584341636842
wineWhite,0,2,2,1.398576147878182,0.8823896898302316,0.9010666426409679
wineWhite,0,2,3,1.398576147878182,0.889917649597405,0.9095001607505369
wineWhite,0,2,4,1.398576147878182,0.909882926708077,0.9368686154279269
wineWhite,0,2,5,1.398576147878182,0.8818424451006309,0.9002651275764346
wineWhite,0,3,0,0.9073975147732097,0.8904098831691749,0.8659770842150472
wineWhite,0,3,1,0.9073975147732097,0.9403971974662236,0.9184110372619406
wineWhite,0,3,2,0.9073975147732097,0.8904098743448983,0.8659351679823432
wineWhite,0,3,3,0.9073975147732097,4.96540725432737,4.9264249635357595
wineWhite,0,3,4,0.9073975147732097,0.9108183072628784,0.8874269511804055
wineWhite,0,3,5,0.9073975147732097,0.9546853312703412,0.9312400953033159
wineWhite,0,4,0,0.9276727716287745,0.9570594645429501,0.9439095742067181
wineWhite,0,4,1,0.9276727716287745,0.9066415233406568,0.8966109845893268
wineWhite,0,4,2,0.9276727716287745,3.2812511127609314,3.2818859254639836
wineWhite,0,4,3,0.9276727716287745,0.9121140992483616,0.9013094867668472
wineWhite,0,4,4,0.9276727716287745,0.9612047636242986,0.9494136871137953
wineWhite,0,4,5,0.9276727716287745,0.9131789071436116,0.9039148743604063
yacht,1,0,0,17.452630019235453,15.58197912044898,14.40818377557455
yacht,1,0,1,17.452630019235453,19.98291635065529,18.53393173668317
yacht,1,0,2,17.452630019235453,15.465435581657214,14.175028287275508
yacht,1,0,3,17.452630019235453,17.30316713968982,15.708360549757407
yacht,1,0,4,17.452630019235453,15.976240145415424,15.114836256873827
yacht,1,0,5,17.452630019235453,15.370597331411217,14.21401577180434
yacht,1,1,0,15.815588427463737,14.9978938174698,15.675744611816327
yacht,1,1,1,15.815588427463737,15.14467705710138,15.856536347310323
yacht,1,1,2,15.815588427463737,15.005080707183943,15.662606279376993
yacht,1,1,3,15.815588427463737,19.680417215327406,21.461270351912816
yacht,1,1,4,15.815588427463737,18.39067804172092,18.979109915365722
yacht,1,1,5,15.815588427463737,17.648448894279174,18.71250737496353
yacht,1,2,0,15.675670894789885,15.178492959101133,14.966200787599407
yacht,1,2,1,15.675670894789885,17.26243972744569,17.10469702658352
yacht,1,2,2,15.675670894789885,17.353364590881583,17.205150903789306
yacht,1,2,3,15.675670894789885,16.35502942479024,16.19470397643384
yacht,1,2,4,15.675670894789885,17.898907510282612,17.744254192564814
yacht,1,2,5,15.675670894789885,17.20414901944591,17.041332501386016
yacht,1,3,0,16.204832640342847,14.922012452345003,16.203148222353292
yacht,1,3,1,16.204832640342847,17.585839651318658,18.771436436824448
yacht,1,3,2,16.204832640342847,20.62893474119067,21.960640818007096
yacht,1,3,3,16.204832640342847,17.27377061699771,17.82159877980292
yacht,1,3,4,16.204832640342847,21.41573516485868,22.485851654688144
yacht,1,3,5,16.204832640342847,16.599985646526278,18.61012958006787
yacht,2,4,0,16.681004673826145,18.140060427344014,16.71977096085968
yacht,2,4,1,16.681004673826145,15.314454486920747,14.625564872457762
yacht,2,4,2,16.681004673826145,18.140060427344014,16.71977096085968
yacht,2,4,3,16.681004673826145,15.240160223571557,14.72618263807928
yacht,2,4,4,16.681004673826145,18.226528774715526,16.7971933885878
yacht,2,4,5,16.681004673826145,17.268557835730874,15.957726652930894
