dataset,Fold,conf,RMSE_0,RMSE_1,RMSE_2,RMSE_3,RMSE_4
energyHeating,0,0,6.236096870768379,4.644010597221057,3.745258893965967,3.3071653803872465,6.890647077460367
energyHeating,0,1,3.6842525730098163,6.404200749519861,6.529901124003946,5.137174694887034,6.583179939181348
energyHeating,0,2,5.264754925125171,4.104298075799681,4.209088204698221,8.999498485085327,4.674105215347862
energyHeating,0,3,4.968484658261426,7.088536900006485,3.747682337851788,4.70296004381666,4.308944230845596
energyHeating,0,4,3.6304167177094895,2.9512658433565613,6.745372010254399,4.328553768369218,5.977235959503092
energyHeating,0,5,4.969364887944843,4.960853930416347,6.7066449226408755,4.5806263190031435,4.676577239294799
energyHeating,0,6,3.6370296269897926,5.103836433651006,3.8835171229057854,4.754112379029088,4.174538729021823
energyHeating,0,7,4.504347359847529,3.8736123487787615,6.739637398814968,3.4075912107223325,5.298509539772467
energyHeating,0,8,4.046492485602989,4.4176926042987565,4.001427760414982,6.627865262755813,6.854544635310522
energyHeating,1,0,5.07288262842367,5.469055492221845,4.2305408650953344,4.591761234989557,5.280633005905324
energyHeating,1,1,4.137170796473646,4.7212829528196165,5.585308298679943,4.19211186058575,5.205490479108284
energyHeating,1,2,4.9900428550393086,7.615738517749393,4.147722696303644,4.621401838350497,4.642802318445913
energyHeating,1,3,5.0116448840552605,4.277534799117035,4.161607525519895,4.566769458618008,4.642802318445913
energyHeating,1,4,4.43552909704878,4.780391574713526,4.046158424508118,4.547988402790758,3.5265281312133574
energyHeating,1,5,4.243033565888967,4.7078806507446975,3.9383171717136833,6.7309566541717585,5.167426723874451
energyHeating,1,6,2.8608398221657043,4.0311966557890235,3.695536883270701,3.6862150904121687,4.935000752059464
energyHeating,1,7,5.1661401006495895,3.5890253287238423,6.090914554395641,6.943137221137482,4.42646115940074
energyHeating,1,8,3.2768593415169502,4.746853063718562,4.067424374201212,4.5756529739663625,5.266966729018722
energyHeating,2,0,6.015512328820616,4.529468630429529,4.000360711197741,7.5783079342699775,7.0557863207715625
energyHeating,2,1,7.466646069585745,4.562632842570592,4.052531417179827,4.870104112300863,4.230315214518793
energyHeating,2,2,9.924714654619027,7.0639141057350985,4.232562507921536,7.5783079342699775,4.065601326769994
energyHeating,2,3,7.466646069585745,4.424660155361422,4.230666380741288,4.754977181917949,4.309213497974679
energyHeating,2,4,7.466646069585745,4.390944945087552,4.246835035727738,4.84633885940789,4.460491284997854
energyHeating,2,5,4.1718587720097,4.390944945087552,6.701332247142331,4.777497545174606,4.5320968320423445
energyHeating,2,6,3.9154401628819455,5.127377297335238,4.252881182931242,4.805044112285312,4.597220822227288
energyHeating,2,7,4.746791101337432,4.415744016945173,6.701332247142331,4.7888533959285375,4.072783330421057
energyHeating,2,8,4.961379518446456,5.127377297335238,4.292568248311819,4.805229889988837,7.0557863207715625
energyHeating,3,0,4.720961515857126,6.817665198540452,3.1336462082467325,7.574852215941214,4.1388931988895425
energyHeating,3,1,7.132839111381972,4.8638593480946035,5.428162710024827,4.213715177324271,7.198845000918231
energyHeating,3,2,7.132839111381972,4.254750477828272,4.647784987479938,4.0397460459753765,4.644966066194409
energyHeating,3,3,4.5373803401019455,7.5162912113814295,4.139621010558593,3.8540797092156063,4.182268249642121
energyHeating,3,4,4.862377481599151,4.580177520757339,4.564930906208801,7.574852215941214,4.760141202861782
energyHeating,3,5,4.4026409207002875,5.275193634997427,3.2725415009451937,8.940145321748624,3.591189157771895
energyHeating,3,6,4.2973786406681365,5.3685149251402455,4.542950030147012,4.1870921895093725,4.560859879142304
energyHeating,3,7,7.132839111381972,5.509787226794956,4.952222399255744,4.189807913581636,4.334191308063886
energyHeating,3,8,5.481054194715544,5.072148282781949,7.326980497603139,4.264863354940935,4.060056081674269
energyHeating,4,0,3.23948621392931,4.346534026421804,4.7037616277617715,7.661784814575328,4.439012182633187
energyHeating,4,1,5.0502606706568365,4.346534026421804,5.062297620998934,4.573820335135505,3.7252603108081948
energyHeating,4,2,4.874860880337879,3.965904935265225,7.380957319693241,4.619568386336058,4.3038154536255036
energyHeating,4,3,4.974068006737618,4.086680209874419,4.430872644339029,4.853496495853122,4.077317596866752
energyHeating,4,4,4.107490214637178,4.934524878076686,5.4247219833445115,4.663766229899872,4.435165402270405
energyHeating,4,5,4.926990825484144,5.040901586293416,4.981987487608587,4.663766229899872,6.926330382910309
energyHeating,4,6,5.576188341758573,5.20033381761487,4.838038563836676,3.7378133532568767,4.520248295609463
energyHeating,4,7,4.834949555855612,4.5186859230951635,6.671786161626037,7.661784814575328,4.106089218893105
energyHeating,4,8,4.8003785489513735,3.938387581295485,4.3985178335789135,4.418851871632809,4.508462644449436
