dataset,Fold,conf,RMSE_0,RMSE_1,RMSE_2,RMSE_3,RMSE_4
wineWhite,0,0,0.8917277706383467,0.9457586889828729,0.8867097507159619,0.8893960777986523,0.8363471393946171
wineWhite,0,1,0.8718274668322383,0.9327676786406388,1.2150276766093908,0.8893960777986523,0.8192905054210234
wineWhite,0,2,0.8813169777964388,0.8345165665003119,0.8839030893801771,0.8848407143296294,0.9019657642601272
wineWhite,0,3,0.9607887572398548,0.9457586889828729,0.8092563982980486,0.8058372163514614,0.9019657642601272
wineWhite,0,4,0.9859618592138332,0.9457586889828729,0.8744063524946037,1.1808469751812505,0.8981420630792095
wineWhite,0,5,0.8591785732497393,1.0089850205989952,0.9911761476495584,0.8893960777986523,0.8363471393946171
wineWhite,0,6,0.8174609257561379,0.8345165665003119,0.8839030893801771,0.8058372163514614,0.8363471393946171
wineWhite,0,7,0.9840759067749388,0.9233601524995452,0.8839030893801771,0.8893960777986523,0.9019657642601272
wineWhite,0,8,0.8698462216201739,1.0076026297581795,0.8092563982980486,0.8893960777986523,1.0423847882335215
wineWhite,1,0,0.8042503706581929,0.954201745988424,0.7949740529831656,0.8662845943299661,0.9003252719648009
wineWhite,1,1,0.8683823521641729,0.8626364074836517,0.8651040579313723,0.8499509655989897,1.0817911434716498
wineWhite,1,2,0.9669376698718452,0.9369460739178659,0.8794380183547064,0.847809189786135,0.9309691280030172
wineWhite,1,3,0.9850933564993434,0.954201745988424,0.8481929156586165,0.8018062080763156,0.9105912828606012
wineWhite,1,4,0.7923694925544771,0.870823332093257,0.8177692305213132,0.8658693319942294,0.9129118313223464
wineWhite,1,5,1.2628475224285227,1.2155714022794355,0.7949740529831656,0.8735811550140309,0.9865460193769128
wineWhite,1,6,0.8709697637921812,0.954201745988424,0.8651040579313723,0.7905992386321713,0.8514821114712887
wineWhite,1,7,0.8891699437362859,0.9512094630257272,0.8651040579313723,0.9623786781441894,0.9933050320969556
wineWhite,1,8,0.8034635422972667,0.867409195210572,0.7949740529831656,0.9458320552830096,0.9129118313223464
wineWhite,2,0,0.8262118874476214,0.8859234293489086,0.9445136573902718,0.7889317860181659,0.8384579807057448
wineWhite,2,1,0.9134389434782412,0.8384348592184692,0.8426382699955234,0.9145464187666532,0.9897348931195687
wineWhite,2,2,0.9250207765191318,0.8384348592184692,1.1269314197341798,0.8339591211808922,1.3106293040248194
wineWhite,2,3,0.9134389434782412,0.8318431121279127,0.8801607663796891,1.001780467614054,0.921031916070673
wineWhite,2,4,0.8233344370887057,0.8891999758032446,0.8429673660648961,0.830892004589834,0.8529525193251941
wineWhite,2,5,0.8247103448317674,0.8859234293489086,0.8030226231939425,0.8387289941529033,0.8384579807057448
wineWhite,2,6,0.9134389434782412,0.8859234293489086,0.8030226231939425,0.7741669712150065,0.9135521286698848
wineWhite,2,7,0.8262118874476214,0.8966564499390247,0.9010402594943546,0.830892004589834,0.9246780526181227
wineWhite,2,8,0.9134389434782412,0.8966564499390247,0.8161768715895689,1.001780467614054,0.921031916070673
wineWhite,3,0,0.9772974841745868,0.9461678495359584,0.8104067545266825,0.8615963662400343,0.8818093357783595
wineWhite,3,1,0.9103964183187352,0.9027919926916418,0.9156264064061846,0.8077319044648322,0.9019645131807138
wineWhite,3,2,0.9503485484928156,0.8160974090602959,0.909236604018097,0.8817892432587932,0.944764301306537
wineWhite,3,3,0.8112418642962576,0.8973282963218432,0.8540550800610487,0.8817892432587932,0.8879414136673893
wineWhite,3,4,0.9037365326070906,1.0171382355276586,0.8899778659821759,0.7832843959340309,0.9128432347521488
wineWhite,3,5,0.8991704861001258,1.011731646746016,0.8713964899889467,0.8817892432587932,0.9939678471399432
wineWhite,3,6,0.9103964183187352,0.8190496509708769,0.8052184384957077,0.8194627963095867,0.9207402366452564
wineWhite,3,7,0.9503485484928156,1.0135158015918997,0.9156264064061846,0.8615963662400343,0.8771976407954387
wineWhite,3,8,0.8991704861001258,0.9027919926916418,0.8941639916457885,0.8615963662400343,0.8461386818696378
wineWhite,4,0,0.9090633628760995,0.9923723751294978,0.9128981499651339,0.8291307497085441,0.9123861536725075
wineWhite,4,1,0.911479853557469,0.9897919342726241,0.9128981499651339,1.17161683518457,0.8987733461443929
wineWhite,4,2,0.8218151093634842,0.9923723751294978,0.9128981499651339,0.7679099750577786,0.9123861536725075
wineWhite,4,3,0.8582273380979376,0.8946415655174748,0.832567819123588,0.7851953720965767,0.968183796721413
wineWhite,4,4,0.9223029073414547,0.8946415655174748,0.8298476894238732,0.8612541783162131,0.968183796721413
wineWhite,4,5,0.9223029073414547,0.8273656866024335,0.9128981499651339,0.7666377401379075,0.8987733461443929
wineWhite,4,6,0.911479853557469,0.8229040557500151,0.9128981499651339,0.8190194810529149,0.896567487654377
wineWhite,4,7,0.9223029073414547,0.8285766862619991,1.0067358827395103,0.7851953720965767,0.8627663742207942
wineWhite,4,8,0.9936842419705114,0.9015886040930036,0.8914969416202235,0.8532087483225037,0.8987733461443929
