dataset,Fold,conf,RMSE_0,RMSE_1,RMSE_2,RMSE_3,RMSE_4
airfoil,0,0,6.68079972008366,25.40754316669825,7.4418384665817126,6.688830225588303,7.325941377354425
airfoil,0,1,13.187199658145444,8.623981071004668,7.301321366996754,6.836593689038588,30.33504323097106
airfoil,0,2,6.8296354012234035,6.139453448478322,6.822071823227378,6.687970664305066,12.601994608604874
airfoil,0,3,6.7080592838234026,7.235502805437582,6.000576993097693,26.025233200043893,7.215851120597428
airfoil,0,4,9.894600878877718,6.626679166788275,6.675406777772098,6.376022839219412,7.018707420990032
airfoil,0,5,6.413719532838448,6.883754049852447,6.9309190541557575,5.5694516186716525,7.738121543468012
airfoil,0,6,6.930279551057558,6.62806355205945,6.912104075132638,24.510880555543128,9.744583124118753
airfoil,0,7,6.837665291740423,6.574019518547544,7.477373675549887,6.474875291506232,22.729113555087288
airfoil,0,8,7.278322751694883,6.605673603485737,6.99941783603968,6.8532564886358776,25.49551865075181
airfoil,1,0,12.258589797537795,6.287768121435023,11.542405187698927,9.359293977724397,16.878057099940847
airfoil,1,1,25.597641400278693,8.57262570073884,28.971105757463693,21.57957953090639,15.665389744768802
airfoil,1,2,6.909775281630348,25.448439813429808,6.8656017185799465,7.297410657187202,8.736770830096967
airfoil,1,3,6.909388400157969,10.715116202167863,6.723850738893317,15.375520636103776,5.960975217569338
airfoil,1,4,6.740143655365517,15.447875051755394,6.809981584917487,8.833843751955591,7.1260710698179555
airfoil,1,5,7.286846425674383,25.448439813429808,6.002993750521977,9.525153744611618,6.629708398806697
airfoil,1,6,6.819729450227793,6.7958019521072615,6.961095890916429,7.332400971780722,16.298344817869534
airfoil,1,7,14.23974386223006,6.874396789355296,6.5925517919676615,6.40247973129164,16.677720326670773
airfoil,1,8,13.968762555036573,9.351906832886458,6.460956934652157,7.000417472572322,10.454736624691542
airfoil,2,0,7.5325574791322305,5.890419156765523,26.206057402583472,8.694319149854607,8.404625168730615
airfoil,2,1,26.24478184740953,8.985967068749657,8.736818080791169,17.991827009535047,7.5382362667632465
airfoil,2,2,16.43799003706345,15.101629671682241,19.678767727028664,6.797959332869773,13.30940563350166
airfoil,2,3,8.261672513964257,6.950751458368633,7.080033973561496,7.714687690093021,7.3836953574062525
airfoil,2,4,7.104065272814572,8.758400442935434,6.938174944234217,6.800608321831957,6.659940742869228
airfoil,2,5,7.471309416066883,6.0811034661001395,29.832103573227386,34.070091166721014,7.459499742131518
airfoil,2,6,25.517351594357148,6.445656677203061,6.6867812802550635,6.72175161687505,6.924536589601308
airfoil,2,7,7.2499226511649955,6.279159380754392,7.178470598004607,7.08709225154197,8.063836200119862
airfoil,2,8,35.09574045743067,24.80535216283221,6.794579100429032,6.661576369528049,34.914932372140925
airfoil,3,0,10.414044653878122,6.202492070085173,9.05212248744913,6.024331118290584,6.9433202460114725
airfoil,3,1,7.1902493782602095,6.818209835395148,7.372354292029621,7.3454643874690735,7.669936068640425
airfoil,3,2,34.17784602464276,7.191058135182293,7.797373712898313,32.817295356221535,7.821035451523397
airfoil,3,3,9.253275132343036,16.124550237412592,6.9645313441387176,7.003384110255929,6.746168575733226
airfoil,3,4,6.852061287339961,3.9715604691235398,6.713934996912452,6.074565333862897,6.7361240905393185
airfoil,3,5,33.770073662683785,7.251306496238103,7.1257013699924165,25.901950278405682,9.877830093101464
airfoil,3,6,7.688860863379217,7.969164153989568,7.296455523702033,6.870525836968068,6.754000729712471
airfoil,3,7,6.830338334177606,25.796109450057305,7.2829381540152,7.062520235573128,6.3876490231965795
airfoil,3,8,6.855802996042135,6.757706217348173,30.969808333591658,17.679580137033362,6.771392970613364
airfoil,4,0,7.564175302225234,6.698100824434284,8.493670393063042,25.50251612635506,15.183660324257007
airfoil,4,1,6.365501304405187,8.729509178295267,6.961321140821534,25.50251612635506,7.581887334632784
airfoil,4,2,6.625028790868144,33.121590653698796,16.19761982130548,25.50251612635506,13.23615723207903
airfoil,4,3,6.005872267580803,20.662914726052573,7.719704791865443,13.129015181815296,7.074302712962666
airfoil,4,4,12.882426753695185,6.422792704142024,6.462203426549714,7.070389813039543,6.815181938718164
airfoil,4,5,8.305003301156692,22.382822525804013,25.22910412113729,9.18436026388877,22.810042064242733
airfoil,4,6,6.662902283402802,6.658439540291112,6.931183316268813,7.5643346473873985,6.360105456754176
airfoil,4,7,6.934983968241393,7.103837313233232,7.3372367065628135,25.50251612635506,6.679377134121309
airfoil,4,8,9.236434226012596,6.686485317533964,6.922202041471379,7.059138275444758,6.623015710920806
