dataset,conf,Fold,Rep,RMSE_cv,RMSE_train,RMSE_test
energyCooling,1,2,4,2.021567088402394,1.7550885078551006,1.7829569253325261
energyCooling,1,2,5,2.021567088402394,1.7550885078551006,1.7829569253325257
energyCooling,1,3,0,1.9895753731450543,1.6923675841136305,1.7800441209701088
energyCooling,1,3,1,1.9895753731450543,1.6923675841136308,1.780044120970109
energyCooling,1,3,2,1.9895753731450543,1.6923675841136305,1.780044120970109
energyCooling,1,3,3,1.9895753731450543,1.6923675841136305,1.780044120970109
energyCooling,1,3,4,1.9895753731450543,1.6923675841136305,1.780044120970109
energyCooling,1,3,5,1.9895753731450543,1.6923675841136305,1.7800441209701097
energyCooling,1,4,0,2.023311876400008,1.6431311919942437,1.8321151876343889
energyCooling,1,4,1,2.023311876400008,1.6431311919942437,1.8321151876343889
energyCooling,1,4,2,2.023311876400008,1.6431311919942437,1.8321151876343884
energyCooling,1,4,3,2.023311876400008,1.6431311919942437,1.8321151876343882
energyCooling,1,4,4,2.023311876400008,1.6431311919942437,1.832115187634388
energyCooling,1,4,5,2.023311876400008,1.6431311919942437,1.8321151876343889
energyHeating,0,0,0,0.6640221292734049,0.37324848287357676,0.6123685347914255
energyHeating,0,0,1,0.6640221292734049,0.37324848287357676,0.6123685347914255
energyHeating,0,0,2,0.6640221292734049,0.37324848287357676,0.6123685347914255
energyHeating,0,0,3,0.6640221292734049,0.37324848287357676,0.6123685347914255
energyHeating,0,0,4,0.6640221292734049,0.37324848287357676,0.6123685347914256
energyHeating,0,0,5,0.6640221292734049,0.37324848287357676,0.6123685347914253
energyHeating,0,1,0,0.6304331519862366,0.3238249701491129,0.5596738448330311
energyHeating,0,1,1,0.6304331519862366,0.3238249701491129,0.559673844833031
energyHeating,0,1,2,0.6304331519862366,0.3238249701491129,0.5596738448330313
energyHeating,0,1,3,0.6304331519862366,0.3238249701491129,0.5596738448330311
energyHeating,0,1,4,0.6304331519862366,0.3238249701491129,0.5596738448330311
energyHeating,0,1,5,0.6304331519862366,0.3238249701491129,0.5596738448330311
energyHeating,0,2,0,0.6245607778245688,0.32143663330289357,0.49749443553052836
energyHeating,0,2,1,0.6245607778245688,0.32141862022063783,0.5012198487295395
energyHeating,0,2,2,0.6245607778245688,0.32143663330289357,0.4974944355305284
energyHeating,0,2,3,0.6245607778245688,0.32143663330289357,0.49749443553052847
energyHeating,0,2,4,0.6245607778245688,0.32143663330289357,0.49749443553052836
energyHeating,0,2,5,0.6245607778245688,0.32143663330289357,0.4974944355305285
energyHeating,0,3,0,0.6112775241309338,0.3091617787179623,0.5153507453224746
energyHeating,0,3,1,0.6112775241309338,0.30916177871796224,0.5153507453224744
energyHeating,0,3,2,0.6112775241309338,0.30916177871796224,0.5153507453224745
energyHeating,0,3,3,0.6112775241309338,0.30916177871796224,0.5153507453224746
energyHeating,0,3,4,0.6112775241309338,0.3091617787179623,0.5153507453224745
energyHeating,0,3,5,0.6112775241309338,0.3091617787179623,0.5153507453224744
energyHeating,0,4,0,0.6216250162792478,0.3675878929978391,0.6877457295055778
energyHeating,0,4,1,0.6216250162792478,0.3675878929978391,0.687745729505578
energyHeating,0,4,2,0.6216250162792478,0.3675878929978391,0.6877457295055779
energyHeating,0,4,3,0.6216250162792478,0.3675878929978391,0.687745729505578
energyHeating,0,4,4,0.6216250162792478,0.3675878929978391,0.687745729505578
energyHeating,0,4,5,0.6216250162792478,0.3675878929978391,0.6877457295055779
Geographical,1,0,0,37.33942272077937,25.453071183164937,43.6082006226955
Geographical,1,0,1,37.33942272077937,25.453071183164937,43.6082006226955
Geographical,1,0,2,37.33942272077937,25.453071183164937,43.6082006226955
Geographical,1,0,3,37.33942272077937,25.453071183164937,43.19273990072379
Geographical,1,0,4,37.33942272077937,25.453071183164937,43.6082006226955
Geographical,1,0,5,37.33942272077937,25.453071183164937,43.6082006226955
