Algorithm,Dataset,RMSE_train,RMSE_test
GSGP,energyCooling,1.84741,1.88613
GSGP,energyCooling,2.13068,2.24127
GSGP,energyCooling,1.99579,2.03418
GSGP,energyCooling,1.9648900000000002,1.9766099999999998
GSGP,energyCooling,2.34913,2.34678
GSGP,energyCooling,2.00716,2.09033
GSGP,energyCooling,2.13334,2.15859
GSGP,energyHeating,1.24597,1.34144
GSGP,energyHeating,1.69425,1.76208
GSGP,energyHeating,1.9593,2.25964
GSGP,energyHeating,1.04318,1.05829
GSGP,energyHeating,1.41022,1.55037
GSGP,energyHeating,1.47484,1.62854
GSGP,energyHeating,0.963284,1.01762
GSGP,energyHeating,1.15431,1.33497
GSGP,energyHeating,2.0516,2.20094
GSGP,energyHeating,1.12212,1.22444
GSGP,energyHeating,1.12161,1.07695
GSGP,energyHeating,1.72882,1.92209
GSGP,energyHeating,2.49287,2.40657
GSGP,energyHeating,2.15933,1.99615
GSGP,energyHeating,2.09345,2.10183
GSGP,energyHeating,1.62648,1.67082
GSGP,energyHeating,1.68918,1.61639
GSGP,energyHeating,1.96687,1.86122
GSGP,energyHeating,1.42749,1.61202
GSGP,energyHeating,1.70723,1.88586
GSGP,energyHeating,1.9576799999999999,2.23303
GSGP,energyHeating,1.8885,2.12392
GSGP,energyHeating,0.985817,1.08168
GSGP,energyHeating,0.927625,0.94398
GSGP,energyHeating,0.951108,0.992943
GSGP,energyHeating,1.7982,1.67523
GSGP,energyHeating,0.801048,0.851764
GSGP,energyHeating,1.08899,1.13523
GSGP,energyHeating,1.48423,1.4244700000000001
GSGP,energyHeating,1.01349,1.15315
GSGP,Geographical,41.0394,46.4585
GSGP,Geographical,40.8604,46.1184
GSGP,Geographical,40.5322,44.5445
GSGP,Geographical,42.6649,48.1172
GSGP,Geographical,41.0562,45.3593
GSGP,Geographical,40.5894,45.6782
GSGP,Geographical,41.6262,45.5565
GSGP,Geographical,42.8902,46.5761
GSGP,Geographical,41.1432,43.8411
GSGP,Geographical,41.1185,43.8395
GSGP,Geographical,40.9049,44.3832
GSGP,Geographical,40.831,45.3405
GSGP,Geographical,42.9599,43.3225
GSGP,Geographical,42.6481,42.4311
GSGP,Geographical,42.7974,42.8509
GSGP,Geographical,42.8791,43.3023
GSGP,Geographical,42.4782,42.4178
GSGP,Geographical,41.6255,44.6454
GSGP,Geographical,42.6453,42.6065
GSGP,Geographical,42.4893,42.93600000000001
GSGP,Geographical,42.79600000000001,42.7536
GSGP,Geographical,42.8675,43.3069
GSGP,Geographical,42.6892,42.3384
GSGP,Geographical,44.7782,41.9279
GSGP,Geographical,42.4324,45.0434
GSGP,Geographical,42.4628,44.6475
GSGP,Geographical,41.6949,44.7264
GSGP,Geographical,41.9813,45.3259
GSGP,Geographical,41.9752,44.7052
GSGP,Geographical,41.5321,45.4095
GSGP,towerData,58.1488,63.146
GSGP,towerData,68.5042,71.3789
GSGP,towerData,70.7471,73.7409
GSGP,towerData,61.8815,64.8034
GSGP,towerData,62.7438,66.1134
GSGP,towerData,61.0879,64.0292
GSGP,towerData,63.0128,60.755
GSGP,towerData,59.6869,57.8475
GSGP,towerData,62.2135,60.6871
GSGP,towerData,69.2062,67.4694
GSGP,towerData,63.3858,62.0001
GSGP,towerData,58.517,55.5012
GSGP,towerData,62.0833,62.5183
GSGP,towerData,63.914,64.6975
GSGP,towerData,65.10300000000001,66.5303
GSGP,towerData,58.21100000000001,59.2895
GSGP,towerData,58.7499,59.7397
GSGP,towerData,65.1135,65.8813
GSGP,towerData,62.9655,61.6695
GSGP,towerData,61.7347,59.9499
GSGP,towerData,72.2337,73.1029
GSGP,towerData,66.993,66.6432
GSGP,towerData,66.5285,65.5459
GSGP,towerData,76.2067,76.0384
GSGP,towerData,60.4121,59.2395
GSGP,towerData,55.8293,54.9825
GSGP,towerData,60.4708,60.523
GSGP,towerData,69.4912,68.498
GSGP,towerData,67.9341,66.8366
GSGP,towerData,62.0413,60.7523
GSGP,tecator,1.0407,1.4218
GSGP,tecator,1.59559,1.62782
GSGP,tecator,1.02015,1.1527
GSGP,tecator,2.36946,3.21614
GSGP,tecator,2.30464,3.0769599999999997
GSGP,tecator,0.904603,1.56741
GSGP,tecator,0.6888850000000001,1.28804
GSGP,tecator,0.632598,1.32064
GSGP,tecator,0.812955,1.3375299999999999
GSGP,tecator,0.771065,1.1761
GSGP,tecator,0.9350379999999999,1.37151
GSGP,tecator,0.733675,1.09264
GSGP,tecator,2.0293200000000002,2.3813299999999997
GSGP,tecator,0.8743879999999999,1.25384
GSGP,tecator,0.870461,1.1246
GSGP,tecator,0.813654,1.63503
GSGP,tecator,0.7787470000000001,1.3903
GSGP,tecator,0.973533,1.44753
GSGP,tecator,0.8036270000000001,1.2026
GSGP,tecator,0.79875,1.2554
GSGP,tecator,0.7915479999999999,0.9152379999999999
GSGP,tecator,0.7309760000000001,0.8702629999999999
GSGP,tecator,0.710483,0.853316
GSGP,tecator,0.8919950000000001,1.05903
GSGP,tecator,1.20912,1.39089
GSGP,tecator,0.789858,0.868093
GSGP,tecator,1.18649,1.22776
GSGP,tecator,1.50458,1.67188
GSGP,tecator,0.746992,0.9990610000000001
GSGP,tecator,0.948876,1.10546
GSGP,wineRed,0.613186,0.638789
GSGP,wineRed,0.624128,0.641867
GSGP,wineRed,0.620232,0.632704
GSGP,wineRed,0.620875,0.6446069999999999
GSGP,wineRed,0.62569,0.635519
GSGP,wineRed,0.623648,0.639087
GSGP,wineRed,0.631736,0.593846
GSGP,wineRed,0.640626,0.620875
GSGP,wineRed,0.628948,0.598579
GSGP,wineRed,0.629147,0.6206
GSGP,wineRed,0.626801,0.601979
GSGP,wineRed,0.6304069999999999,0.606438
GSGP,wineRed,0.616128,0.623107
GSGP,wineRed,0.623189,0.6231770000000001
GSGP,wineRed,0.621135,0.625532
GSGP,wineRed,0.629031,0.634451
GSGP,wineRed,0.619791,0.626684
GSGP,wineRed,0.620958,0.625894
GSGP,wineRed,0.623037,0.6318199999999999
GSGP,wineRed,0.622916,0.621125
GSGP,wineRed,0.642008,0.667042
GSGP,wineRed,0.624138,0.630247
GSGP,wineRed,0.632926,0.644705
GSGP,wineRed,0.6253449999999999,0.63942
GSGP,wineRed,0.628414,0.724089
GSGP,wineRed,0.6157699999999999,0.6930649999999999
GSGP,wineRed,0.616865,0.698394
GSGP,wineRed,0.622817,0.706936
GSGP,wineRed,0.627638,0.696327
GSGP,wineRed,0.6215109999999999,0.703997
GSGP,wineWhite,0.724403,0.7263
GSGP,wineWhite,0.7768729999999999,0.7758550000000001
GSGP,wineWhite,0.769562,0.770733
GSGP,wineWhite,0.728956,0.731288
GSGP,wineWhite,0.767055,0.764827
GSGP,wineWhite,0.7251529999999999,0.726338
GSGP,wineWhite,0.738121,0.763871
GSGP,wineWhite,0.733183,0.746311
GSGP,wineWhite,0.7259180000000001,0.741973
GSGP,wineWhite,0.720691,0.734875
GSGP,wineWhite,0.723364,0.7419439999999999
GSGP,wineWhite,0.723425,0.735294
GSGP,wineWhite,0.723209,0.75107
GSGP,wineWhite,0.723649,0.751604
GSGP,wineWhite,0.723692,0.755479
GSGP,wineWhite,0.724681,0.764447
GSGP,wineWhite,0.72037,0.760213
GSGP,wineWhite,0.723383,0.75675
GSGP,wineWhite,0.731334,0.728326
GSGP,wineWhite,0.7378779999999999,0.7353729999999999
GSGP,wineWhite,0.733468,0.728544
GSGP,wineWhite,0.726475,0.7182189999999999
GSGP,wineWhite,0.747212,0.733258
GSGP,wineWhite,0.727942,0.7201649999999999
GSGP,wineWhite,0.73146,0.7170529999999999
GSGP,wineWhite,0.733243,0.718952
GSGP,wineWhite,0.760283,0.736153
GSGP,wineWhite,0.731514,0.719581
GSGP,wineWhite,0.730544,0.720094
GSGP,wineWhite,0.731399,0.721128
GSGP,yacht,5.40642,5.04798
GSGP,yacht,9.06548,8.59863
GSGP,yacht,8.15398,7.957439999999999
GSGP,yacht,9.78948,9.29607
GSGP,yacht,8.8036,7.98287
GSGP,yacht,9.4944,8.91656
GSGP,yacht,9.23795,9.65502
GSGP,yacht,8.689860000000001,8.77957
GSGP,yacht,8.76224,8.90018
GSGP,yacht,8.76223,8.92525
GSGP,yacht,8.647160000000001,8.99414
GSGP,yacht,8.77913,9.12197
GSGP,yacht,10.8531,10.4753
GSGP,yacht,10.4549,10.1063
GSGP,yacht,9.314210000000001,9.8037
GSGP,yacht,10.2785,10.0652
GSGP,yacht,8.792110000000001,8.1639
GSGP,yacht,8.28014,9.35869
GSGP,yacht,7.18332,9.02651
GSGP,yacht,7.0290300000000006,9.16341
GSGP,yacht,7.172689999999999,9.377880000000001
GSGP,yacht,8.30143,9.93567
GSGP,yacht,9.052710000000001,10.702
GSGP,yacht,8.48137,10.1587
GSGP,yacht,8.328,8.39772
GSGP,yacht,9.73661,8.58089
GSGP,yacht,9.62053,8.94367
GSGP,yacht,8.48274,8.23144
GSGP,yacht,9.81767,9.353769999999999
GSGP,yacht,9.52104,8.96792
GPLearn,airfoil,7.066756792738893,6.977486447892224
GPLearn,airfoil,7.640191953907556,7.6166060656760095
GPLearn,airfoil,6.5375572833558016,6.355494039259341
GPLearn,airfoil,6.868345668199304,6.861680875495478
GPLearn,airfoil,15.419335941521904,15.592636829746525
GPLearn,airfoil,22.871307217482855,24.175874188377595
GPLearn,airfoil,7.777482804587308,7.322748674655912
GPLearn,airfoil,6.7786923788040125,6.538412932726757
GPLearn,airfoil,6.970746659221875,6.702215332248597
GPLearn,airfoil,7.187821761492892,6.864501662877653
GPLearn,airfoil,7.501452823489162,7.152396742052889
GPLearn,airfoil,7.022819396916753,6.762337701430375
GPLearn,airfoil,6.982458083355604,6.834712199120793
GPLearn,airfoil,6.9235584398268655,6.9092765018914255
GPLearn,airfoil,34.16257102084147,32.370961406873825
GPLearn,airfoil,6.929854321698601,6.6794745874595405
GPLearn,airfoil,6.915310769064942,6.8235023174715765
GPLearn,airfoil,7.2255667493761635,7.071717290533012
GPLearn,airfoil,6.7281208486477535,6.491609382475513
GPLearn,airfoil,15.829291077606364,16.410601364745098
GPLearn,airfoil,6.880078783891162,6.867769857497767
GPLearn,airfoil,25.855032506655245,25.45481194718725
GPLearn,airfoil,25.803076403227315,26.790396646828537
GPLearn,airfoil,6.785528306883569,6.90079076395272
GPLearn,airfoil,6.766663629449057,7.304820816565107
GPLearn,airfoil,7.1000393045669945,7.563918481818264
GPLearn,airfoil,7.045475197132256,7.818458194306133
GPLearn,airfoil,6.7180225052260445,7.160747233303332
GPLearn,airfoil,6.935006648720349,7.470526658986626
GPLearn,airfoil,7.100039304566994,7.563918481818264
GPLearn,concrete,10.492771213471627,9.579842486607387
GPLearn,concrete,13.56592667713855,12.926111027852599
GPLearn,concrete,12.30128216209466,11.803455194444856
GPLearn,concrete,11.796919768217812,11.455674018730747
GPLearn,concrete,15.94956929833375,15.380010845866547
GPLearn,concrete,15.94956929833375,15.380010845866547
GPLearn,concrete,12.94255759766497,13.873977930646738
GPLearn,concrete,11.912215498175039,12.645994538661384
GPLearn,concrete,15.712822692194335,15.950665557096958
GPLearn,concrete,15.780822931352134,16.06120441516194
GPLearn,concrete,10.388754385938798,10.878647144796169
GPLearn,concrete,15.712822692194335,15.950665557096958
GPLearn,concrete,12.191391397875625,12.230115375854695
GPLearn,concrete,14.44709315942402,15.435068895285893
GPLearn,concrete,15.083658528512707,15.000704696923686
GPLearn,concrete,13.220509232791086,13.780623307942946
GPLearn,concrete,11.655036347352324,11.371525552296822
GPLearn,concrete,11.467445147550151,11.099983771618678
GPLearn,concrete,11.111602082430869,11.675278691194928
GPLearn,concrete,12.06495062055902,12.397042612380874
GPLearn,concrete,14.70360291395061,15.354216639482939
GPLearn,concrete,15.607954546893113,16.723241201299743
GPLearn,concrete,14.698395806892329,14.703253229104304
GPLearn,concrete,15.607954546893113,16.723241201299743
GPLearn,concrete,16.112742411227245,15.905006610044284
GPLearn,concrete,12.4002234643997,10.749845214617393
GPLearn,concrete,13.575069625224664,12.887658880633865
GPLearn,concrete,15.766225762118488,15.406431672176517
GPLearn,concrete,15.1949018567775,14.792503249254414
GPLearn,concrete,11.645397696389587,11.481935043556886
GPLearn,energyCooling,4.331075669353842,4.387759500175788
GPLearn,energyCooling,4.7120468731812215,4.6211164910951625
GPLearn,energyCooling,4.5054514967842545,4.160486336419901
GPLearn,energyCooling,4.784330431477835,4.4426447626897465
GPLearn,energyCooling,3.694572760200311,3.7303737567270088
GPLearn,energyCooling,4.5054514967842545,4.160486336419901
GPLearn,energyCooling,4.090220790944058,4.210429155200069
GPLearn,energyCooling,4.0923505405549445,4.240888856689442
GPLearn,energyCooling,4.271054612306583,4.267024156299484
GPLearn,energyCooling,3.589177601990763,3.5579232149618134
GPLearn,energyCooling,4.023301400508233,4.063728903806917
GPLearn,energyCooling,4.0890731196996235,3.943643171422045
GPLearn,energyCooling,3.9848618893368912,4.003734276339984
GPLearn,energyCooling,4.00211150504496,3.894779868838716
GPLearn,energyCooling,4.313030534745743,4.181984664616666
GPLearn,energyCooling,4.165396789524505,4.693356729107945
GPLearn,energyCooling,5.608252588534887,6.190345627782277
GPLearn,energyCooling,4.209512130683334,4.431876430478279
GPLearn,energyCooling,3.8120320408009882,3.896621731194559
GPLearn,energyCooling,3.6588170778057467,3.899307775188439
GPLearn,energyCooling,8.485226269976758,8.207610627292015
GPLearn,energyCooling,3.93444173616933,3.992211404298944
GPLearn,energyCooling,4.483105007160608,4.91105070412492
GPLearn,energyCooling,4.1668247388854365,4.494598679758608
GPLearn,energyCooling,4.551806542327174,4.705556551795237
GPLearn,energyCooling,5.75983853576628,5.800702559229398
GPLearn,energyCooling,4.500748822896908,4.178558487836469
GPLearn,energyCooling,4.723151026976964,4.696226122590153
GPLearn,energyCooling,3.869410828100051,3.6644254124898334
GPLearn,energyCooling,4.342854048623948,4.235248111564284
GPLearn,energyHeating,4.645765412428782,5.064867749077711
GPLearn,energyHeating,4.295329751931633,4.791606528000981
GPLearn,energyHeating,4.193145309343255,4.935215840376067
GPLearn,energyHeating,4.405669810536598,4.8460449835884525
GPLearn,energyHeating,3.702149962491896,3.7391291791917385
GPLearn,energyHeating,4.485657524969957,4.8187441681919525
GPLearn,energyHeating,4.748621402935233,4.834891512532203
GPLearn,energyHeating,6.6848468641507015,6.8940439303616055
GPLearn,energyHeating,7.174663723366714,7.2494283941788655
GPLearn,energyHeating,4.492076986540551,4.5187188541985766
GPLearn,energyHeating,4.636209459975094,4.920042772815542
GPLearn,energyHeating,4.582040991270427,4.79923450993619
GPLearn,energyHeating,4.614260742424087,4.674536314213105
GPLearn,energyHeating,4.614260742424087,4.674536314213105
GPLearn,energyHeating,3.4437211705079536,3.238784729650103
GPLearn,energyHeating,7.180345789524412,7.226963877557349
GPLearn,energyHeating,3.5542027053078398,3.383850920043649
GPLearn,energyHeating,4.197767189374381,4.261116697068388
GPLearn,energyHeating,4.901458404865065,4.6604746719167105
GPLearn,energyHeating,4.666842571906258,4.46019176859956
GPLearn,energyHeating,4.5591323499986025,4.3960763619360135
GPLearn,energyHeating,4.279923542733017,4.24671453878013
GPLearn,energyHeating,4.853398478560262,4.557981601352795
GPLearn,energyHeating,3.8498463707000767,4.103177456419823
GPLearn,energyHeating,4.7284801141990505,4.1911260089456706
GPLearn,energyHeating,5.374907173219942,4.6917461136359515
GPLearn,energyHeating,3.866850179079095,3.6586822543553965
GPLearn,energyHeating,4.193931315835439,3.8322721129256423
GPLearn,energyHeating,5.2569841890791,4.855299779386688
GPLearn,energyHeating,3.869660319286592,3.5117341234558146
GPLearn,Geographical,53.69524714056962,55.47002519406775
GPLearn,Geographical,46.00537517426194,48.269081165921726
GPLearn,Geographical,49.85331432221393,52.41754218791577
GPLearn,Geographical,46.02479211249741,49.58316184585968
GPLearn,Geographical,46.03057856498996,48.75867855548604
GPLearn,Geographical,49.354734492461155,51.11542984900426
GPLearn,Geographical,47.314272286902856,47.79764307753455
GPLearn,Geographical,49.213504191464175,51.684838581233905
GPLearn,Geographical,47.19140271829826,47.49659235149441
GPLearn,Geographical,50.54329063581992,51.19990490812775
GPLearn,Geographical,46.419966511149426,48.737090459359656
GPLearn,Geographical,53.880945001746895,54.74587883505575
GPLearn,Geographical,50.77836745765789,49.68673876506365
GPLearn,Geographical,51.104741945936645,52.780184817654025
GPLearn,Geographical,47.86688249448087,45.38180556554378
GPLearn,Geographical,48.86001209102165,46.721944691983815
GPLearn,Geographical,48.542148394884215,47.77486331748883
GPLearn,Geographical,46.09006383448411,40.177512599395335
GPLearn,Geographical,48.28466455698693,48.67152750745832
GPLearn,Geographical,51.632754387010486,51.43206293798692
GPLearn,Geographical,49.743272749739816,47.863401630975474
GPLearn,Geographical,54.24778797840143,53.27882590090444
GPLearn,Geographical,51.632754387010486,51.43206293798692
GPLearn,Geographical,51.632754387010486,51.43206293798692
GPLearn,Geographical,49.39765039789346,50.058886987471155
GPLearn,Geographical,51.75601760526551,50.93075047979972
GPLearn,Geographical,47.82384267809598,49.114822228352566
GPLearn,Geographical,48.52184328687575,49.46239712164253
GPLearn,Geographical,54.88542340677531,50.58133554009087
GPLearn,Geographical,51.44796990734114,47.628528590543525
GPLearn,tecator,3.5588732092512982,3.7439144120259447
GPLearn,tecator,3.7053295940617614,3.8639613448425334
GPLearn,tecator,1.5826690099220666,1.7765087923142346
GPLearn,tecator,1.9943900401591519,1.8781147943446823
GPLearn,tecator,2.7732387086026997,2.9090568550239277
GPLearn,tecator,3.0222012474500346,2.9361864502903385
GPLearn,tecator,3.3937369778258266,2.8320800864578963
GPLearn,tecator,2.7159521993683367,2.763620216601104
GPLearn,tecator,2.342064603354127,3.1301757135973447
GPLearn,tecator,3.3115081078878528,3.2749681920105695
GPLearn,tecator,3.3199493736804384,4.285815784414943
GPLearn,tecator,3.03668119475506,3.6989122361117
GPLearn,tecator,2.2306258518004247,2.1565556697148858
GPLearn,tecator,3.3097349170749077,3.4094112069687466
GPLearn,tecator,3.4968134391454573,3.128842332599766
GPLearn,tecator,2.360962191267628,2.766570986215507
GPLearn,tecator,3.263392970455121,3.2277984437829446
GPLearn,tecator,4.796571962861737,5.188060561036768
GPLearn,tecator,3.2248209837516733,3.0258024047847165
GPLearn,tecator,3.0479032831610717,3.0935515541258374
GPLearn,tecator,2.9791053838115085,3.1080530767055867
GPLearn,tecator,2.8847814945353525,3.110580806773292
GPLearn,tecator,3.4897135962953905,3.1603653266215117
GPLearn,tecator,2.0398641443312826,2.1918945361491438
GPLearn,tecator,3.448401791005648,3.3530640205703017
GPLearn,tecator,2.9543435616721183,2.8058173527187824
GPLearn,tecator,2.2803038668041733,2.2685609157843007
GPLearn,tecator,3.1102077079507033,2.854865787591666
GPLearn,tecator,2.76353588332619,2.350118241803546
GPLearn,tecator,3.4453049063152124,3.349598385548397
GPLearn,towerData,65.88662004446016,69.30935232457078
GPLearn,towerData,69.52312307649102,73.38973703490193
GPLearn,towerData,64.97835015276793,69.10292508250289
GPLearn,towerData,66.15962760020392,70.31908764340503
GPLearn,towerData,73.76905075586801,78.75497888762281
GPLearn,towerData,62.513747773967225,67.43246881060986
GPLearn,towerData,67.44391144056803,65.65409060276089
GPLearn,towerData,68.82146313118821,67.0775077486294
GPLearn,towerData,59.64256463326803,56.70245468892585
GPLearn,towerData,72.10086483820587,70.31810877980696
GPLearn,towerData,64.02062611877528,61.14732705516625
GPLearn,towerData,71.15604634773213,70.14602820968493
GPLearn,towerData,66.391632843227,67.07173618165882
GPLearn,towerData,80.5975803045711,83.83332770840951
GPLearn,towerData,66.391632843227,67.07173618165882
GPLearn,towerData,72.86178686673142,76.12507041855224
GPLearn,towerData,66.391632843227,67.07173618165882
GPLearn,towerData,70.7000949475549,70.89093716178517
GPLearn,towerData,81.67245266815894,79.56458357030456
GPLearn,towerData,60.994471395593976,59.83876223081152
GPLearn,towerData,64.6665610075522,63.69699103306918
GPLearn,towerData,77.90073489076633,76.67655181441859
GPLearn,towerData,63.55997152046761,62.62756514767902
GPLearn,towerData,77.84509873998209,77.34970261404564
GPLearn,towerData,56.60948175831463,55.20121577874196
GPLearn,towerData,67.1416756354556,66.03806649007666
GPLearn,towerData,66.6841711325731,65.90017987095122
GPLearn,towerData,64.81715512019841,64.28242386720635
GPLearn,towerData,69.96673948141643,69.1636421734902
GPLearn,towerData,68.94140331095899,66.58074372931138
GPLearn,wineRed,0.8110804558627642,0.8013049616310249
GPLearn,wineRed,0.72498814340376,0.7556248605830721
GPLearn,wineRed,0.7934527199401749,0.7951008616900301
GPLearn,wineRed,0.7216744704974759,0.7332863059354452
GPLearn,wineRed,0.7934527199401749,0.7951008616900301
GPLearn,wineRed,0.8164856585646396,0.8213086104801112
GPLearn,wineRed,0.788879384988613,0.7623046972217324
GPLearn,wineRed,0.7288545884870491,0.7043305148080657
GPLearn,wineRed,0.7288545884870491,0.7043305148080657
GPLearn,wineRed,0.7411781977758954,0.7210244044907813
GPLearn,wineRed,0.788879384988613,0.7623046972217324
GPLearn,wineRed,0.8101386749918227,0.7893415481249986
GPLearn,wineRed,0.7342569170596734,0.6815345467236437
GPLearn,wineRed,0.7342569170596734,0.6815345467236437
GPLearn,wineRed,0.7342569170596734,0.6815345467236437
GPLearn,wineRed,0.8909122659318588,0.8597066148037866
GPLearn,wineRed,0.8203412229486245,0.7720014938494076
GPLearn,wineRed,0.8052970821792309,0.7459891880271272
GPLearn,wineRed,0.8656818102546442,0.9100625452854813
GPLearn,wineRed,0.997194031492662,1.0237619314859814
GPLearn,wineRed,0.7898704769218347,0.8092311472037557
GPLearn,wineRed,0.8090986793093559,0.8085495581333358
GPLearn,wineRed,0.8153902603565164,0.8256466940359641
GPLearn,wineRed,0.7782927190075819,0.8046248284335739
GPLearn,wineRed,0.7751622410876623,0.8167404620172592
GPLearn,wineRed,0.8086944392650334,0.8516923778188991
GPLearn,wineRed,0.7106660963284532,0.7752615341459335
GPLearn,wineRed,0.7811157185187523,0.8426974423037742
GPLearn,wineRed,0.7811157185187523,0.8426974423037742
GPLearn,wineRed,0.7811157185187523,0.8426974423037742
GPLearn,wineWhite,0.8868016787596514,0.8822042123706101
GPLearn,wineWhite,0.9091399703750694,0.908772941263182
GPLearn,wineWhite,0.9028314256028972,0.8925378279879296
GPLearn,wineWhite,0.9169382275082978,0.9364274492892573
GPLearn,wineWhite,0.8103734720907227,0.8010313831696767
GPLearn,wineWhite,0.996042568031738,0.9913340413423882
GPLearn,wineWhite,0.8019952840893267,0.8340615218653415
GPLearn,wineWhite,0.8819204633533678,0.9015546062145432
GPLearn,wineWhite,0.8969583032070936,0.915905968771046
GPLearn,wineWhite,0.8969583032070936,0.915905968771046
GPLearn,wineWhite,0.8969583032070936,0.915905968771046
GPLearn,wineWhite,0.7995853919622433,0.8100100992977816
GPLearn,wineWhite,0.8820088140344874,0.9012089927558116
GPLearn,wineWhite,0.8789922068493141,0.8990094730293345
GPLearn,wineWhite,0.8955869786188011,0.9212553243573957
GPLearn,wineWhite,0.8820088140344874,0.9012089927558116
GPLearn,wineWhite,0.8820088140344874,0.9012089927558116
GPLearn,wineWhite,0.8955869786188011,0.9212553243573957
GPLearn,wineWhite,0.927766067022042,0.8927347910688621
GPLearn,wineWhite,0.8698858643834947,0.8530150108748681
GPLearn,wineWhite,0.8139418516283373,0.7864053943449586
GPLearn,wineWhite,0.8699295383904385,0.8571725157607198
GPLearn,wineWhite,0.8200440732217783,0.8119326722385277
GPLearn,wineWhite,0.8200440732217783,0.8119326722385277
GPLearn,wineWhite,0.8201597423896163,0.8114648475656915
GPLearn,wineWhite,0.8873160324411198,0.8801267367404247
GPLearn,wineWhite,0.9021169178877484,0.8954146788866351
GPLearn,wineWhite,0.8201597423896163,0.8114648475656915
GPLearn,wineWhite,0.8201597423896163,0.8114648475656915
GPLearn,wineWhite,0.9021169178877484,0.8954146788866351
GPLearn,yacht,12.870105030546071,12.59223046098814
GPLearn,yacht,4.93243553644041,4.535015342909524
GPLearn,yacht,6.3081251771802895,5.435286372657153
GPLearn,yacht,5.275720956536588,5.517015583081805
GPLearn,yacht,4.6702962617731725,4.114055341526842
GPLearn,yacht,6.453020148429199,5.802482545832528
GPLearn,yacht,13.491972124170346,15.757557607570686
GPLearn,yacht,7.897782286720166,6.892642419826446
GPLearn,yacht,6.627369873573157,7.823580416573164
GPLearn,yacht,4.679328522444281,4.1839965981786875
GPLearn,yacht,7.897782286720166,6.892642419826446
GPLearn,yacht,3.815640578545056,3.5919590947267914
GPLearn,yacht,2.1185123455762778,1.5124947325934586
GPLearn,yacht,7.562703971753246,8.250048618614352
GPLearn,yacht,7.562703971753246,8.250048618614352
GPLearn,yacht,7.562703971753246,8.250048618614352
GPLearn,yacht,7.562703971753246,8.250048618614352
GPLearn,yacht,3.7917969643082596,3.4124013876558394
GPLearn,yacht,7.836354795308568,7.153906261352802
GPLearn,yacht,7.836354795308568,7.153906261352802
GPLearn,yacht,6.3038108897617535,8.648650570165168
GPLearn,yacht,4.112019465930553,6.03709957196264
GPLearn,yacht,4.902405023130497,7.271836411324929
GPLearn,yacht,6.3412742751921645,8.772993623087423
GPLearn,yacht,7.310540431095195,9.133886885747351
GPLearn,yacht,7.310540431095195,9.133886885747351
GPLearn,yacht,4.800943910756519,3.6401532591713206
GPLearn,yacht,3.9783684685617393,4.59597090151984
GPLearn,yacht,6.366997021814541,5.1468292291265065
GPLearn,yacht,3.3100612648469983,2.705772091590398
DCGP,airfoil,8.477716065102035,8.278630918172562
DCGP,airfoil,7.8709768621018625,7.695525109257683
DCGP,airfoil,6.896726926069841,6.89525556637266
DCGP,airfoil,6.9089581607908235,6.924614444894327
DCGP,airfoil,7.17010605408108,7.133388677818821
DCGP,airfoil,6.895911985018016,6.907029043912496
DCGP,airfoil,8.494143341585243,8.318560301624746
DCGP,airfoil,8.035035153305818,7.795955242963643
DCGP,airfoil,7.143900034720781,6.853323660859387
DCGP,airfoil,6.95174679693167,6.674332390469222
DCGP,airfoil,7.287177466389158,6.970938319623089
DCGP,airfoil,6.9507787703239945,6.674723934764803
DCGP,airfoil,7.562850178708043,7.280398220083313
DCGP,airfoil,6.9695976781622875,6.766948300408952
DCGP,airfoil,7.1365074927169285,6.925668983750667
DCGP,airfoil,6.939438551611608,6.735734309131942
DCGP,airfoil,7.083291892967558,6.9921260425305185
DCGP,airfoil,6.937130825140665,6.734034133711598
DCGP,airfoil,7.206096716498642,6.9948800649302685
DCGP,airfoil,7.219544624009845,7.085720509126926
DCGP,airfoil,6.922737022067344,6.792015479203831
DCGP,airfoil,7.168828421248777,7.0244416957498075
DCGP,airfoil,7.182514544274023,7.068216884060504
DCGP,airfoil,13.90596189542526,13.888850451940252
DCGP,airfoil,6.829222715926898,7.459627447136956
DCGP,airfoil,7.520664346421378,8.108734826644756
DCGP,airfoil,9.301982169320118,9.678029359941704
DCGP,airfoil,6.8438566363547775,7.4427135407447675
DCGP,airfoil,7.953077250463432,8.529567055170883
DCGP,airfoil,7.126672874295587,7.7458482473017405
DCGP,concrete,17.54812063597597,17.049997580532374
DCGP,concrete,17.916899283433665,17.575598785254144
DCGP,concrete,17.132892003061574,16.620078383913945
DCGP,concrete,19.375010247182594,18.884327208951657
DCGP,concrete,20.508635721442896,19.913286201076012
DCGP,concrete,17.965946429613304,17.438728729731586
DCGP,concrete,19.042845667258305,19.1826478043921
DCGP,concrete,18.065131828335492,18.75432033202313
DCGP,concrete,18.987493823995926,19.329275801052763
DCGP,concrete,19.024670392704387,19.404452429040862
DCGP,concrete,26.677078009338807,26.9971841487321
DCGP,concrete,19.662304264656534,20.001678607265607
DCGP,concrete,17.594544684142555,17.654582681065275
DCGP,concrete,19.33566402101992,19.47186644851929
DCGP,concrete,20.796295718493894,21.05085140619036
DCGP,concrete,18.29179609793709,18.33572647322189
