Algorithm,Dataset,RMSE_train,RMSE_test
FEATFull,yacht,0.5733306821852293,0.5705446901306667
FEATFull,yacht,0.4289733642161872,0.7239151993658391
FEATFull,towerData,27.316267806211208,27.490895096418253
FEATFull,yacht,0.6510418577589834,0.8924467127100146
FEATFull,towerData,18.904461745187646,36.84594475119943
FEATFull,towerData,19.365169869578786,44.26109183117529
FEATFull,towerData,19.735325147181104,65.19049375683315
FEATFull,wineRed,0.6033942670567924,0.6350357019179346
FEATFull,wineRed,0.6332818297313348,0.6169559947769904
FEATFull,towerData,19.193661306147014,43.312638226187545
FEATFull,wineRed,0.6491578642996274,0.6360359800525236
FEATFull,wineRed,0.6429059317661493,0.6177432955475417
FEATFull,wineRed,0.6486669021509611,0.6429602267905045
FEATFull,towerData,19.67250449444174,19.230719139854312
FEATFull,wineRed,0.6370822703667975,0.6313863064743184
FEATFull,wineRed,0.6374223857333325,0.6372338824975954
FEATFull,wineRed,0.623142281114828,0.6866908187151792
FEATFull,towerData,19.95632092760854,19.740887354860252
FEATFull,wineRed,0.6263977856767163,0.7036129979181575
FEATFull,wineRed,0.5974365838495153,0.7145719385087574
FEATFull,towerData,22.200317215946995,21.92682203913862
FEATFull,wineRed,0.6219038783234276,0.6921160256584435
FEATFull,wineRed,0.6292860270385859,0.6989350497770217
FEATFull,wineRed,0.6131967677697452,0.7043962555422685
FEATFull,towerData,23.496054308923856,23.186765039915613
FEATFull,towerData,20.21367309315845,19.79518841672879
FEATFull,wineWhite,0.7185224656623003,0.7618793754673161
FEATFull,wineWhite,0.7372999780914691,0.7401883564286402
FEATFull,towerData,19.759194833416,19.059636591341487
FEATFull,wineWhite,0.7335137116901382,0.7735786390690248
FEATFull,wineWhite,0.7305645039777994,0.7750836089665482
FEATFull,wineWhite,0.7198724661963749,0.7220944146078685
FEATFull,wineWhite,0.7286584170879391,0.7325865360162287
FEATFull,wineRed,0.6389987398307999,0.6098619453080683
FEATFull,wineRed,0.6406352141050891,0.6186098907343691
FEATFull,towerData,20.170173757025506,20.968706736428985
FEATFull,towerData,18.772427308331576,27.140758198972115
FEATFull,wineWhite,0.6983108044892664,0.978653072142626
FEATFull,wineWhite,0.7238095589877624,0.8061812687388793
FEATFull,tecator,0.8205925280780302,0.9241133792667884
FEATFull,Geographical,42.90389499476521,45.09476780488118
FEATFull,Geographical,43.44066339846079,45.06854807367071
FEATFull,Geographical,42.131634401212075,45.34439379919404
FEATFull,Geographical,41.3890229709236,45.251152797157786
FEATFull,Geographical,43.84850678258271,46.03049976817145
FEATFull,Geographical,44.17749922747678,46.318759775636025
FEATFull,Geographical,43.795485756889974,44.35110244779467
FEATFull,Geographical,43.17570852287141,45.047164810085256
FEATFull,Geographical,39.55754328602116,42.72877617322617
FEATFull,Geographical,43.370279999299505,45.21148640548042
FEATFull,Geographical,43.8218151263931,45.439608584242016
FEATFull,Geographical,42.307130815331305,44.63200203403819
FEATFull,Geographical,43.46585978323238,44.24963570483911
FEATFull,Geographical,42.102379116837575,43.737558024316904
FEATFull,Geographical,42.78606564585164,43.27706130186578
FEATFull,Geographical,43.12999335698754,86.05284412415573
FEATFull,Geographical,42.7070537374139,43.87490999386416
FEATFull,Geographical,44.192159606101406,44.916883812245686
FEATFull,Geographical,41.252650416440375,43.79066741284802
FEATFull,Geographical,44.89078371351426,44.483386874025705
FEATFull,Geographical,43.356097213992335,46.332994150029506
FEATFull,Geographical,19.876061753481586,19.719152978765887
FEATFull,Geographical,41.409751208727656,41.9878613214714
FEATFull,Geographical,44.206362217672215,44.833133741618816
FEATFull,Geographical,39.75362930550907,43.178819048119536
FEATFull,Geographical,41.07388601930463,44.795431012203274
FEATFull,Geographical,42.385470161822404,43.84255270273077
FEATFull,Geographical,42.90780952275645,44.28964264564069
FEATFull,Geographical,42.19477965519293,44.81490768516335
FEATFull,Geographical,43.053306170667355,44.56366506450411
FEATFull,tecator,0.7105803535608362,0.9737817240214306
FEATFull,tecator,0.9757293380875388,1.0846436441235678
FEATFull,tecator,0.6643628121604817,0.8385325817870068
FEATFull,tecator,0.6546647899488179,0.7549599861313665
FEATFull,tecator,0.6935010445719164,0.8835224124916115
FEATFull,tecator,1.002942305914693,1.3391176755063918
FEATFull,tecator,1.440301477307628,1.6324171962914928
FEATFull,tecator,0.8129089242096347,27.99271062818025
FEATFull,tecator,1.0866703961459678,1.2683582223549603
FEATFull,tecator,0.6441389150382879,0.6979560341977116
FEATFull,tecator,0.776926465431603,0.9027728224613416
FEATFull,tecator,0.7499461182521713,0.945025204923724
FEATFull,tecator,1.6545733634533164,1.4981987151690044
FEATFull,tecator,0.6075629373279876,0.8315376810910661
FEATFull,tecator,0.818699030275341,1.0515892140332237
FEATFull,tecator,3.165108772211659,3.31706957292906
FEATFull,tecator,1.5409071532023522,1.4789170646933725
FEATFull,tecator,1.5644027112081471,1.4911052722956355
FEATFull,tecator,0.5956026877057862,0.9191958300613988
FEATFull,tecator,0.7195358595841506,0.9984738863662754
FEATFull,tecator,0.7517188539363824,0.7444998108217921
FEATFull,tecator,2.025905294789556,1.7995885977797244
FEATFull,tecator,0.6490061914441632,0.8300449937150152
FEATFull,tecator,0.6651473497711974,0.656552339771553
FEATFull,tecator,0.7851462948859079,0.7993100220972327
FEATFull,tecator,1.0784342031137155,1.0400573861731663
FEATFull,tecator,0.9671743929591924,0.9933366165599344
FEATFull,tecator,1.1531110770198731,0.9869255574307148
FEATFull,tecator,0.8362757058174197,0.8749782026993962
FEAT,airfoil,3.2226681414275977,3.3559920427260934
FEAT,airfoil,4.280426270570437,4.3728806411243015
FEAT,airfoil,3.387933694274156,3.566655081802265
FEAT,airfoil,3.416156334508571,3.4880966421544977
FEAT,airfoil,2.9952390223583576,3.232257137148581
FEAT,airfoil,2.7403834867433607,2.8622244440756783
FEAT,airfoil,4.330903605496658,4.303565808479763
FEAT,airfoil,3.07987343485536,3.037452901458286
FEAT,airfoil,3.4941223913247854,3.4875433960687365
FEAT,airfoil,3.21183548814062,3.236278568477378
FEAT,airfoil,4.112710198714211,4.168827960716145
FEAT,airfoil,3.0414994976214884,3.0984134662891165
FEAT,airfoil,3.8053113896334514,3.754848765568688
FEAT,airfoil,2.844450129190163,2.6893546189288453
FEAT,airfoil,3.7544504608333633,3.6445269925661945
FEAT,airfoil,3.6482863336716895,3.5391672654628814
FEAT,airfoil,3.1524424884433215,3.1414545322973937
FEAT,airfoil,3.741403510982943,3.613823999337488
FEAT,airfoil,4.039955256323179,3.797955923323012
FEAT,airfoil,3.813349641998621,3.610313695726374
FEAT,airfoil,3.979569710334133,4.070739886855602
FEAT,airfoil,3.9262071539027743,3.754284264715354
FEAT,airfoil,3.1563395380821904,3.3682905385269932
FEAT,airfoil,3.7784809359269778,3.529519335394729
FEAT,airfoil,3.7931737094802873,4.291568179329103
FEAT,airfoil,2.8425869076903822,3.1276894380257825
FEAT,airfoil,3.554691278265022,3.7638873977609415
FEAT,airfoil,3.4192547642478357,3.8554945966533314
FEAT,airfoil,2.608987195279447,2.863809151885003
FEAT,airfoil,3.349602874089761,3.7354205788335424
FEAT,concrete,6.791833627875666,6.689877043636925
FEAT,concrete,6.389527866213911,6.5672147294494545
FEAT,concrete,6.2737708683546,6.477966294630507
FEAT,concrete,5.915502377987277,6.0466456735776735
FEAT,concrete,6.9504187512484,7.2430147617231775
FEAT,concrete,6.197555789409387,6.446927238116957
FEAT,concrete,6.7006016422371735,6.941674358042802
FEAT,concrete,6.890283101114551,7.481226520142603
FEAT,concrete,6.377448440037067,6.412009410995928
FEAT,concrete,6.227938384648932,6.461164614420348
FEAT,concrete,6.686298641641357,6.9864903170194825
FEAT,concrete,6.195008276427213,6.218008832660537
FEAT,concrete,6.998141729285573,7.457777940050676
FEAT,concrete,5.833454906920415,6.481815581693312
FEAT,concrete,6.1878304444783865,6.548029794200971
FEAT,concrete,6.358041013954653,6.848416117505088
FEAT,concrete,6.8438491717971655,7.142034506238346
FEAT,concrete,7.0518014078449225,7.213429436308677
FEAT,concrete,7.484572042523937,7.879518415954617
FEAT,concrete,6.852467903752724,7.13735413230229
FEAT,concrete,6.882692218177401,7.20425512559528
FEAT,concrete,7.090304906869021,7.151892131069903
FEAT,concrete,6.019374291372459,12.337117239300428
FEAT,concrete,6.9923918106681695,6.923411375922695
FEAT,concrete,6.9644690372185165,7.4153488455395005
FEAT,concrete,7.409876346216802,7.312244346688511
FEAT,concrete,6.7496168891304515,6.941927366308635
FEAT,concrete,6.977727091965213,7.315512284589268
FEAT,concrete,6.049631047991331,6.030131336336157
FEAT,concrete,6.527863932773951,6.636121241143874
FEAT,energyCooling,1.5947885153512893,1.8224121817902623
FEAT,energyCooling,1.564914282776205,1.80603517797438
FEAT,energyCooling,1.5659240038086493,1.8092829229582064
FEAT,energyCooling,1.7764487645767677,2.063589939352371
FEAT,energyCooling,1.7318547747713682,1.9085221158295889
FEAT,energyCooling,1.71909136958355,1.9552760750469595
FEAT,energyCooling,1.6477681997353544,1.5429201327086497
FEAT,energyCooling,1.7367110029440944,1.646596122657536
FEAT,energyCooling,2.096926832917588,2.032204668769245
FEAT,energyCooling,1.6948822784423754,1.5626772420426756
FEAT,energyCooling,1.810798008875771,1.643077214801729
FEAT,energyCooling,1.6419420732257834,1.576220401223125
FEAT,energyCooling,1.6331773646113381,1.5106177578817597
FEAT,energyCooling,1.8144090370516013,1.7091568653684992
FEAT,energyCooling,1.6205560266961518,1.5210375219363486
FEAT,energyCooling,1.8109549576952533,1.7938179977552666
FEAT,energyCooling,1.6483815812966367,1.5231408152650574
FEAT,energyCooling,1.7583532358422025,1.6302201715243492
FEAT,energyCooling,1.6405069679156172,1.7412997560064576
FEAT,energyCooling,1.8884403003807568,1.917896710064815
FEAT,energyCooling,1.6905437258717937,1.6791866809268436
FEAT,energyCooling,1.9900850016770533,1.920637527935704
FEAT,energyCooling,1.7069426573997062,1.7253578740431446
FEAT,energyCooling,1.628919632459655,1.6881486231503573
FEAT,energyCooling,1.7411757276380846,1.7877228985637104
FEAT,energyCooling,1.7328658097362113,1.7663013423849938
FEAT,energyCooling,1.5869474384804294,1.6682350298250201
FEAT,energyCooling,1.6247644899166491,1.7101222862181813
FEAT,energyCooling,2.0044521847205354,2.0326393206597286
FEAT,energyCooling,1.621655485523057,1.7159890172853371
FEAT,energyHeating,1.127024738086396,1.2397779709597958
FEAT,energyHeating,1.3600227632397128,1.380825028906779
FEAT,energyHeating,1.234690329203766,1.5346515560052991
FEAT,energyHeating,0.5779019472851428,0.5952604235692585
FEAT,energyHeating,0.8025435897070439,0.8366103593382895
FEAT,energyHeating,0.9965941273939636,0.9480640221566958
FEAT,energyHeating,0.693587288707048,0.7791258341512635
FEAT,energyHeating,0.7400014662259641,0.712925293023281
FEAT,energyHeating,0.4944310433243583,0.5148804703146346
FEAT,energyHeating,0.4828689342603221,0.577013588945001
FEAT,energyHeating,0.4745983267419071,0.5284167191888328
FEAT,energyHeating,0.9342627547185276,1.0056173090253249
FEAT,energyHeating,0.5616401806864596,0.5090162812427912
FEAT,energyHeating,0.5408497899894752,0.493829074875088
FEAT,energyHeating,1.0594700567093558,1.0880820336108241
FEAT,energyHeating,1.1705284404520535,1.1282467097858735
FEAT,energyHeating,0.7732438375106393,0.7616123837584614
FEAT,energyHeating,2.097587538252724,2.0619474961515944
FEAT,energyHeating,1.1342632495064575,1.2021381818175236
FEAT,energyHeating,0.5115669923740488,0.5527847319404696
FEAT,energyHeating,1.1785569603852255,1.1966828874398283
FEAT,energyHeating,0.8769651581725101,0.8507303970750854
FEAT,energyHeating,0.5174806389161288,0.5043464399099432
FEAT,energyHeating,0.8443141812752084,0.8979987749428313
FEAT,energyHeating,0.4628397111585055,0.5713227544268785
FEAT,energyHeating,1.4759536187118505,1.3970481924344849
FEAT,energyHeating,0.570062611102546,0.6367708219568621
FEAT,energyHeating,1.3323368862133187,1.3145499110852843
FEAT,energyHeating,1.6562940708341078,1.6798374363129576
FEAT,energyHeating,1.2471744330361263,1.2567540600723066
FEAT,wineRed,0.6469947193206436,0.6547725543572886
FEAT,wineRed,0.635073230405333,0.6459721752050218
FEAT,wineRed,0.6273924722100576,0.6416739829645292
FEAT,wineRed,0.6310148060076207,0.6523802377288046
FEAT,wineRed,0.6378165309484493,0.6431152958020087
FEAT,wineRed,0.6383234143963377,0.6516869549617487
FEAT,wineRed,0.6432190358437275,0.6216357341091836
FEAT,wineRed,0.6390395942082767,0.6150488881475636
FEAT,wineRed,0.6457458754335189,0.6267638616088916
FEAT,wineRed,0.6386050566105432,0.6110501579135058
FEAT,wineRed,0.6402690334986225,0.6182229413087512
FEAT,wineRed,0.6644626983710227,0.6474253651254951
FEAT,wineRed,0.6481752431873319,0.6397082095288474
FEAT,wineRed,0.6361734671617479,0.6192838619949076
FEAT,wineRed,0.637102856542579,0.6141160001394147
FEAT,wineRed,0.6391039634817328,0.6325941765635986
FEAT,wineRed,0.6317979396383625,0.622053938708877
FEAT,wineRed,0.6381644476855629,0.6245578476773227
FEAT,wineRed,0.6233733489396233,0.6381116458878441
FEAT,wineRed,0.6323045457755144,0.6290883065684181
FEAT,wineRed,0.6376687122452092,0.6399413045620498
FEAT,wineRed,0.6305265280354799,0.6246252108723751
FEAT,wineRed,0.630035099783578,0.6400619839881169
FEAT,wineRed,0.630692833910569,0.6433482102402632
FEAT,wineRed,0.6153901583391116,0.6896760850775112
FEAT,wineRed,0.601679229996343,0.7053483357191388
FEAT,wineRed,0.6182162583690818,0.7024829862644612
FEAT,wineRed,0.6370242131017019,0.7214040563308177
FEAT,wineRed,0.6079038810210765,0.6884998878863047
FEAT,wineRed,0.6198482963508535,0.7022748392982332
FEAT,wineWhite,0.7083695960357946,0.7104863653150005
FEAT,wineWhite,0.7398686865323049,0.7526110407013088
FEAT,wineWhite,0.7265395099753368,0.7251933614472492
FEAT,wineWhite,0.7231470534810848,0.7265948963364119
FEAT,wineWhite,0.7296707996899493,0.731780349318068
FEAT,wineWhite,0.7254855330020856,0.885956301597963
FEAT,wineWhite,0.7328070562738811,0.7433104361511889
FEAT,wineWhite,0.7271554083003935,0.7303543668531621
FEAT,wineWhite,0.728327362176024,0.7398709139387182
FEAT,wineWhite,0.7262943767368446,0.7297871829744207
FEAT,wineWhite,0.7363162776597785,0.7491935014892821
FEAT,wineWhite,0.7338799224648146,0.7451415607893679
FEAT,wineWhite,0.7197448349054036,0.7680472030447254
FEAT,wineWhite,0.7049321984737503,37.78721664412953
FEAT,wineWhite,0.7099496083882942,0.7658708216836825
FEAT,wineWhite,0.7084326178557117,76.03273035961378
FEAT,wineWhite,0.7049927432590207,0.7495345455987248
FEAT,wineWhite,0.7083613560184786,22.003569427856675
FEAT,wineWhite,0.7163258654527587,0.7303289638462308
FEAT,wineWhite,0.7292097173782509,0.7213075274820807
FEAT,wineWhite,0.7075568573928721,0.7115893019904299
FEAT,wineWhite,0.7012127719838238,0.7090110065706868
FEAT,wineWhite,0.7128180897008375,0.7242756490980616
FEAT,wineWhite,0.7146852081641392,0.7216687681601114
FEAT,wineWhite,0.7531017787202325,0.7469053092311794
FEAT,wineWhite,0.7287847018049236,0.7239328904082076
FEAT,wineWhite,0.7414012135505562,0.7363958861394577
FEAT,wineWhite,0.7541687264748234,0.7414677752135882
FEAT,wineWhite,0.7077791641058369,0.7096114165928373
FEAT,wineWhite,0.7482853749174261,0.7502527802517386
FEAT,yacht,0.9644253298959948,0.9833914643146482
FEAT,yacht,2.7605836380532454,2.7488635071642564
FEAT,yacht,1.9617575674561167,1.8832203785585635
FEAT,yacht,0.8472546504050024,0.9506933072271974
FEAT,yacht,1.3078511989239316,1.3200155162193032
FEAT,yacht,1.0752507245145346,1.1910941259375596
FEAT,yacht,1.318752664724662,1.5699664912306657
FEAT,yacht,1.437885805057961,1.4988671619422085
FEAT,yacht,1.113465636254968,1.3716287052744982
FEAT,yacht,2.2920083141006016,2.0045489267619256
FEAT,yacht,1.971648159678996,2.556383425938805
FEAT,yacht,1.3333003243486379,1.5798410102838614
FEAT,yacht,1.73910017334629,1.8622415366078056
FEAT,yacht,1.4004162046436297,1.2457091017019215
FEAT,yacht,2.7027076739759095,2.6953135381443825
FEAT,yacht,2.4651066018726144,2.1712565758571394
FEAT,yacht,1.4504384521272191,1.1864037041784687
FEAT,yacht,1.5987242416595673,1.4221799788459533
FEAT,yacht,2.253601723936262,2.57879975148126
FEAT,yacht,0.9417664277961528,1.0810264809899608
FEAT,yacht,2.0543746668925547,2.120446097652123
FEAT,yacht,2.2792910088075145,2.395423228108938
FEAT,yacht,1.4807676355962445,1.691304585322999
FEAT,yacht,2.5274208086160312,3.3120362093772364
FEAT,yacht,1.1549901755581655,1.491564591690952
FEAT,yacht,2.7794550636827147,2.7974431974105816
FEAT,yacht,1.853538932662522,1.8632170729116984
FEAT,yacht,0.8416516468543971,1.0207680776187398
FEAT,yacht,1.3509429490927825,1.4556773861688448
FEAT,yacht,2.7700263531519003,2.8263486061591947
FEAT,Geographical,39.87317958800567,44.65159303438198
FEAT,Geographical,43.55451118282753,46.21974057579914
FEAT,Geographical,42.39351122987527,45.420286325770796
FEAT,Geographical,41.329684897369795,44.676995240191076
FEAT,Geographical,40.64858542171498,45.05062991101601
FEAT,Geographical,41.69209111452381,44.55786577600608
FEAT,Geographical,40.827722202335096,43.87218750191116
FEAT,Geographical,45.319688176958465,46.56338904607629
FEAT,Geographical,42.13097841368916,43.89626108207089
FEAT,Geographical,40.80137046706864,43.78334820708329
FEAT,Geographical,40.34483122752118,42.92137973594426
FEAT,Geographical,41.14979292618256,44.47395018662857
FEAT,Geographical,42.0237006503247,43.275293696558045
FEAT,Geographical,41.95482926466872,42.563720615298045
FEAT,Geographical,43.423188321821115,43.149743540315626
FEAT,Geographical,42.607714067972005,50.4539267619596
FEAT,Geographical,43.91660054836319,44.778422928239486
FEAT,Geographical,42.76864160918002,40.84847293054046
FEAT,Geographical,41.387154550713475,41.2154040377222
FEAT,Geographical,42.21524948020746,42.36357236208738
FEAT,Geographical,37.87957376478502,92.98589747175542
FEAT,Geographical,41.40497728273049,42.00087113884868
FEAT,Geographical,43.14331499353708,42.03415304839535
FEAT,Geographical,42.933253928303344,42.150723741936055
FEAT,Geographical,41.00320701492973,43.41231440452749
FEAT,Geographical,43.882001238331625,45.676155988124144
FEAT,Geographical,41.749114037518375,43.37687597659559
FEAT,Geographical,41.09662698832275,44.65057880410037
FEAT,Geographical,42.02448860103584,44.84523184301817
FEAT,Geographical,40.556018627280224,44.31251115431857
FEAT,tecator,0.5138431235869791,0.7215389132858172
FEAT,tecator,0.8898901483738226,0.9275842077930704
FEAT,tecator,0.5776356230736566,0.7492678502025412
FEAT,tecator,0.9342785685172524,1.006209923388919
FEAT,tecator,0.8159830961549648,1.0560917552350084
FEAT,tecator,1.1253375939935495,1.4929541008870282
FEAT,tecator,0.5119772574428669,1.006252687615717
FEAT,tecator,0.7740115366614001,1.1361692759053343
FEAT,tecator,0.6633278306649829,0.6729597553712008
FEAT,tecator,0.4955483119045195,1.2332732480112876
FEAT,tecator,1.0555945721450457,1.2206880553349055
FEAT,tecator,0.9540813273836728,1.0351787540779496
FEAT,tecator,0.4775602938067069,0.7364013627064535
FEAT,tecator,0.9551032715882608,1.1797815882966416
FEAT,tecator,1.6464133238879006,1.5888863363590833
FEAT,tecator,0.5588210457978311,0.9150057790163176
FEAT,tecator,0.5985514819762388,0.8404069702246058
FEAT,tecator,1.0866899721632322,1.5937558075346612
FEAT,tecator,0.5956270830297843,0.6179271945118043
FEAT,tecator,0.9293278508920452,0.9587771340371606
FEAT,tecator,0.8748098208267858,1.8703832885406144
FEAT,tecator,0.7439552550713652,0.7362287136745403
FEAT,tecator,0.8417637374512209,0.7995296729688943
FEAT,tecator,0.699990532130343,0.6839569792290713
FEAT,tecator,0.6598244556003383,0.8956114123135219
FEAT,tecator,0.6008219673860429,0.7788941578773657
FEAT,tecator,0.7793521851018654,0.8969698118911195
FEAT,tecator,0.7947816576505216,0.8772953964082817
FEAT,tecator,0.9707613726773052,1.048477639143504
FEAT,tecator,1.7824508193931934,1.6203233070063394
FEAT,towerData,23.54412517554435,24.074390275185213
FEAT,towerData,25.448608384049482,24.82115312826373
FEAT,towerData,24.93499914086459,24.837685660042
FEAT,towerData,24.11488366267933,24.63768732037447
FEAT,towerData,24.29601465203255,30.46319714683805
FEAT,towerData,25.916092500892862,26.25179011888193
FEAT,towerData,27.59818239211389,29.37414673998403
FEAT,towerData,23.7587287551159,25.172710112901548
FEAT,towerData,24.754490951781115,26.942593959277605
FEAT,towerData,24.919012527437072,25.49768832815157
FEAT,towerData,25.7476881762842,25.84323075300034
FEAT,towerData,31.729468770629328,30.93706132814353
FEAT,towerData,24.62066790497825,24.05263094146553
FEAT,towerData,24.15635354017067,23.95087533821411
FEAT,towerData,24.323584619141737,23.204181770730766
FEAT,towerData,24.50905666704773,24.365953268098806
FEAT,towerData,24.999437080489074,23.853312814686088
FEAT,towerData,24.793934199392535,24.702719392088056
FEAT,towerData,24.44719161769419,35.187639931524494
FEAT,towerData,20.765699976221413,21.704939946582428
FEAT,towerData,23.07805930704773,30.091828710403103
FEAT,towerData,23.01106747857259,37.60966075017218
FEAT,towerData,19.28873685437145,31.062939373351632
FEAT,towerData,23.772562116461266,119.08751572310112
FEAT,towerData,26.83699017260129,26.388467406766896
FEAT,towerData,25.05270054305496,24.831829351937564
FEAT,towerData,24.891424271637806,82.16633654168844
FEAT,towerData,43.203843068753955,42.469715067519054
FEAT,towerData,24.177231066032395,23.232116148966615
FEAT,towerData,34.97056516130435,47.68479010522884
SymTree,airfoil,1.593759142668721,2.336518275130098
SymTree,airfoil,1.4615542025035246,1.937406777467412
SymTree,airfoil,1.570885767213529,1.894548664302944
SymTree,airfoil,1.421418023568345,2.2506230748955764
SymTree,airfoil,1.4505955812771008,2.2164681169837053
SymTree,concrete,3.612963210639693,5.1024017345656105
SymTree,concrete,3.704533241773993,5.438787373253542
SymTree,concrete,3.4660716828805898,5.929256287577461
SymTree,concrete,3.6994211040789358,5.9751089910053645
SymTree,concrete,3.861242296681565,5.377112734153877
SymTree,energyCooling,1.1713028800534615,1.8604522673525092
SymTree,energyCooling,1.14936000531914,1.4098912056833823
SymTree,energyCooling,1.042321646181012,1.5149030947539972
SymTree,energyCooling,1.099014627713875,1.6394056277903999
SymTree,energyCooling,1.1323444389910016,1.6292388427706492
SymTree,energyHeating,0.4929107118000432,0.6855500124591511
SymTree,energyHeating,0.4593599820148752,0.6240893802359534
SymTree,energyHeating,0.5088131836729313,0.591001382102396
SymTree,energyHeating,0.4789503418870943,0.6566250104048199
SymTree,energyHeating,0.4788021377026577,0.6559632891124422
SymTree,yacht,1.0702618267447848,1.639720408955175
SymTree,yacht,1.0018824954042878,1.6209491089322996
SymTree,yacht,1.6707113886095308,1.8535175208079329
SymTree,yacht,0.8208338935305107,1.260039574796331
SymTree,yacht,1.486422518477241,1.68655549813479
SymTree,Geographical,33.37375896917428,43.017824848684405
SymTree,Geographical,30.930620925085844,42.30161180938046
SymTree,Geographical,31.986207473906845,45.06773086533204
SymTree,Geographical,31.95050701989542,42.10066262493971
SymTree,Geographical,31.514900083388497,45.164371684602635
SymTree,towerData,13.099173364365996,17.822016473262227
SymTree,towerData,12.838258621151235,20.94544828994072
SymTree,towerData,12.566874235877881,17.689649744019317
SymTree,towerData,12.193212252702073,43.80511017816161
SymTree,towerData,12.37931754164424,18.1194812438204
SymTree,tecator,0.4412496972889877,0.5842529030578629
SymTree,tecator,0.4631286474321114,0.791063110035337
SymTree,tecator,0.3680453083156445,0.5620187122406165
SymTree,tecator,0.4028153442607629,0.6888246151255953
SymTree,tecator,0.4376474039374278,0.937919801404802
SymTree,wineRed,0.4471100851170041,0.6251240947969705
SymTree,wineRed,0.4409987916103794,0.6158238869343394
SymTree,wineRed,0.4447853118469853,0.6394147215295053
SymTree,wineRed,0.4429286110835787,0.6269428434346068
SymTree,wineRed,0.42516110033131865,0.6961778686379422
SymTree,wineWhite,0.4947008251000726,1.121115742410007
SymTree,wineWhite,0.4925857992116003,0.7077839248753584
SymTree,wineWhite,0.4928336645070562,0.7634843501390359
SymTree,wineWhite,0.5021813495612534,0.7123687755687108
SymTree,wineWhite,0.5036305321033421,0.6991949451802141
GSGP,airfoil,8.816360000000003,8.98909
GSGP,airfoil,6.56769,6.97319
GSGP,airfoil,7.37517,7.70061
GSGP,airfoil,8.02155,8.4205
GSGP,airfoil,3.3913,3.65826
GSGP,airfoil,15.6691,16.0473
GSGP,airfoil,8.01037,7.82103
GSGP,airfoil,11.2315,11.7727
GSGP,airfoil,16.2012,16.6269
GSGP,airfoil,4.94896,4.89879
GSGP,airfoil,9.69338,9.73462
GSGP,airfoil,10.241,10.6122
GSGP,airfoil,11.4771,10.5612
GSGP,airfoil,12.2712,11.1803
GSGP,airfoil,12.7225,11.5438
GSGP,airfoil,14.9544,13.7611
GSGP,airfoil,12.8954,11.9282
GSGP,airfoil,22.6454,20.9186
GSGP,airfoil,6.65057,6.80996
GSGP,airfoil,6.73952,7.312119999999997
GSGP,airfoil,9.7645,10.3896
GSGP,airfoil,16.4142,16.7858
GSGP,airfoil,8.243780000000001,8.7634
GSGP,airfoil,5.82449,6.1883599999999985
GSGP,airfoil,19.8221,19.4979
GSGP,airfoil,7.3687,7.95856
GSGP,airfoil,5.9938,6.42586
GSGP,airfoil,16.5506,17.0721
GSGP,airfoil,7.3124699999999985,7.12208
GSGP,airfoil,10.1122,10.4656
GSGP,concrete,7.38828,7.38939
GSGP,concrete,7.708139999999997,7.62655
GSGP,concrete,7.6468300000000005,7.47125
GSGP,concrete,7.1380399999999975,7.30094
GSGP,concrete,8.1462,9.61725
GSGP,concrete,8.00928,8.12111
GSGP,concrete,7.08864,7.37587
GSGP,concrete,7.24297,7.76094
GSGP,concrete,6.96167,7.37096
GSGP,concrete,7.19487,7.39375
GSGP,concrete,8.09868,8.21313
GSGP,concrete,6.69915,7.042560000000001
GSGP,concrete,7.44768,9.12813
GSGP,concrete,6.969289999999999,8.253789999999999
GSGP,concrete,10.1168,12.5088
GSGP,concrete,7.41511,8.63935
GSGP,concrete,7.03545,8.43436
GSGP,concrete,6.08825,7.13505
GSGP,concrete,6.26227,6.805510000000001
GSGP,concrete,6.6535,7.41581
GSGP,concrete,6.649960000000001,7.45838
GSGP,concrete,6.726610000000001,7.33231
GSGP,concrete,7.701789999999999,8.45412
GSGP,concrete,6.69866,7.094760000000001
GSGP,concrete,6.862139999999999,7.1601
GSGP,concrete,7.279539999999999,7.87914
GSGP,concrete,7.17897,7.2691300000000005
GSGP,concrete,6.61448,6.8845199999999975
GSGP,concrete,7.25443,7.80702
GSGP,concrete,6.92522,7.37253
GSGP,energyCooling,1.9487299999999999,2.21296
GSGP,energyCooling,2.33558,2.4579
GSGP,energyCooling,1.6994900000000002,1.93947
GSGP,energyCooling,1.6452099999999998,1.88794
GSGP,energyCooling,2.32134,2.51812
GSGP,energyCooling,2.23215,2.41368
GSGP,energyCooling,1.74868,1.6763
GSGP,energyCooling,2.09085,2.02773
GSGP,energyCooling,2.1661099999999998,2.135
GSGP,energyCooling,1.83104,1.7441
GSGP,energyCooling,2.24123,2.20166
GSGP,energyCooling,2.00363,2.03084
GSGP,energyCooling,2.0138,2.08262
GSGP,energyCooling,4.0137,3.84225
GSGP,energyCooling,1.9245400000000001,1.87156
GSGP,energyCooling,1.73273,1.66297
GSGP,energyCooling,1.8076,2.00331
GSGP,energyCooling,1.6987900000000002,1.7050299999999998
GSGP,energyCooling,2.54714,2.88455
GSGP,energyCooling,2.00562,2.03286
GSGP,energyCooling,1.98617,1.96607
GSGP,energyCooling,1.65508,1.7619599999999995
GSGP,energyCooling,1.9534599999999998,2.11936
